sen,sur,gap
It was [MASK] that she stroke.,15.232352,obj
It was [MASK] that she sent.,13.110293,obj
It was [MASK] that she saw.,14.94741,obj
It was [MASK] that she respected.,14.831609,obj
It was [MASK] that she pushed.,13.804834,obj
It was [MASK] that she pulled.,14.614467,obj
It was [MASK] that she pressed.,16.36488,obj
It was [MASK] that she praised.,12.3268585,obj
It was [MASK] that she painted.,11.398253,obj
It was [MASK] that she noticed.,16.927069,obj
It was [MASK] that she needed.,14.941324,obj
It was [MASK] that she missed.,15.526949,obj
It was [MASK] that she loves.,10.900037,obj
It was [MASK] that she likes.,11.788646,obj
It was [MASK] that she injured.,12.314962,obj
It was [MASK] that she hurt.,16.81057,obj
It was [MASK] that she hit.,13.888643,obj
It was [MASK] that she heard.,16.470098,obj
It was [MASK] that she hates.,11.150595,obj
It was [MASK] that she greeted.,11.701625,obj
It was [MASK] that she found.,14.568875,obj
It was [MASK] that she feared.,16.09211,obj
It was [MASK] that she drew.,12.45387,obj
It was [MASK] that she called.,16.453392,obj
It was [MASK] that she avoided.,14.112133,obj
It was [MASK] that she advised.,11.597662,obj
It was [MASK] that she admired.,16.218395,obj
It is [MASK] that she wanted.,10.88873,obj
It is [MASK] that she valued.,12.098286,obj
It is [MASK] that she trusted.,9.882556,obj
It is [MASK] that she told.,8.927096,obj
It is [MASK] that she taught.,8.207256,obj
It is [MASK] that she stroke.,12.243088,obj
It is [MASK] that she sent.,8.976518,obj
It is [MASK] that she saw.,11.19741,obj
It is [MASK] that she respected.,10.455756,obj
It is [MASK] that she pushed.,11.320513,obj
It is [MASK] that she pulled.,11.789986,obj
It is [MASK] that she pressed.,13.652034,obj
It is [MASK] that she praised.,10.681058,obj
It is [MASK] that she painted.,13.05966,obj
It is [MASK] that she noticed.,15.002139,obj
It is [MASK] that she needed.,10.855764,obj
It is [MASK] that she missed.,13.070164,obj
It is [MASK] that she loves.,11.707725,obj
It is [MASK] that she likes.,12.826564,obj
It is [MASK] that she injured.,14.816763,obj
It is [MASK] that she hurt.,13.713206,obj
It is [MASK] that she hit.,12.088363,obj
It is [MASK] that she heard.,13.570533,obj
It is [MASK] that she hates.,12.432867,obj
It is [MASK] that she greeted.,9.628784,obj
It is [MASK] that she found.,11.335646,obj
It is [MASK] that she feared.,10.685464,obj
It is [MASK] that she drew.,11.129246,obj
It is [MASK] that she called.,13.991395,obj
It is [MASK] that she avoided.,10.902455,obj
It is [MASK] that she advised.,8.855777,obj
It is [MASK] that she admired.,11.675766,obj
It was [MASK] that she wanted.,17.935587,obj
It was [MASK] that she valued.,20.220087,obj
It was [MASK] that she trusted.,17.721642,obj
It was [MASK] that she told.,16.441233,obj
It was [MASK] that she taught.,15.450509,obj
It was [MASK] that she stroke.,17.209377,obj
It was [MASK] that she sent.,13.641728,obj
It was [MASK] that she saw.,15.297454,obj
It was [MASK] that she respected.,18.807953,obj
It was [MASK] that she pushed.,17.071568,obj
It was [MASK] that she pulled.,16.344318,obj
It was [MASK] that she pressed.,16.873056,obj
It was [MASK] that she praised.,16.833982,obj
It was [MASK] that she painted.,15.3136215,obj
It was [MASK] that she noticed.,16.97378,obj
It was [MASK] that she needed.,18.905737,obj
It was [MASK] that she missed.,16.792992,obj
It was [MASK] that she loves.,16.067944,obj
It was [MASK] that she likes.,15.843502,obj
It was [MASK] that she injured.,17.05525,obj
It was [MASK] that she hurt.,16.447786,obj
It was [MASK] that she hit.,15.682479,obj
It was [MASK] that she heard.,15.72937,obj
It was [MASK] that she hates.,15.823641,obj
It was [MASK] that she greeted.,15.742739,obj
It was [MASK] that she found.,15.01312,obj
It was [MASK] that she feared.,16.991766,obj
It was [MASK] that she drew.,15.954736,obj
It was [MASK] that she called.,18.980074,obj
It was [MASK] that she avoided.,17.285307,obj
It was [MASK] that she advised.,16.390385,obj
It was [MASK] that she admired.,18.203009,obj
It is [MASK] that she wanted.,16.680262,obj
It is [MASK] that she valued.,18.00854,obj
It is [MASK] that she trusted.,16.949738,obj
It is [MASK] that she told.,15.36156,obj
It is [MASK] that she taught.,14.995392,obj
It is [MASK] that she stroke.,15.821305,obj
It is [MASK] that she sent.,14.4848175,obj
It is [MASK] that she saw.,14.901601,obj
It is [MASK] that she respected.,17.606731,obj
It is [MASK] that she pushed.,16.148798,obj
It is [MASK] that she pulled.,15.8910675,obj
It is [MASK] that she pressed.,16.481138,obj
It is [MASK] that she praised.,15.168244,obj
It is [MASK] that she painted.,14.095882,obj
It is [MASK] that she noticed.,17.744602,obj
It is [MASK] that she needed.,17.695183,obj
It is [MASK] that she missed.,15.742194,obj
It is [MASK] that she loves.,15.188136,obj
It is [MASK] that she likes.,15.764048,obj
It is [MASK] that she injured.,15.801677,obj
It is [MASK] that she hurt.,16.058847,obj
It is [MASK] that she hit.,14.809435,obj
It is [MASK] that she heard.,16.77714,obj
It is [MASK] that she hates.,15.096654,obj
It is [MASK] that she greeted.,15.119615,obj
It is [MASK] that she found.,14.209595,obj
It is [MASK] that she feared.,15.823827,obj
It is [MASK] that she drew.,14.960436,obj
It is [MASK] that she called.,17.490137,obj
It is [MASK] that she avoided.,16.392614,obj
It is [MASK] that she advised.,15.744676,obj
It is [MASK] that she admired.,16.628788,obj
It was [MASK] that she wanted.,13.671045,obj
It was [MASK] that she valued.,12.868615,obj
It was [MASK] that she trusted.,9.771447,obj
It was [MASK] that she told.,8.808616,obj
It was [MASK] that she taught.,9.190223,obj
It was [MASK] that she stroke.,13.254115,obj
It was [MASK] that she sent.,10.986443,obj
It was [MASK] that she saw.,11.085674,obj
It was [MASK] that she respected.,10.867387,obj
It was [MASK] that she pushed.,12.845996,obj
It was [MASK] that she pulled.,13.109507,obj
It was [MASK] that she pressed.,14.272042,obj
It was [MASK] that she praised.,9.56957,obj
It was [MASK] that she painted.,10.952311,obj
It was [MASK] that she noticed.,13.811581,obj
It was [MASK] that she needed.,14.008544,obj
It was [MASK] that she missed.,12.103975,obj
It was [MASK] that she loves.,11.936931,obj
It was [MASK] that she likes.,12.789266,obj
It was [MASK] that she injured.,11.260456,obj
It was [MASK] that she hurt.,15.482185,obj
It was [MASK] that she hit.,12.782476,obj
It was [MASK] that she heard.,11.831596,obj
It was [MASK] that she hates.,11.842028,obj
It was [MASK] that she greeted.,10.675576,obj
It was [MASK] that she found.,10.820648,obj
It was [MASK] that she feared.,10.777742,obj
It was [MASK] that she drew.,11.372631,obj
It was [MASK] that she called.,15.642691,obj
It was [MASK] that she avoided.,11.019787,obj
It was [MASK] that she advised.,10.062925,obj
It was [MASK] that she admired.,11.767549,obj
It is [MASK] that she wanted.,12.114492,obj
It is [MASK] that she valued.,11.412581,obj
It is [MASK] that she trusted.,8.787928,obj
It is [MASK] that she told.,9.282781,obj
It is [MASK] that she taught.,9.904151,obj
It is [MASK] that she stroke.,11.686955,obj
It is [MASK] that she sent.,10.434108,obj
It is [MASK] that she saw.,10.616208,obj
It is [MASK] that she respected.,9.464905,obj
It is [MASK] that she pushed.,12.66392,obj
It is [MASK] that she pulled.,11.592212,obj
It is [MASK] that she pressed.,13.62797,obj
It is [MASK] that she praised.,8.773069,obj
It is [MASK] that she painted.,12.990458,obj
It is [MASK] that she noticed.,14.458548,obj
It is [MASK] that she needed.,12.691558,obj
It is [MASK] that she missed.,11.716808,obj
It is [MASK] that she loves.,11.121019,obj
It is [MASK] that she likes.,12.811116,obj
It is [MASK] that she injured.,14.30418,obj
It is [MASK] that she hurt.,13.667255,obj
It is [MASK] that she hit.,11.845468,obj
It is [MASK] that she heard.,12.413978,obj
It is [MASK] that she hates.,11.3992195,obj
It is [MASK] that she greeted.,10.018199,obj
It is [MASK] that she found.,10.275625,obj
It is [MASK] that she feared.,9.938374,obj
It is [MASK] that she drew.,11.049296,obj
It is [MASK] that she called.,14.334065,obj
It is [MASK] that she avoided.,10.698253,obj
It is [MASK] that she advised.,10.005766,obj
It is [MASK] that she admired.,10.279106,obj
It was [MASK] that he wanted.,6.6201606,obj
It was [MASK] that he valued.,6.18608,obj
It was [MASK] that he trusted.,4.339529,obj
It was [MASK] that he told.,5.5579796,obj
It was [MASK] that he taught.,8.066398,obj
It was [MASK] that he stroke.,9.946937,obj
It was [MASK] that he sent.,5.9305696,obj
It was [MASK] that he saw.,6.2933846,obj
It was [MASK] that he respected.,5.4373207,obj
It was [MASK] that he pushed.,8.555294,obj
It was [MASK] that he pulled.,8.391358,obj
It was [MASK] that he pressed.,8.951565,obj
It was [MASK] that he praised.,4.5862975,obj
It was [MASK] that he painted.,8.845673,obj
It was [MASK] that he noticed.,8.105324,obj
It was [MASK] that he needed.,8.051566,obj
It was [MASK] that he missed.,6.881965,obj
It was [MASK] that he loves.,6.2192097,obj
It was [MASK] that he likes.,7.9307466,obj
It was [MASK] that he injured.,9.1243925,obj
It was [MASK] that he hurt.,11.253019,obj
It was [MASK] that he hit.,9.395996,obj
It was [MASK] that he heard.,7.3428125,obj
It was [MASK] that he hates.,7.466223,obj
It was [MASK] that he greeted.,5.5734205,obj
It was [MASK] that he found.,7.7113066,obj
It was [MASK] that he feared.,5.3148165,obj
It was [MASK] that he drew.,8.7661,obj
It was [MASK] that he called.,10.607576,obj
It was [MASK] that he avoided.,8.48268,obj
It was [MASK] that he advised.,5.844561,obj
It was [MASK] that he admired.,5.3179197,obj
It is [MASK] that he wanted.,7.293084,obj
It is [MASK] that he valued.,7.25071,obj
It is [MASK] that he trusted.,4.9625764,obj
It is [MASK] that he told.,7.0257006,obj
It is [MASK] that he taught.,9.862149,obj
It is [MASK] that he stroke.,9.891504,obj
It is [MASK] that he sent.,6.659176,obj
It is [MASK] that he saw.,7.5299315,obj
It is [MASK] that he respected.,6.435045,obj
It is [MASK] that he pushed.,10.664704,obj
It is [MASK] that he pulled.,8.862015,obj
It is [MASK] that he pressed.,10.638304,obj
It is [MASK] that he praised.,6.280717,obj
It is [MASK] that he painted.,14.461117,obj
It is [MASK] that he noticed.,11.330197,obj
It is [MASK] that he needed.,9.013596,obj
It is [MASK] that he missed.,7.7346373,obj
It is [MASK] that he loves.,4.8315907,obj
It is [MASK] that he likes.,7.6011443,obj
It is [MASK] that he injured.,14.943494,obj
It is [MASK] that he hurt.,10.588895,obj
It is [MASK] that he hit.,9.136232,obj
It is [MASK] that he heard.,10.705918,obj
It is [MASK] that he hates.,6.9680963,obj
It is [MASK] that he greeted.,5.946605,obj
It is [MASK] that he found.,7.851434,obj
It is [MASK] that he feared.,6.6287518,obj
It is [MASK] that he drew.,9.464394,obj
It is [MASK] that he called.,11.522717,obj
It is [MASK] that he avoided.,9.808986,obj
It is [MASK] that he advised.,9.569543,obj
It is [MASK] that he admired.,6.251186,obj
It was [MASK] that she wanted.,6.393173,obj
It was [MASK] that she valued.,6.100052,obj
It was [MASK] that she trusted.,3.570413,obj
It was [MASK] that she told.,5.159765,obj
It was [MASK] that she taught.,6.744697,obj
It was [MASK] that she stroke.,8.862901,obj
It was [MASK] that she sent.,5.7733955,obj
It was [MASK] that she saw.,6.4171906,obj
It was [MASK] that she respected.,4.4538884,obj
It was [MASK] that she pushed.,7.82769,obj
It was [MASK] that she pulled.,7.9394784,obj
It was [MASK] that she pressed.,9.116011,obj
It was [MASK] that she praised.,4.2031364,obj
It was [MASK] that she painted.,8.651131,obj
It was [MASK] that she noticed.,7.60625,obj
It was [MASK] that she needed.,7.288586,obj
It was [MASK] that she missed.,6.73459,obj
It was [MASK] that she loves.,5.948944,obj
It was [MASK] that she likes.,7.374788,obj
It was [MASK] that she injured.,8.046497,obj
It was [MASK] that she hurt.,10.8307495,obj
It was [MASK] that she hit.,8.270281,obj
It was [MASK] that she heard.,7.36469,obj
It was [MASK] that she hates.,7.0512214,obj
It was [MASK] that she greeted.,5.279035,obj
It was [MASK] that she found.,7.3730645,obj
It was [MASK] that she feared.,4.9011292,obj
It was [MASK] that she drew.,7.313047,obj
It was [MASK] that she called.,11.450628,obj
It was [MASK] that she avoided.,7.152229,obj
It was [MASK] that she advised.,4.8306727,obj
It was [MASK] that she admired.,4.5994487,obj
It is [MASK] that she wanted.,6.3157454,obj
It is [MASK] that she valued.,6.172381,obj
It is [MASK] that she trusted.,3.4358308,obj
It is [MASK] that she told.,6.0532503,obj
It is [MASK] that she taught.,7.452048,obj
It is [MASK] that she stroke.,8.64709,obj
It is [MASK] that she sent.,5.894776,obj
It is [MASK] that she saw.,6.858465,obj
It is [MASK] that she respected.,4.2735734,obj
It is [MASK] that she pushed.,8.949779,obj
It is [MASK] that she pulled.,7.6581373,obj
It is [MASK] that she pressed.,9.603966,obj
It is [MASK] that she praised.,4.3293858,obj
It is [MASK] that she painted.,9.743755,obj
It is [MASK] that she noticed.,10.024305,obj
It is [MASK] that she needed.,7.5839944,obj
It is [MASK] that she missed.,6.8183684,obj
It is [MASK] that she loves.,4.70407,obj
It is [MASK] that she likes.,7.0457087,obj
It is [MASK] that she injured.,11.366505,obj
It is [MASK] that she hurt.,10.3030205,obj
It is [MASK] that she hit.,8.485381,obj
It is [MASK] that she heard.,9.123697,obj
It is [MASK] that she hates.,6.295529,obj
It is [MASK] that she greeted.,4.5790634,obj
It is [MASK] that she found.,6.5473857,obj
It is [MASK] that she feared.,5.3076844,obj
It is [MASK] that she drew.,6.9945264,obj
It is [MASK] that she called.,11.200975,obj
It is [MASK] that she avoided.,7.4825006,obj
It is [MASK] that she advised.,6.238391,obj
It is [MASK] that she admired.,4.584175,obj
It was [MASK] who she wanted.,17.03196,obj
It was [MASK] who she valued.,16.22959,obj
It was [MASK] who she trusted.,16.87044,obj
It was [MASK] who she told.,12.304845,obj
It was [MASK] who she taught.,10.531829,obj
It was [MASK] who she stroke.,11.057491,obj
It was [MASK] who she sent.,13.169075,obj
It was [MASK] who she saw.,16.65509,obj
It was [MASK] who she respected.,16.272,obj
It was [MASK] who she pushed.,13.430682,obj
It was [MASK] who she pulled.,14.062222,obj
It was [MASK] who she pressed.,14.516948,obj
It was [MASK] who she praised.,11.711464,obj
It was [MASK] who she painted.,10.447633,obj
It was [MASK] who she noticed.,16.506065,obj
It was [MASK] who she needed.,16.347586,obj
It was [MASK] who she missed.,16.074392,obj
It was [MASK] who she loves.,10.189702,obj
It was [MASK] who she likes.,11.464857,obj
It was [MASK] who she injured.,11.354882,obj
It was [MASK] who she hurt.,13.353174,obj
It was [MASK] who she hit.,14.324181,obj
It was [MASK] who she heard.,17.686884,obj
It was [MASK] who she hates.,10.235851,obj
It was [MASK] who she greeted.,15.954882,obj
It was [MASK] who she found.,13.522827,obj
It was [MASK] who she feared.,17.271168,obj
It was [MASK] who she drew.,13.16037,obj
It was [MASK] who she called.,15.540628,obj
It was [MASK] who she avoided.,14.476409,obj
It was [MASK] who she advised.,11.466197,obj
It was [MASK] who she admired.,16.662813,obj
It is [MASK] who she wanted.,12.766011,obj
It is [MASK] who she valued.,10.948683,obj
It is [MASK] who she trusted.,11.623371,obj
It is [MASK] who she told.,8.635422,obj
It is [MASK] who she taught.,7.2396436,obj
It is [MASK] who she stroke.,7.227365,obj
It is [MASK] who she sent.,8.137961,obj
It is [MASK] who she saw.,11.823135,obj
It is [MASK] who she respected.,10.580921,obj
It is [MASK] who she pushed.,9.077607,obj
It is [MASK] who she pulled.,10.534702,obj
It is [MASK] who she pressed.,10.025017,obj
It is [MASK] who she praised.,8.62537,obj
It is [MASK] who she painted.,13.49302,obj
It is [MASK] who she noticed.,12.0344715,obj
It is [MASK] who she needed.,11.293729,obj
It is [MASK] who she missed.,12.983507,obj
It is [MASK] who she loves.,11.629293,obj
It is [MASK] who she likes.,12.156465,obj
It is [MASK] who she injured.,12.930007,obj
It is [MASK] who she hurt.,8.913956,obj
It is [MASK] who she hit.,11.379658,obj
It is [MASK] who she heard.,13.541642,obj
It is [MASK] who she hates.,10.98449,obj
It is [MASK] who she greeted.,11.1568365,obj
It is [MASK] who she found.,10.39157,obj
It is [MASK] who she feared.,12.402967,obj
It is [MASK] who she drew.,10.873677,obj
It is [MASK] who she called.,10.309854,obj
It is [MASK] who she avoided.,9.682965,obj
It is [MASK] who she advised.,7.89662,obj
It is [MASK] who she admired.,11.361238,obj
It was [MASK] who she wanted.,17.382277,obj
It was [MASK] who she valued.,18.283659,obj
It was [MASK] who she trusted.,16.773617,obj
It was [MASK] who she told.,15.2162695,obj
It was [MASK] who she taught.,15.774222,obj
It was [MASK] who she stroke.,14.741552,obj
It was [MASK] who she sent.,13.395137,obj
It was [MASK] who she saw.,14.602294,obj
It was [MASK] who she respected.,16.803549,obj
It was [MASK] who she pushed.,15.741358,obj
It was [MASK] who she pulled.,14.905726,obj
It was [MASK] who she pressed.,14.630539,obj
It was [MASK] who she praised.,15.775625,obj
It was [MASK] who she painted.,14.697268,obj
It was [MASK] who she noticed.,14.742649,obj
It was [MASK] who she needed.,17.139614,obj
It was [MASK] who she missed.,15.601189,obj
It was [MASK] who she loves.,14.466521,obj
It was [MASK] who she likes.,14.872004,obj
It was [MASK] who she injured.,14.693802,obj
It was [MASK] who she hurt.,15.637617,obj
It was [MASK] who she hit.,15.256045,obj
It was [MASK] who she heard.,14.375868,obj
It was [MASK] who she hates.,13.771344,obj
It was [MASK] who she greeted.,14.359143,obj
It was [MASK] who she found.,14.08228,obj
It was [MASK] who she feared.,15.851334,obj
It was [MASK] who she drew.,14.698995,obj
It was [MASK] who she called.,13.730958,obj
It was [MASK] who she avoided.,15.654479,obj
It was [MASK] who she advised.,15.866903,obj
It was [MASK] who she admired.,16.890507,obj
It is [MASK] who she wanted.,16.368816,obj
It is [MASK] who she valued.,16.319489,obj
It is [MASK] who she trusted.,15.296355,obj
It is [MASK] who she told.,14.14434,obj
It is [MASK] who she taught.,14.773339,obj
It is [MASK] who she stroke.,14.838527,obj
It is [MASK] who she sent.,13.392317,obj
It is [MASK] who she saw.,13.651705,obj
It is [MASK] who she respected.,15.254909,obj
It is [MASK] who she pushed.,14.909757,obj
It is [MASK] who she pulled.,14.474382,obj
It is [MASK] who she pressed.,13.556211,obj
It is [MASK] who she praised.,14.792931,obj
It is [MASK] who she painted.,15.411937,obj
It is [MASK] who she noticed.,13.605085,obj
It is [MASK] who she needed.,15.677392,obj
It is [MASK] who she missed.,13.8818035,obj
It is [MASK] who she loves.,14.435926,obj
It is [MASK] who she likes.,15.097303,obj
It is [MASK] who she injured.,14.231141,obj
It is [MASK] who she hurt.,15.179289,obj
It is [MASK] who she hit.,14.872995,obj
It is [MASK] who she heard.,14.470579,obj
It is [MASK] who she hates.,13.91965,obj
It is [MASK] who she greeted.,12.876689,obj
It is [MASK] who she found.,13.578807,obj
It is [MASK] who she feared.,14.627976,obj
It is [MASK] who she drew.,14.052622,obj
It is [MASK] who she called.,12.3598,obj
It is [MASK] who she avoided.,14.564488,obj
It is [MASK] who she advised.,14.602744,obj
It is [MASK] who she admired.,15.387406,obj
It was [MASK] who she wanted.,12.31289,obj
It was [MASK] who she valued.,9.321597,obj
It was [MASK] who she trusted.,9.515692,obj
It was [MASK] who she told.,9.022859,obj
It was [MASK] who she taught.,7.17549,obj
It was [MASK] who she stroke.,7.0975895,obj
It was [MASK] who she sent.,10.503802,obj
It was [MASK] who she saw.,12.448665,obj
It was [MASK] who she respected.,9.5024395,obj
It was [MASK] who she pushed.,10.8892565,obj
It was [MASK] who she pulled.,11.858116,obj
It was [MASK] who she pressed.,12.612809,obj
It was [MASK] who she praised.,8.63666,obj
It was [MASK] who she painted.,8.859908,obj
It was [MASK] who she noticed.,12.834048,obj
It was [MASK] who she needed.,10.856931,obj
It was [MASK] who she missed.,9.938327,obj
It was [MASK] who she loves.,10.914549,obj
It was [MASK] who she likes.,11.800479,obj
It was [MASK] who she injured.,9.954559,obj
It was [MASK] who she hurt.,10.209249,obj
It was [MASK] who she hit.,12.08919,obj
It was [MASK] who she heard.,12.598096,obj
It was [MASK] who she hates.,10.401499,obj
It was [MASK] who she greeted.,12.54155,obj
It was [MASK] who she found.,10.465469,obj
It was [MASK] who she feared.,9.364483,obj
It was [MASK] who she drew.,11.20166,obj
It was [MASK] who she called.,12.702652,obj
It was [MASK] who she avoided.,8.552021,obj
It was [MASK] who she advised.,9.602876,obj
It was [MASK] who she admired.,9.802595,obj
It is [MASK] who she wanted.,10.945279,obj
It is [MASK] who she valued.,7.9135866,obj
It is [MASK] who she trusted.,8.279617,obj
It is [MASK] who she told.,8.848528,obj
It is [MASK] who she taught.,8.4553585,obj
It is [MASK] who she stroke.,6.03339,obj
It is [MASK] who she sent.,10.182067,obj
It is [MASK] who she saw.,10.709308,obj
It is [MASK] who she respected.,8.1057,obj
It is [MASK] who she pushed.,9.538938,obj
It is [MASK] who she pulled.,10.796617,obj
It is [MASK] who she pressed.,10.936944,obj
It is [MASK] who she praised.,7.8448124,obj
It is [MASK] who she painted.,14.839797,obj
It is [MASK] who she noticed.,10.58567,obj
It is [MASK] who she needed.,8.94738,obj
It is [MASK] who she missed.,8.771476,obj
It is [MASK] who she loves.,10.202716,obj
It is [MASK] who she likes.,11.158343,obj
It is [MASK] who she injured.,11.618288,obj
It is [MASK] who she hurt.,9.25771,obj
It is [MASK] who she hit.,11.144527,obj
It is [MASK] who she heard.,12.616382,obj
It is [MASK] who she hates.,8.909681,obj
It is [MASK] who she greeted.,11.124937,obj
It is [MASK] who she found.,9.467194,obj
It is [MASK] who she feared.,8.278886,obj
It is [MASK] who she drew.,11.6288805,obj
It is [MASK] who she called.,11.250594,obj
It is [MASK] who she avoided.,8.107231,obj
It is [MASK] who she advised.,9.379181,obj
It is [MASK] who she admired.,8.677298,obj
It was [MASK] who he wanted.,4.493116,obj
It was [MASK] who he valued.,1.4719255,obj
It was [MASK] who he trusted.,3.0710814,obj
It was [MASK] who he told.,4.3623085,obj
It was [MASK] who he taught.,3.8339584,obj
It was [MASK] who he stroke.,3.6774774,obj
It was [MASK] who he sent.,4.389182,obj
It was [MASK] who he saw.,5.479642,obj
It was [MASK] who he respected.,2.6463258,obj
It was [MASK] who he pushed.,4.2608395,obj
It was [MASK] who he pulled.,5.2509055,obj
It was [MASK] who he pressed.,5.5875087,obj
It was [MASK] who he praised.,2.5058877,obj
It was [MASK] who he painted.,3.4785445,obj
It was [MASK] who he noticed.,5.429169,obj
It was [MASK] who he needed.,3.4722028,obj
It was [MASK] who he missed.,2.877705,obj
It was [MASK] who he loves.,3.8210268,obj
It was [MASK] who he likes.,7.02922,obj
It was [MASK] who he injured.,4.3655066,obj
It was [MASK] who he hurt.,4.5383677,obj
It was [MASK] who he hit.,6.2962723,obj
It was [MASK] who he heard.,6.1823525,obj
It was [MASK] who he hates.,5.677763,obj
It was [MASK] who he greeted.,6.0601916,obj
It was [MASK] who he found.,5.224078,obj
It was [MASK] who he feared.,1.8248038,obj
It was [MASK] who he drew.,5.375054,obj
It was [MASK] who he called.,5.6994753,obj
It was [MASK] who he avoided.,2.5692124,obj
It was [MASK] who he advised.,3.812624,obj
It was [MASK] who he admired.,2.0379398,obj
It is [MASK] who he wanted.,5.506047,obj
It is [MASK] who he valued.,1.4630625,obj
It is [MASK] who he trusted.,3.9350717,obj
It is [MASK] who he told.,4.581115,obj
It is [MASK] who he taught.,5.719302,obj
It is [MASK] who he stroke.,4.546215,obj
It is [MASK] who he sent.,5.606314,obj
It is [MASK] who he saw.,5.769762,obj
It is [MASK] who he respected.,2.8713808,obj
It is [MASK] who he pushed.,5.4083242,obj
It is [MASK] who he pulled.,6.7101955,obj
It is [MASK] who he pressed.,5.273844,obj
It is [MASK] who he praised.,2.2295434,obj
It is [MASK] who he painted.,17.453632,obj
It is [MASK] who he noticed.,4.059069,obj
It is [MASK] who he needed.,3.6173553,obj
It is [MASK] who he missed.,2.228109,obj
It is [MASK] who he loves.,1.8526641,obj
It is [MASK] who he likes.,4.456522,obj
It is [MASK] who he injured.,9.213754,obj
It is [MASK] who he hurt.,4.7110715,obj
It is [MASK] who he hit.,6.8758144,obj
It is [MASK] who he heard.,8.63316,obj
It is [MASK] who he hates.,2.941659,obj
It is [MASK] who he greeted.,5.3412037,obj
It is [MASK] who he found.,4.972194,obj
It is [MASK] who he feared.,1.586329,obj
It is [MASK] who he drew.,7.632632,obj
It is [MASK] who he called.,5.548128,obj
It is [MASK] who he avoided.,2.5904348,obj
It is [MASK] who he advised.,4.1380873,obj
It is [MASK] who he admired.,1.6040268,obj
It was [MASK] who she wanted.,4.6090374,obj
It was [MASK] who she valued.,1.9427655,obj
It was [MASK] who she trusted.,2.3631394,obj
It was [MASK] who she told.,3.264791,obj
It was [MASK] who she taught.,3.785756,obj
It was [MASK] who she stroke.,2.851576,obj
It was [MASK] who she sent.,3.8774426,obj
It was [MASK] who she saw.,5.2516756,obj
It was [MASK] who she respected.,2.2913973,obj
It was [MASK] who she pushed.,3.8872392,obj
It was [MASK] who she pulled.,4.752524,obj
It was [MASK] who she pressed.,4.941316,obj
It was [MASK] who she praised.,2.4578183,obj
It was [MASK] who she painted.,4.227096,obj
It was [MASK] who she noticed.,5.4531484,obj
It was [MASK] who she needed.,3.166927,obj
It was [MASK] who she missed.,3.0767002,obj
It was [MASK] who she loves.,4.3275366,obj
It was [MASK] who she likes.,6.684177,obj
It was [MASK] who she injured.,3.4501328,obj
It was [MASK] who she hurt.,3.9578767,obj
It was [MASK] who she hit.,5.695395,obj
It was [MASK] who she heard.,5.3201103,obj
It was [MASK] who she hates.,5.503568,obj
It was [MASK] who she greeted.,5.6382256,obj
It was [MASK] who she found.,4.843816,obj
It was [MASK] who she feared.,1.8170707,obj
It was [MASK] who she drew.,4.838401,obj
It was [MASK] who she called.,5.3314695,obj
It was [MASK] who she avoided.,2.8312438,obj
It was [MASK] who she advised.,3.8133492,obj
It was [MASK] who she admired.,2.231367,obj
It is [MASK] who she wanted.,5.1080503,obj
It is [MASK] who she valued.,1.4493437,obj
It is [MASK] who she trusted.,2.4543786,obj
It is [MASK] who she told.,3.279455,obj
It is [MASK] who she taught.,4.3676915,obj
It is [MASK] who she stroke.,3.2178667,obj
It is [MASK] who she sent.,4.3036804,obj
It is [MASK] who she saw.,4.810305,obj
It is [MASK] who she respected.,1.7269663,obj
It is [MASK] who she pushed.,4.0592313,obj
It is [MASK] who she pulled.,5.092615,obj
It is [MASK] who she pressed.,3.9493363,obj
It is [MASK] who she praised.,1.7791916,obj
It is [MASK] who she painted.,8.1039505,obj
It is [MASK] who she noticed.,3.5705655,obj
It is [MASK] who she needed.,3.0113902,obj
It is [MASK] who she missed.,1.9367046,obj
It is [MASK] who she loves.,2.371268,obj
It is [MASK] who she likes.,4.425778,obj
It is [MASK] who she injured.,5.134515,obj
It is [MASK] who she hurt.,3.7251008,obj
It is [MASK] who she hit.,5.4037404,obj
It is [MASK] who she heard.,6.3642488,obj
It is [MASK] who she hates.,2.8714712,obj
It is [MASK] who she greeted.,4.0619574,obj
It is [MASK] who she found.,3.9333968,obj
It is [MASK] who she feared.,1.2064035,obj
It is [MASK] who she drew.,5.705849,obj
It is [MASK] who she called.,4.544975,obj
It is [MASK] who she avoided.,2.0954514,obj
It is [MASK] who she advised.,2.7405565,obj
It is [MASK] who she admired.,1.3772734,obj
