sen,sur,comp
It was [MASK] that drew her.,12.8343115,that
It was [MASK] that drew her.,6.016395,that
It was [MASK] that drew her.,7.75361,that
It was [MASK] that drew her.,2.1312637,that
It was [MASK] that drew her.,16.845219,that
It was [MASK] that drew her.,16.793926,that
It was [MASK] that drew her.,11.466601,that
It was [MASK] that drew her.,5.168274,that
It was [MASK] that drew him.,1.7736676,that
It was [MASK] that drew him.,4.508309,that
It was [MASK] that feared her.,9.572054,that
It was [MASK] that feared her.,4.5327954,that
It was [MASK] that feared her.,4.5071735,that
It was [MASK] that feared her.,2.688168,that
It was [MASK] that feared her.,13.608316,that
It was [MASK] that feared her.,17.220001,that
It was [MASK] that feared her.,7.5742764,that
It was [MASK] that feared her.,4.7553253,that
It was [MASK] that feared him.,2.590886,that
It was [MASK] that feared him.,4.337,that
It was [MASK] that found her.,9.624644,that
It was [MASK] that found her.,3.8294506,that
It was [MASK] that found her.,7.908215,that
It was [MASK] that found her.,3.9233902,that
It was [MASK] that found her.,13.306444,that
It was [MASK] that found her.,16.166662,that
It was [MASK] that found her.,10.67399,that
It was [MASK] that found her.,6.060847,that
It was [MASK] that found him.,3.6039588,that
It was [MASK] that found him.,5.492294,that
It was [MASK] that greeted her.,12.355873,that
It was [MASK] that greeted her.,6.3031545,that
It was [MASK] that greeted her.,9.423865,that
It was [MASK] that greeted her.,4.396662,that
It was [MASK] that greeted her.,16.46335,that
It was [MASK] that greeted her.,15.897313,that
It was [MASK] that greeted her.,12.607183,that
It was [MASK] that greeted her.,6.021377,that
It was [MASK] that greeted him.,3.976104,that
It was [MASK] that greeted him.,5.4936776,that
It was [MASK] that hate her.,8.50796,that
It was [MASK] that hate her.,2.5341098,that
It was [MASK] that hate her.,10.26648,that
It was [MASK] that hate her.,4.14089,that
It was [MASK] that hates her.,2.0214193,that
It was [MASK] that hates her.,4.011144,that
It was [MASK] that hates her.,15.640823,that
It was [MASK] that hates her.,5.291029,that
It was [MASK] that hates him.,4.074847,that
It was [MASK] that hates him.,4.354393,that
It was [MASK] that he admired.,2.2600033,that
It was [MASK] that he admired.,5.3179197,that
It was [MASK] that he advised.,3.470586,that
It was [MASK] that he advised.,5.844561,that
It was [MASK] that he avoided.,5.2058887,that
It was [MASK] that he avoided.,8.48268,that
It was [MASK] that he called.,6.4970374,that
It was [MASK] that he called.,10.607576,that
It was [MASK] that he drew.,4.717786,that
It was [MASK] that he drew.,8.7661,that
It was [MASK] that he feared.,2.179289,that
It was [MASK] that he feared.,5.3148165,that
It was [MASK] that he found.,4.2506866,that
It was [MASK] that he found.,7.7113066,that
It was [MASK] that he greeted.,2.8859353,that
It was [MASK] that he greeted.,5.5734205,that
It was [MASK] that he hates.,4.0663285,that
It was [MASK] that he hates.,7.466223,that
It was [MASK] that he heard.,3.7139308,that
It was [MASK] that he heard.,7.3428125,that
It was [MASK] that he hit.,3.2062912,that
It was [MASK] that he hit.,9.395996,that
It was [MASK] that he hurt.,5.138485,that
It was [MASK] that he hurt.,11.253019,that
It was [MASK] that he injured.,4.0197263,that
It was [MASK] that he injured.,9.1243925,that
It was [MASK] that he likes.,4.571499,that
It was [MASK] that he likes.,7.9307466,that
It was [MASK] that he loves.,2.5577753,that
It was [MASK] that he loves.,6.2192097,that
It was [MASK] that he missed.,2.6972122,that
It was [MASK] that he missed.,6.881965,that
It was [MASK] that he needed.,3.928877,that
It was [MASK] that he needed.,8.051566,that
It was [MASK] that he noticed.,4.7304296,that
It was [MASK] that he noticed.,8.105324,that
It was [MASK] that he painted.,4.1671257,that
It was [MASK] that he painted.,8.845673,that
It was [MASK] that he praised.,2.8405645,that
It was [MASK] that he praised.,4.5862975,that
It was [MASK] that he pressed.,5.455497,that
It was [MASK] that he pressed.,8.951565,that
It was [MASK] that he pulled.,3.615655,that
It was [MASK] that he pulled.,8.391358,that
It was [MASK] that he pushed.,4.1154876,that
It was [MASK] that he pushed.,8.555294,that
It was [MASK] that he respected.,2.7185123,that
It was [MASK] that he respected.,5.4373207,that
It was [MASK] that he saw.,2.7247813,that
It was [MASK] that he saw.,6.2933846,that
It was [MASK] that he sent.,2.9336507,that
It was [MASK] that he sent.,5.9305696,that
It was [MASK] that he stroke.,6.4100876,that
It was [MASK] that he stroke.,9.946937,that
It was [MASK] that he taught.,5.738749,that
It was [MASK] that he taught.,8.066398,that
It was [MASK] that he told.,4.25922,that
It was [MASK] that he told.,5.5579796,that
It was [MASK] that he trusted.,3.2755399,that
It was [MASK] that he trusted.,4.339529,that
It was [MASK] that he valued.,2.627181,that
It was [MASK] that he valued.,6.18608,that
It was [MASK] that he wanted.,2.0783975,that
It was [MASK] that he wanted.,6.6201606,that
It was [MASK] that heard her.,9.842739,that
It was [MASK] that heard her.,4.0989256,that
It was [MASK] that heard her.,7.2538266,that
It was [MASK] that heard her.,3.9395504,that
It was [MASK] that heard her.,12.808063,that
It was [MASK] that heard her.,15.868515,that
It was [MASK] that heard her.,9.705762,that
It was [MASK] that heard her.,4.825579,that
It was [MASK] that heard him.,4.21578,that
It was [MASK] that heard him.,4.8639326,that
It was [MASK] that hit her.,10.865098,that
It was [MASK] that hit her.,3.5321453,that
It was [MASK] that hit her.,7.8221536,that
It was [MASK] that hit her.,3.256453,that
It was [MASK] that hit her.,16.21264,that
It was [MASK] that hit her.,15.535879,that
It was [MASK] that hit her.,13.108847,that
It was [MASK] that hit her.,7.63211,that
It was [MASK] that hit him.,2.917415,that
It was [MASK] that hit him.,6.3158326,that
It was [MASK] that hurt her.,10.935514,that
It was [MASK] that hurt her.,2.9605315,that
It was [MASK] that hurt her.,7.7931395,that
It was [MASK] that hurt her.,2.0873652,that
It was [MASK] that hurt her.,14.876078,that
It was [MASK] that hurt her.,16.282204,that
It was [MASK] that hurt her.,11.793849,that
It was [MASK] that hurt her.,5.64873,that
It was [MASK] that hurt him.,2.148695,that
It was [MASK] that hurt him.,5.5204196,that
It was [MASK] that injured her.,11.01874,that
It was [MASK] that injured her.,3.0856607,that
It was [MASK] that injured her.,8.088044,that
It was [MASK] that injured her.,2.9902837,that
It was [MASK] that injured her.,14.318074,that
It was [MASK] that injured her.,16.124819,that
It was [MASK] that injured her.,11.204358,that
It was [MASK] that injured her.,5.0919514,that
It was [MASK] that injured him.,2.9641042,that
It was [MASK] that injured him.,5.2169785,that
It was [MASK] that like her.,16.20486,that
It was [MASK] that like her.,15.248274,that
It was [MASK] that like her.,15.057267,that
It was [MASK] that like her.,15.198602,that
It was [MASK] that likes her.,2.8042293,that
It was [MASK] that likes her.,3.0729523,that
It was [MASK] that likes her.,15.917055,that
It was [MASK] that likes her.,4.569017,that
It was [MASK] that likes him.,3.2570024,that
It was [MASK] that likes him.,3.8027225,that
It was [MASK] that love her.,7.4062085,that
It was [MASK] that love her.,3.0883865,that
It was [MASK] that love her.,7.4761333,that
It was [MASK] that love her.,3.5402207,that
It was [MASK] that loves her.,2.6227455,that
It was [MASK] that loves her.,3.2780464,that
It was [MASK] that loves her.,15.606288,that
It was [MASK] that loves her.,3.762496,that
It was [MASK] that loves him.,3.727147,that
It was [MASK] that loves him.,3.5800426,that
It was [MASK] that missed her.,8.279871,that
It was [MASK] that missed her.,2.1113923,that
It was [MASK] that missed her.,6.9092607,that
It was [MASK] that missed her.,2.8457036,that
It was [MASK] that missed her.,11.272094,that
It was [MASK] that missed her.,15.826616,that
It was [MASK] that missed her.,10.263985,that
It was [MASK] that missed her.,5.3135905,that
It was [MASK] that missed him.,3.388786,that
It was [MASK] that missed him.,5.072401,that
It was [MASK] that needed her.,7.0588584,that
It was [MASK] that needed her.,3.721047,that
It was [MASK] that needed her.,5.5430555,that
It was [MASK] that needed her.,3.2330587,that
It was [MASK] that needed her.,10.392784,that
It was [MASK] that needed her.,16.84894,that
It was [MASK] that needed her.,8.533586,that
It was [MASK] that needed her.,5.115544,that
It was [MASK] that needed him.,2.845757,that
It was [MASK] that needed him.,4.797093,that
It was [MASK] that noticed her.,10.436035,that
It was [MASK] that noticed her.,4.8169785,that
It was [MASK] that noticed her.,8.183209,that
It was [MASK] that noticed her.,4.4827924,that
It was [MASK] that noticed her.,13.42225,that
It was [MASK] that noticed her.,16.362295,that
It was [MASK] that noticed her.,10.692992,that
It was [MASK] that noticed her.,5.6494026,that
It was [MASK] that noticed him.,4.3584824,that
It was [MASK] that noticed him.,5.053669,that
It was [MASK] that painted her.,10.756391,that
It was [MASK] that painted her.,4.7345643,that
It was [MASK] that painted her.,7.276129,that
It was [MASK] that painted her.,4.044224,that
It was [MASK] that painted her.,14.246402,that
It was [MASK] that painted her.,17.11873,that
It was [MASK] that painted her.,9.646917,that
It was [MASK] that painted her.,6.1805363,that
It was [MASK] that painted him.,3.4540563,that
It was [MASK] that painted him.,5.640499,that
It was [MASK] that praised her.,10.087206,that
It was [MASK] that praised her.,3.7632866,that
It was [MASK] that praised her.,6.6906095,that
It was [MASK] that praised her.,3.2747135,that
It was [MASK] that praised her.,11.158013,that
It was [MASK] that praised her.,17.446533,that
It was [MASK] that praised her.,7.6095233,that
It was [MASK] that praised her.,3.7301674,that
It was [MASK] that praised him.,3.961028,that
It was [MASK] that praised him.,3.8350873,that
It was [MASK] that pressed her.,12.677736,that
It was [MASK] that pressed her.,5.5805144,that
It was [MASK] that pressed her.,8.651777,that
It was [MASK] that pressed her.,3.5090368,that
It was [MASK] that pressed her.,16.941414,that
It was [MASK] that pressed her.,17.024534,that
It was [MASK] that pressed her.,12.303877,that
It was [MASK] that pressed her.,6.121701,that
It was [MASK] that pressed him.,2.931932,that
It was [MASK] that pressed him.,5.298008,that
It was [MASK] that pulled her.,11.242131,that
It was [MASK] that pulled her.,4.258834,that
It was [MASK] that pulled her.,8.128225,that
It was [MASK] that pulled her.,2.811227,that
It was [MASK] that pulled her.,15.390922,that
It was [MASK] that pulled her.,16.498394,that
It was [MASK] that pulled her.,11.354627,that
It was [MASK] that pulled her.,5.7948246,that
It was [MASK] that pulled him.,2.4272258,that
It was [MASK] that pulled him.,5.072731,that
It was [MASK] that pushed her.,10.695332,that
It was [MASK] that pushed her.,3.7197874,that
It was [MASK] that pushed her.,7.671671,that
It was [MASK] that pushed her.,2.7754388,that
It was [MASK] that pushed her.,14.6835985,that
It was [MASK] that pushed her.,16.736498,that
It was [MASK] that pushed her.,10.78266,that
It was [MASK] that pushed her.,5.111373,that
It was [MASK] that pushed him.,2.306108,that
It was [MASK] that pushed him.,4.2990932,that
It was [MASK] that respected her.,8.833357,that
It was [MASK] that respected her.,4.0103383,that
It was [MASK] that respected her.,4.779133,that
It was [MASK] that respected her.,2.5395417,that
It was [MASK] that respected her.,11.672225,that
It was [MASK] that respected her.,17.991283,that
It was [MASK] that respected her.,7.2347045,that
It was [MASK] that respected her.,4.2354445,that
It was [MASK] that respected him.,3.022001,that
It was [MASK] that respected him.,3.9545965,that
It was [MASK] that saw her.,9.137437,that
It was [MASK] that saw her.,3.331503,that
It was [MASK] that saw her.,6.788235,that
It was [MASK] that saw her.,3.2966533,that
It was [MASK] that saw her.,12.608696,that
It was [MASK] that saw her.,16.577152,that
It was [MASK] that saw her.,9.842029,that
It was [MASK] that saw her.,4.9892454,that
It was [MASK] that saw him.,3.4702415,that
It was [MASK] that saw him.,4.7036777,that
It was [MASK] that sent her.,9.953001,that
It was [MASK] that sent her.,3.093176,that
It was [MASK] that sent her.,8.390949,that
It was [MASK] that sent her.,3.4041975,that
It was [MASK] that sent her.,13.233205,that
It was [MASK] that sent her.,14.871991,that
It was [MASK] that sent her.,10.932415,that
It was [MASK] that sent her.,4.742099,that
It was [MASK] that sent him.,3.3871403,that
It was [MASK] that sent him.,4.7492023,that
It was [MASK] that she admired.,12.576469,that
It was [MASK] that she admired.,6.2994895,that
It was [MASK] that she admired.,7.5190306,that
It was [MASK] that she admired.,1.7543739,that
It was [MASK] that she admired.,16.218395,that
It was [MASK] that she admired.,18.203009,that
It was [MASK] that she admired.,11.767549,that
It was [MASK] that she admired.,4.5994487,that
It was [MASK] that she advised.,8.81151,that
It was [MASK] that she advised.,2.6621022,that
It was [MASK] that she advised.,6.2327766,that
It was [MASK] that she advised.,2.5741715,that
It was [MASK] that she advised.,11.597662,that
It was [MASK] that she advised.,16.390385,that
It was [MASK] that she advised.,10.062925,that
It was [MASK] that she advised.,4.8306727,that
It was [MASK] that she avoided.,11.63286,that
It was [MASK] that she avoided.,5.992464,that
It was [MASK] that she avoided.,7.6969347,that
It was [MASK] that she avoided.,4.172665,that
It was [MASK] that she avoided.,14.112133,that
It was [MASK] that she avoided.,17.285307,that
It was [MASK] that she avoided.,11.019787,that
It was [MASK] that she avoided.,7.152229,that
It was [MASK] that she called.,13.9101515,that
It was [MASK] that she called.,8.314929,that
It was [MASK] that she called.,11.315426,that
It was [MASK] that she called.,8.599074,that
It was [MASK] that she called.,16.453392,that
It was [MASK] that she called.,18.980074,that
It was [MASK] that she called.,15.642691,that
It was [MASK] that she called.,11.450628,that
It was [MASK] that she drew.,10.249722,that
It was [MASK] that she drew.,4.8535137,that
It was [MASK] that she drew.,7.7274065,that
It was [MASK] that she drew.,4.061435,that
It was [MASK] that she drew.,12.45387,that
It was [MASK] that she drew.,15.954736,that
It was [MASK] that she drew.,11.372631,that
It was [MASK] that she drew.,7.313047,that
It was [MASK] that she feared.,11.1602745,that
It was [MASK] that she feared.,6.107158,that
It was [MASK] that she feared.,6.5665965,that
It was [MASK] that she feared.,1.5051775,that
It was [MASK] that she feared.,16.09211,that
It was [MASK] that she feared.,16.991766,that
It was [MASK] that she feared.,10.777742,that
It was [MASK] that she feared.,4.9011292,that
It was [MASK] that she found.,11.187616,that
It was [MASK] that she found.,6.70063,that
It was [MASK] that she found.,6.7114277,that
It was [MASK] that she found.,4.157385,that
It was [MASK] that she found.,14.568875,that
It was [MASK] that she found.,15.01312,that
It was [MASK] that she found.,10.820648,that
It was [MASK] that she found.,7.3730645,that
It was [MASK] that she greeted.,8.697861,that
It was [MASK] that she greeted.,3.5631557,that
It was [MASK] that she greeted.,7.413848,that
It was [MASK] that she greeted.,2.8413932,that
It was [MASK] that she greeted.,11.701625,that
It was [MASK] that she greeted.,15.742739,that
It was [MASK] that she greeted.,10.675576,that
It was [MASK] that she greeted.,5.279035,that
It was [MASK] that she hates.,7.0990043,that
It was [MASK] that she hates.,1.8094034,that
It was [MASK] that she hates.,7.689025,that
It was [MASK] that she hates.,3.5509677,that
It was [MASK] that she hates.,11.150595,that
It was [MASK] that she hates.,15.823641,that
It was [MASK] that she hates.,11.842028,that
It was [MASK] that she hates.,7.0512214,that
It was [MASK] that she heard.,12.131666,that
It was [MASK] that she heard.,6.229342,that
It was [MASK] that she heard.,7.587373,that
It was [MASK] that she heard.,3.5476296,that
It was [MASK] that she heard.,16.470098,that
It was [MASK] that she heard.,15.72937,that
It was [MASK] that she heard.,11.831596,that
It was [MASK] that she heard.,7.36469,that
It was [MASK] that she hit.,8.565784,that
It was [MASK] that she hit.,3.7991538,that
It was [MASK] that she hit.,6.579567,that
It was [MASK] that she hit.,2.102664,that
It was [MASK] that she hit.,13.888643,that
It was [MASK] that she hit.,15.682479,that
It was [MASK] that she hit.,12.782476,that
It was [MASK] that she hit.,8.270281,that
It was [MASK] that she hurt.,13.400665,that
It was [MASK] that she hurt.,7.7504845,that
It was [MASK] that she hurt.,10.42583,that
It was [MASK] that she hurt.,5.479087,that
It was [MASK] that she hurt.,16.81057,that
It was [MASK] that she hurt.,16.447786,that
It was [MASK] that she hurt.,15.482185,that
It was [MASK] that she hurt.,10.8307495,that
It was [MASK] that she injured.,10.217843,that
It was [MASK] that she injured.,4.851477,that
It was [MASK] that she injured.,7.2409277,that
It was [MASK] that she injured.,3.9296608,that
It was [MASK] that she injured.,12.314962,that
It was [MASK] that she injured.,17.05525,that
It was [MASK] that she injured.,11.260456,that
It was [MASK] that she injured.,8.046497,that
It was [MASK] that she likes.,9.10011,that
It was [MASK] that she likes.,2.9921954,that
It was [MASK] that she likes.,8.704733,that
It was [MASK] that she likes.,4.4942703,that
It was [MASK] that she likes.,11.788646,that
It was [MASK] that she likes.,15.843502,that
It was [MASK] that she likes.,12.789266,that
It was [MASK] that she likes.,7.374788,that
It was [MASK] that she loves.,7.0606203,that
It was [MASK] that she loves.,2.3753312,that
It was [MASK] that she loves.,7.769505,that
It was [MASK] that she loves.,2.8505473,that
It was [MASK] that she loves.,10.900037,that
It was [MASK] that she loves.,16.067944,that
It was [MASK] that she loves.,11.936931,that
It was [MASK] that she loves.,5.948944,that
It was [MASK] that she missed.,11.809684,that
It was [MASK] that she missed.,5.747847,that
It was [MASK] that she missed.,7.8783455,that
It was [MASK] that she missed.,2.584166,that
It was [MASK] that she missed.,15.526949,that
It was [MASK] that she missed.,16.792992,that
It was [MASK] that she missed.,12.103975,that
It was [MASK] that she missed.,6.73459,that
It was [MASK] that she needed.,11.412467,that
It was [MASK] that she needed.,5.6279335,that
It was [MASK] that she needed.,9.642601,that
It was [MASK] that she needed.,3.290716,that
It was [MASK] that she needed.,14.941324,that
It was [MASK] that she needed.,18.905737,that
It was [MASK] that she needed.,14.008544,that
It was [MASK] that she needed.,7.288586,that
It was [MASK] that she noticed.,13.038389,that
It was [MASK] that she noticed.,6.7827086,that
It was [MASK] that she noticed.,9.327206,that
It was [MASK] that she noticed.,3.9815543,that
It was [MASK] that she noticed.,16.927069,that
It was [MASK] that she noticed.,16.97378,that
It was [MASK] that she noticed.,13.811581,that
It was [MASK] that she noticed.,7.60625,that
It was [MASK] that she painted.,8.253448,that
It was [MASK] that she painted.,3.8873928,that
It was [MASK] that she painted.,6.5039787,that
It was [MASK] that she painted.,4.565389,that
It was [MASK] that she painted.,11.398253,that
It was [MASK] that she painted.,15.3136215,that
It was [MASK] that she painted.,10.952311,that
It was [MASK] that she painted.,8.651131,that
It was [MASK] that she praised.,9.9014225,that
It was [MASK] that she praised.,3.7444518,that
It was [MASK] that she praised.,6.648385,that
It was [MASK] that she praised.,2.3466227,that
It was [MASK] that she praised.,12.3268585,that
It was [MASK] that she praised.,16.833982,that
It was [MASK] that she praised.,9.56957,that
It was [MASK] that she praised.,4.2031364,that
It was [MASK] that she pressed.,13.434797,that
It was [MASK] that she pressed.,7.2746124,that
It was [MASK] that she pressed.,10.482342,that
It was [MASK] that she pressed.,6.619402,that
It was [MASK] that she pressed.,16.36488,that
It was [MASK] that she pressed.,16.873056,that
It was [MASK] that she pressed.,14.272042,that
It was [MASK] that she pressed.,9.116011,that
It was [MASK] that she pulled.,10.515941,that
It was [MASK] that she pulled.,3.8456144,that
It was [MASK] that she pulled.,8.310602,that
It was [MASK] that she pulled.,3.4941092,that
It was [MASK] that she pulled.,14.614467,that
It was [MASK] that she pulled.,16.344318,that
It was [MASK] that she pulled.,13.109507,that
It was [MASK] that she pulled.,7.9394784,that
It was [MASK] that she pushed.,11.16426,that
It was [MASK] that she pushed.,4.479729,that
It was [MASK] that she pushed.,8.368611,that
It was [MASK] that she pushed.,3.9843743,that
It was [MASK] that she pushed.,13.804834,that
It was [MASK] that she pushed.,17.071568,that
It was [MASK] that she pushed.,12.845996,that
It was [MASK] that she pushed.,7.82769,that
It was [MASK] that she respected.,11.411529,that
It was [MASK] that she respected.,6.1839747,that
It was [MASK] that she respected.,7.3682966,that
It was [MASK] that she respected.,2.09423,that
It was [MASK] that she respected.,14.831609,that
It was [MASK] that she respected.,18.807953,that
It was [MASK] that she respected.,10.867387,that
It was [MASK] that she respected.,4.4538884,that
It was [MASK] that she saw.,10.757692,that
It was [MASK] that she saw.,5.411152,that
It was [MASK] that she saw.,6.550666,that
It was [MASK] that she saw.,2.2426252,that
It was [MASK] that she saw.,14.94741,that
It was [MASK] that she saw.,15.297454,that
It was [MASK] that she saw.,11.085674,that
It was [MASK] that she saw.,6.4171906,that
It was [MASK] that she sent.,9.303399,that
It was [MASK] that she sent.,3.1942232,that
It was [MASK] that she sent.,6.597083,that
It was [MASK] that she sent.,2.83527,that
It was [MASK] that she sent.,13.110293,that
It was [MASK] that she sent.,13.641728,that
It was [MASK] that she sent.,10.986443,that
It was [MASK] that she sent.,5.7733955,that
It was [MASK] that she stroke.,13.442484,that
It was [MASK] that she stroke.,8.253651,that
It was [MASK] that she stroke.,9.361931,that
It was [MASK] that she stroke.,5.636159,that
It was [MASK] that she stroke.,15.232352,that
It was [MASK] that she stroke.,17.209377,that
It was [MASK] that she stroke.,13.254115,that
It was [MASK] that she stroke.,8.862901,that
It was [MASK] that she taught.,8.684893,that
It was [MASK] that she taught.,4.8365912,that
It was [MASK] that she taught.,6.6211047,that
It was [MASK] that she taught.,5.389211,that
It was [MASK] that she taught.,9.501916,that
It was [MASK] that she taught.,15.450509,that
It was [MASK] that she taught.,9.190223,that
It was [MASK] that she taught.,6.744697,that
It was [MASK] that she told.,9.413892,that
It was [MASK] that she told.,3.558289,that
It was [MASK] that she told.,6.3067265,that
It was [MASK] that she told.,3.722957,that
It was [MASK] that she told.,10.460541,that
It was [MASK] that she told.,16.441233,that
It was [MASK] that she told.,8.808616,that
It was [MASK] that she told.,5.159765,that
It was [MASK] that she trusted.,11.899187,that
It was [MASK] that she trusted.,6.840544,that
It was [MASK] that she trusted.,7.348903,that
It was [MASK] that she trusted.,2.2129486,that
It was [MASK] that she trusted.,14.45934,that
It was [MASK] that she trusted.,17.721642,that
It was [MASK] that she trusted.,9.771447,that
It was [MASK] that she trusted.,3.570413,that
It was [MASK] that she valued.,13.2144375,that
It was [MASK] that she valued.,7.0143323,that
It was [MASK] that she valued.,8.279991,that
It was [MASK] that she valued.,3.180956,that
It was [MASK] that she valued.,16.714783,that
It was [MASK] that she valued.,20.220087,that
It was [MASK] that she valued.,12.868615,that
It was [MASK] that she valued.,6.100052,that
It was [MASK] that she wanted.,10.646385,that
It was [MASK] that she wanted.,4.1749444,that
It was [MASK] that she wanted.,8.881943,that
It was [MASK] that she wanted.,2.118268,that
It was [MASK] that she wanted.,14.898924,that
It was [MASK] that she wanted.,17.935587,that
It was [MASK] that she wanted.,13.671045,that
It was [MASK] that she wanted.,6.393173,that
It was [MASK] that stroke her.,12.935173,that
It was [MASK] that stroke her.,8.299533,that
It was [MASK] that stroke her.,7.152259,that
It was [MASK] that stroke her.,5.7544765,that
It was [MASK] that stroke her.,12.959476,that
It was [MASK] that stroke her.,14.813338,that
It was [MASK] that stroke her.,6.85989,that
It was [MASK] that stroke her.,8.120545,that
It was [MASK] that stroke him.,4.721051,that
It was [MASK] that stroke him.,8.742725,that
It was [MASK] that taught her.,9.162863,that
It was [MASK] that taught her.,3.3653586,that
It was [MASK] that taught her.,7.4837775,that
It was [MASK] that taught her.,3.605073,that
It was [MASK] that taught her.,11.59008,that
It was [MASK] that taught her.,16.754574,that
It was [MASK] that taught her.,9.5264435,that
It was [MASK] that taught her.,4.9223533,that
It was [MASK] that taught him.,3.6586204,that
It was [MASK] that taught him.,5.2353244,that
It was [MASK] that told her.,11.204593,that
It was [MASK] that told her.,3.7565176,that
It was [MASK] that told her.,8.055782,that
It was [MASK] that told her.,3.1176543,that
It was [MASK] that told her.,14.496188,that
It was [MASK] that told her.,16.143728,that
It was [MASK] that told her.,11.19402,that
It was [MASK] that told her.,5.3811545,that
It was [MASK] that told him.,2.890119,that
It was [MASK] that told him.,4.8584065,that
It was [MASK] that trusted her.,8.353685,that
It was [MASK] that trusted her.,3.440291,that
It was [MASK] that trusted her.,5.948564,that
It was [MASK] that trusted her.,3.288966,that
It was [MASK] that trusted her.,10.615897,that
It was [MASK] that trusted her.,16.880793,that
It was [MASK] that trusted her.,7.6901026,that
It was [MASK] that trusted her.,3.9654982,that
It was [MASK] that trusted him.,3.4647865,that
It was [MASK] that trusted him.,3.7299602,that
It was [MASK] that valued her.,9.623769,that
It was [MASK] that valued her.,3.9415786,that
It was [MASK] that valued her.,7.197953,that
It was [MASK] that valued her.,2.4981215,that
It was [MASK] that valued her.,12.5013275,that
It was [MASK] that valued her.,18.07783,that
It was [MASK] that valued her.,9.292531,that
It was [MASK] that valued her.,3.203207,that
It was [MASK] that valued him.,2.5859694,that
It was [MASK] that valued him.,3.5208433,that
It was [MASK] that wanted her.,10.185343,that
It was [MASK] that wanted her.,3.5933735,that
It was [MASK] that wanted her.,7.1674194,that
It was [MASK] that wanted her.,1.5836264,that
It was [MASK] that wanted her.,15.2202835,that
It was [MASK] that wanted her.,16.998388,that
It was [MASK] that wanted her.,11.542944,that
It was [MASK] that wanted her.,4.837293,that
It was [MASK] that wanted him.,1.8347617,that
It was [MASK] that wanted him.,4.6017466,that
