sen,sur,case
It was she [MASK] respected him.,0.14317566,NOM
It is he [MASK] saw her.,3.329101,NOM
It is he [MASK] saw her.,0.15862435,NOM
It is I [MASK] saw her.,2.6357548,NOM
It is I [MASK] saw her.,0.4384109,NOM
It is they [MASK] saw her.,2.1461196,NOM
It is they [MASK] saw her.,0.4067393,NOM
It is we [MASK] saw her.,1.9911219,NOM
It is we [MASK] saw her.,0.6228045,NOM
It was he [MASK] saw her.,3.270338,NOM
It was he [MASK] saw her.,0.16034274,NOM
It was I [MASK] saw her.,2.7967036,NOM
It was I [MASK] saw her.,0.23032627,NOM
It was they [MASK] saw her.,2.1400402,NOM
It was they [MASK] saw her.,0.37955967,NOM
It was we [MASK] saw her.,2.024752,NOM
It was we [MASK] saw her.,0.42864406,NOM
It is she [MASK] saw him.,2.9695618,NOM
It is she [MASK] saw him.,0.20849049,NOM
It was she [MASK] saw him.,3.1204252,NOM
It was she [MASK] saw him.,0.18025796,NOM
It is he [MASK] sent her.,3.6534765,NOM
It is he [MASK] sent her.,0.12346909,NOM
It is I [MASK] sent her.,3.6131876,NOM
It is I [MASK] sent her.,0.13282149,NOM
It is they [MASK] sent her.,2.206467,NOM
It is they [MASK] sent her.,0.37286624,NOM
It is we [MASK] sent her.,2.6953197,NOM
It is we [MASK] sent her.,0.30305898,NOM
It was he [MASK] sent her.,3.518232,NOM
It was he [MASK] sent her.,0.13486011,NOM
It was I [MASK] sent her.,3.1350267,NOM
It was I [MASK] sent her.,0.18112287,NOM
It was they [MASK] sent her.,2.4370222,NOM
It was they [MASK] sent her.,0.3027919,NOM
It was we [MASK] sent her.,2.8732948,NOM
It was we [MASK] sent her.,0.22627823,NOM
It is she [MASK] sent him.,3.0875866,NOM
It is she [MASK] sent him.,0.18859884,NOM
It was she [MASK] sent him.,2.9892905,NOM
It was she [MASK] sent him.,0.20049445,NOM
It is he [MASK] she admired.,0.58295876,NOM
It is he [MASK] she admired.,3.6201518,NOM
It is I [MASK] she admired.,0.96518695,NOM
It is I [MASK] she admired.,4.5365868,NOM
It is they [MASK] she admired.,0.28887552,NOM
It is they [MASK] she admired.,5.553501,NOM
It is we [MASK] she admired.,0.9293775,NOM
It is we [MASK] she admired.,4.4622555,NOM
It was he [MASK] she admired.,0.19834688,NOM
It was he [MASK] she admired.,4.7166862,NOM
It was I [MASK] she admired.,0.1509317,NOM
It was I [MASK] she admired.,5.4611754,NOM
It was they [MASK] she admired.,0.11081116,NOM
It was they [MASK] she admired.,5.4910173,NOM
It was we [MASK] she admired.,0.7081156,NOM
It was we [MASK] she admired.,4.499706,NOM
It is he [MASK] she advised.,7.050792,NOM
It is he [MASK] she advised.,10.1240225,NOM
It is I [MASK] she advised.,7.7634244,NOM
It is I [MASK] she advised.,11.035377,NOM
It is they [MASK] she advised.,7.1784396,NOM
It is they [MASK] she advised.,12.600497,NOM
It is we [MASK] she advised.,6.032926,NOM
It is we [MASK] she advised.,11.130257,NOM
It was he [MASK] she advised.,5.204105,NOM
It was he [MASK] she advised.,8.615933,NOM
It was I [MASK] she advised.,5.8284855,NOM
It was I [MASK] she advised.,9.615112,NOM
It was they [MASK] she advised.,4.898985,NOM
It was they [MASK] she advised.,9.825825,NOM
It was we [MASK] she advised.,7.3282166,NOM
It was we [MASK] she advised.,11.658707,NOM
It is he [MASK] she avoided.,1.0131601,NOM
It is he [MASK] she avoided.,2.4508512,NOM
It is I [MASK] she avoided.,0.85487187,NOM
It is I [MASK] she avoided.,4.321307,NOM
It is they [MASK] she avoided.,0.22327521,NOM
It is they [MASK] she avoided.,5.0513525,NOM
It is we [MASK] she avoided.,0.48349994,NOM
It is we [MASK] she avoided.,4.821877,NOM
It was he [MASK] she avoided.,0.8316272,NOM
It was he [MASK] she avoided.,2.32752,NOM
It was I [MASK] she avoided.,0.35648847,NOM
It was I [MASK] she avoided.,3.8561168,NOM
It was they [MASK] she avoided.,0.16495155,NOM
It was they [MASK] she avoided.,4.506194,NOM
It was we [MASK] she avoided.,0.38015783,NOM
It was we [MASK] she avoided.,4.391013,NOM
It is he [MASK] she called.,2.5375462,NOM
It is he [MASK] she called.,3.6280882,NOM
It is I [MASK] she called.,2.464388,NOM
It is I [MASK] she called.,5.4599543,NOM
It is they [MASK] she called.,2.5593483,NOM
It is they [MASK] she called.,7.1055036,NOM
It is we [MASK] she called.,1.9755256,NOM
It is we [MASK] she called.,7.0223017,NOM
It was he [MASK] she called.,1.2910302,NOM
It was he [MASK] she called.,3.3000627,NOM
It was I [MASK] she called.,1.3220205,NOM
It was I [MASK] she called.,4.7910705,NOM
It was they [MASK] she called.,0.51117355,NOM
It was they [MASK] she called.,4.217434,NOM
It was we [MASK] she called.,1.20858,NOM
It was we [MASK] she called.,5.6894283,NOM
It is he [MASK] she drew.,0.40693435,NOM
It is he [MASK] she drew.,4.427798,NOM
It is I [MASK] she drew.,0.44608095,NOM
It is I [MASK] she drew.,5.8100953,NOM
It is they [MASK] she drew.,0.44471693,NOM
It is they [MASK] she drew.,7.3443375,NOM
It is we [MASK] she drew.,0.9918359,NOM
It is we [MASK] she drew.,6.710154,NOM
It was he [MASK] she drew.,0.19752672,NOM
It was he [MASK] she drew.,5.101879,NOM
It was I [MASK] she drew.,0.14712526,NOM
It was I [MASK] she drew.,6.1923256,NOM
It was they [MASK] she drew.,0.09557457,NOM
It was they [MASK] she drew.,6.9221816,NOM
It was we [MASK] she drew.,0.54343975,NOM
It was we [MASK] she drew.,5.964204,NOM
It is he [MASK] she feared.,0.47276092,NOM
It is he [MASK] she feared.,4.0982943,NOM
It is I [MASK] she feared.,1.5602696,NOM
It is I [MASK] she feared.,4.843878,NOM
It is they [MASK] she feared.,0.9686981,NOM
It is they [MASK] she feared.,6.05581,NOM
It is we [MASK] she feared.,3.393406,NOM
It is we [MASK] she feared.,8.676564,NOM
It was he [MASK] she feared.,0.38086274,NOM
It was he [MASK] she feared.,3.5489304,NOM
It was I [MASK] she feared.,0.71688986,NOM
It was I [MASK] she feared.,3.1811604,NOM
It was they [MASK] she feared.,0.27827173,NOM
It was they [MASK] she feared.,4.284148,NOM
It was we [MASK] she feared.,0.47079015,NOM
It was we [MASK] she feared.,4.0100555,NOM
It is he [MASK] she found.,0.9736707,NOM
It is he [MASK] she found.,2.5184395,NOM
It is I [MASK] she found.,0.6658689,NOM
It is I [MASK] she found.,4.3517923,NOM
It is they [MASK] she found.,0.20375457,NOM
It is they [MASK] she found.,5.255064,NOM
It is we [MASK] she found.,0.4974311,NOM
It is we [MASK] she found.,4.862746,NOM
It was he [MASK] she found.,0.45379472,NOM
It was he [MASK] she found.,3.775282,NOM
It was I [MASK] she found.,0.22967093,NOM
It was I [MASK] she found.,4.708092,NOM
It was they [MASK] she found.,0.14088783,NOM
It was they [MASK] she found.,5.3191695,NOM
It was we [MASK] she found.,0.2785192,NOM
It was we [MASK] she found.,4.954579,NOM
It is he [MASK] she greeted.,3.6014428,NOM
It is he [MASK] she greeted.,4.823951,NOM
It is I [MASK] she greeted.,4.375791,NOM
It is I [MASK] she greeted.,5.9134774,NOM
It is they [MASK] she greeted.,5.295771,NOM
It is they [MASK] she greeted.,9.174538,NOM
It is we [MASK] she greeted.,5.2602186,NOM
It is we [MASK] she greeted.,8.785558,NOM
It was he [MASK] she greeted.,1.5502207,NOM
It was he [MASK] she greeted.,1.4703108,NOM
It was I [MASK] she greeted.,1.5907025,NOM
It was I [MASK] she greeted.,1.3063835,NOM
It was they [MASK] she greeted.,0.8860301,NOM
It was they [MASK] she greeted.,2.1768246,NOM
It was we [MASK] she greeted.,1.1426597,NOM
It was we [MASK] she greeted.,2.2280862,NOM
It is he [MASK] she hates.,0.5769585,NOM
It is he [MASK] she hates.,2.4582272,NOM
It is I [MASK] she hates.,0.6297569,NOM
It is I [MASK] she hates.,3.876909,NOM
It is they [MASK] she hates.,0.18146063,NOM
It is they [MASK] she hates.,5.0537677,NOM
It is we [MASK] she hates.,0.87656516,NOM
It is we [MASK] she hates.,4.396916,NOM
It was he [MASK] she hates.,0.41838276,NOM
It was he [MASK] she hates.,2.5042145,NOM
It was I [MASK] she hates.,0.50562096,NOM
It was I [MASK] she hates.,3.018981,NOM
It was they [MASK] she hates.,0.20333126,NOM
It was they [MASK] she hates.,4.0500107,NOM
It was we [MASK] she hates.,1.0132383,NOM
It was we [MASK] she hates.,4.3750134,NOM
It is he [MASK] she heard.,3.980378,NOM
It is he [MASK] she heard.,8.142797,NOM
It is I [MASK] she heard.,2.7590706,NOM
It is I [MASK] she heard.,5.9177833,NOM
It is they [MASK] she heard.,4.6845303,NOM
It is they [MASK] she heard.,10.914503,NOM
It is we [MASK] she heard.,2.1241689,NOM
It is we [MASK] she heard.,6.260534,NOM
It was he [MASK] she heard.,0.61651313,NOM
It was he [MASK] she heard.,5.260413,NOM
It was I [MASK] she heard.,0.40161783,NOM
It was I [MASK] she heard.,5.3150754,NOM
It was they [MASK] she heard.,0.60343325,NOM
It was they [MASK] she heard.,6.932764,NOM
It was we [MASK] she heard.,0.7294878,NOM
It was we [MASK] she heard.,4.431156,NOM
It is he [MASK] she hit.,1.9891813,NOM
It is he [MASK] she hit.,2.3932786,NOM
It is I [MASK] she hit.,3.3271003,NOM
It is I [MASK] she hit.,5.289972,NOM
It is they [MASK] she hit.,0.8933671,NOM
It is they [MASK] she hit.,3.5935829,NOM
It is we [MASK] she hit.,1.8711671,NOM
It is we [MASK] she hit.,4.949047,NOM
It was he [MASK] she hit.,1.8082609,NOM
It was he [MASK] she hit.,2.2847257,NOM
It was I [MASK] she hit.,1.6442866,NOM
It was I [MASK] she hit.,3.0840223,NOM
It was they [MASK] she hit.,0.6586777,NOM
It was they [MASK] she hit.,3.5516956,NOM
It was we [MASK] she hit.,0.94180113,NOM
It was we [MASK] she hit.,4.3952904,NOM
It is he [MASK] she hurt.,1.930395,NOM
It is he [MASK] she hurt.,2.3974957,NOM
It is I [MASK] she hurt.,3.9227314,NOM
It is I [MASK] she hurt.,5.414844,NOM
It is they [MASK] she hurt.,1.5658444,NOM
It is they [MASK] she hurt.,3.8394759,NOM
It is we [MASK] she hurt.,2.5556064,NOM
It is we [MASK] she hurt.,4.5930715,NOM
It was he [MASK] she hurt.,1.8180877,NOM
It was he [MASK] she hurt.,1.8216909,NOM
It was I [MASK] she hurt.,2.5494747,NOM
It was I [MASK] she hurt.,3.4498637,NOM
It was they [MASK] she hurt.,0.92348754,NOM
It was they [MASK] she hurt.,3.0862546,NOM
It was we [MASK] she hurt.,1.8467981,NOM
It was we [MASK] she hurt.,4.2360864,NOM
It is he [MASK] she injured.,4.548623,NOM
It is he [MASK] she injured.,4.167317,NOM
It is I [MASK] she injured.,3.0768743,NOM
It is I [MASK] she injured.,4.903707,NOM
It is they [MASK] she injured.,1.27521,NOM
It is they [MASK] she injured.,3.402158,NOM
It is we [MASK] she injured.,2.555293,NOM
It is we [MASK] she injured.,4.473777,NOM
It was he [MASK] she injured.,1.6450387,NOM
It was he [MASK] she injured.,1.6866544,NOM
It was I [MASK] she injured.,1.7613413,NOM
It was I [MASK] she injured.,2.9211524,NOM
It was they [MASK] she injured.,0.79321826,NOM
It was they [MASK] she injured.,3.2426007,NOM
It was we [MASK] she injured.,2.0798922,NOM
It was we [MASK] she injured.,3.299772,NOM
It is he [MASK] she likes.,0.49194,NOM
It is he [MASK] she likes.,3.0435517,NOM
It is I [MASK] she likes.,1.6670164,NOM
It is I [MASK] she likes.,6.395801,NOM
It is they [MASK] she likes.,0.13902587,NOM
It is they [MASK] she likes.,7.5023923,NOM
It is we [MASK] she likes.,0.9354495,NOM
It is we [MASK] she likes.,5.3297987,NOM
It was he [MASK] she likes.,0.3320544,NOM
It was he [MASK] she likes.,3.4573715,NOM
It was I [MASK] she likes.,0.5256162,NOM
It was I [MASK] she likes.,5.007178,NOM
It was they [MASK] she likes.,0.18288898,NOM
It was they [MASK] she likes.,5.7902126,NOM
It was we [MASK] she likes.,1.3000681,NOM
It was we [MASK] she likes.,5.285905,NOM
It is he [MASK] she loves.,1.0579032,NOM
It is he [MASK] she loves.,2.6439092,NOM
It is I [MASK] she loves.,0.90170103,NOM
It is I [MASK] she loves.,4.4359293,NOM
It is they [MASK] she loves.,0.44056106,NOM
It is they [MASK] she loves.,4.6520324,NOM
It is we [MASK] she loves.,0.68320036,NOM
It is we [MASK] she loves.,4.5120487,NOM
It was he [MASK] she loves.,0.49592745,NOM
It was he [MASK] she loves.,2.7725692,NOM
It was I [MASK] she loves.,0.38765106,NOM
It was I [MASK] she loves.,3.9677825,NOM
It was they [MASK] she loves.,0.2996097,NOM
It was they [MASK] she loves.,4.348483,NOM
It was we [MASK] she loves.,0.5279337,NOM
It was we [MASK] she loves.,4.7638288,NOM
It is he [MASK] she missed.,0.5236267,NOM
It is he [MASK] she missed.,3.0746481,NOM
It is I [MASK] she missed.,1.0969998,NOM
It is I [MASK] she missed.,5.645458,NOM
It is they [MASK] she missed.,0.20320246,NOM
It is they [MASK] she missed.,5.2137713,NOM
It is we [MASK] she missed.,0.91592526,NOM
It is we [MASK] she missed.,5.6979885,NOM
It was he [MASK] she missed.,0.31102344,NOM
It was he [MASK] she missed.,3.206581,NOM
It was I [MASK] she missed.,0.15039608,NOM
It was I [MASK] she missed.,5.570366,NOM
It was they [MASK] she missed.,0.15838057,NOM
It was they [MASK] she missed.,4.5208416,NOM
It was we [MASK] she missed.,0.46053788,NOM
It was we [MASK] she missed.,5.6483793,NOM
It is he [MASK] she needed.,0.4476712,NOM
It is he [MASK] she needed.,4.3148127,NOM
It is I [MASK] she needed.,4.99323,NOM
It is I [MASK] she needed.,8.654098,NOM
It is they [MASK] she needed.,0.1545423,NOM
It is they [MASK] she needed.,5.9788146,NOM
It is we [MASK] she needed.,1.4187287,NOM
It is we [MASK] she needed.,6.778702,NOM
It was he [MASK] she needed.,0.05770162,NOM
It was he [MASK] she needed.,5.831386,NOM
It was I [MASK] she needed.,0.04921079,NOM
It was I [MASK] she needed.,7.236686,NOM
It was they [MASK] she needed.,0.03974639,NOM
It was they [MASK] she needed.,6.589091,NOM
It was we [MASK] she needed.,0.19265568,NOM
It was we [MASK] she needed.,7.48347,NOM
It is he [MASK] she noticed.,2.865521,NOM
It is he [MASK] she noticed.,6.1684732,NOM
It is I [MASK] she noticed.,5.2044024,NOM
It is I [MASK] she noticed.,9.281168,NOM
It is they [MASK] she noticed.,4.0899367,NOM
It is they [MASK] she noticed.,10.271493,NOM
It is we [MASK] she noticed.,1.6261948,NOM
It is we [MASK] she noticed.,7.0358863,NOM
It was he [MASK] she noticed.,0.7727914,NOM
It was he [MASK] she noticed.,3.7608676,NOM
It was I [MASK] she noticed.,0.29300693,NOM
It was I [MASK] she noticed.,3.9958334,NOM
It was they [MASK] she noticed.,0.7554958,NOM
It was they [MASK] she noticed.,6.2277317,NOM
It was we [MASK] she noticed.,0.35657555,NOM
It was we [MASK] she noticed.,4.8201494,NOM
It is he [MASK] she painted.,1.3402959,NOM
It is he [MASK] she painted.,3.254361,NOM
It is I [MASK] she painted.,0.9310545,NOM
It is I [MASK] she painted.,4.970723,NOM
It is they [MASK] she painted.,0.33406442,NOM
It is they [MASK] she painted.,5.450554,NOM
It is we [MASK] she painted.,0.7145838,NOM
It is we [MASK] she painted.,5.1343994,NOM
It was he [MASK] she painted.,0.69750905,NOM
It was he [MASK] she painted.,3.352203,NOM
It was I [MASK] she painted.,0.307688,NOM
It was I [MASK] she painted.,4.6655316,NOM
It was they [MASK] she painted.,0.16444077,NOM
It was they [MASK] she painted.,5.5826936,NOM
It was we [MASK] she painted.,0.5142708,NOM
It was we [MASK] she painted.,4.5463443,NOM
It is he [MASK] she praised.,1.0950305,NOM
It is he [MASK] she praised.,2.142398,NOM
It is I [MASK] she praised.,1.2294097,NOM
It is I [MASK] she praised.,4.5562773,NOM
It is they [MASK] she praised.,0.7558891,NOM
It is they [MASK] she praised.,6.006569,NOM
It is we [MASK] she praised.,1.4768828,NOM
It is we [MASK] she praised.,5.5651546,NOM
It was he [MASK] she praised.,0.646554,NOM
It was he [MASK] she praised.,2.6328862,NOM
It was I [MASK] she praised.,0.41182935,NOM
It was I [MASK] she praised.,3.636424,NOM
It was they [MASK] she praised.,0.20939596,NOM
It was they [MASK] she praised.,5.0910974,NOM
It was we [MASK] she praised.,0.5963849,NOM
It was we [MASK] she praised.,3.5971146,NOM
It is he [MASK] she pressed.,8.406709,NOM
It is he [MASK] she pressed.,9.773,NOM
It is I [MASK] she pressed.,7.652651,NOM
It is I [MASK] she pressed.,9.732022,NOM
It is they [MASK] she pressed.,9.142454,NOM
It is they [MASK] she pressed.,12.855962,NOM
It is we [MASK] she pressed.,8.694061,NOM
It is we [MASK] she pressed.,12.286581,NOM
It was he [MASK] she pressed.,1.2722148,NOM
It was he [MASK] she pressed.,2.2005894,NOM
It was I [MASK] she pressed.,1.3496085,NOM
It was I [MASK] she pressed.,3.2152696,NOM
It was they [MASK] she pressed.,1.459077,NOM
It was they [MASK] she pressed.,5.933736,NOM
It was we [MASK] she pressed.,3.786428,NOM
It was we [MASK] she pressed.,6.837152,NOM
It is he [MASK] she pulled.,0.9610305,NOM
It is he [MASK] she pulled.,2.928838,NOM
It is I [MASK] she pulled.,0.835134,NOM
It is I [MASK] she pulled.,4.4876795,NOM
It is they [MASK] she pulled.,0.86159164,NOM
It is they [MASK] she pulled.,5.9582753,NOM
It is we [MASK] she pulled.,1.0584357,NOM
It is we [MASK] she pulled.,5.621753,NOM
It was he [MASK] she pulled.,1.066626,NOM
It was he [MASK] she pulled.,2.690661,NOM
It was I [MASK] she pulled.,0.2967087,NOM
It was I [MASK] she pulled.,4.4465384,NOM
It was they [MASK] she pulled.,0.29749426,NOM
It was they [MASK] she pulled.,5.1009727,NOM
It was we [MASK] she pulled.,0.51064163,NOM
It was we [MASK] she pulled.,5.4270706,NOM
It is he [MASK] she pushed.,1.6355336,NOM
It is he [MASK] she pushed.,3.4439983,NOM
It is I [MASK] she pushed.,1.6288744,NOM
It is I [MASK] she pushed.,4.077478,NOM
It is they [MASK] she pushed.,3.684776,NOM
It is they [MASK] she pushed.,8.64311,NOM
It is we [MASK] she pushed.,3.0495675,NOM
It is we [MASK] she pushed.,7.8345037,NOM
It was he [MASK] she pushed.,1.2541296,NOM
It was he [MASK] she pushed.,2.1469934,NOM
It was I [MASK] she pushed.,0.49457392,NOM
It was I [MASK] she pushed.,3.1829627,NOM
It was they [MASK] she pushed.,0.3247647,NOM
It was they [MASK] she pushed.,4.2519846,NOM
It was we [MASK] she pushed.,0.49574474,NOM
It was we [MASK] she pushed.,4.9551864,NOM
It is he [MASK] she respected.,1.0150179,NOM
It is he [MASK] she respected.,3.0225465,NOM
It is I [MASK] she respected.,1.1340876,NOM
It is I [MASK] she respected.,4.4611473,NOM
It is they [MASK] she respected.,0.6655388,NOM
It is they [MASK] she respected.,4.2323885,NOM
It is we [MASK] she respected.,0.7167035,NOM
It is we [MASK] she respected.,4.368608,NOM
It was he [MASK] she respected.,0.50145495,NOM
It was he [MASK] she respected.,3.671208,NOM
It was I [MASK] she respected.,0.29125667,NOM
It was I [MASK] she respected.,4.3889775,NOM
It was they [MASK] she respected.,0.31976485,NOM
It was they [MASK] she respected.,4.1795974,NOM
It was we [MASK] she respected.,0.51249814,NOM
It was we [MASK] she respected.,4.652005,NOM
It is he [MASK] she saw.,0.84053636,NOM
It is he [MASK] she saw.,3.6712759,NOM
It is I [MASK] she saw.,0.7337198,NOM
It is I [MASK] she saw.,4.836992,NOM
It is they [MASK] she saw.,1.2834585,NOM
It is they [MASK] she saw.,7.556241,NOM
It is we [MASK] she saw.,0.9141752,NOM
It is we [MASK] she saw.,5.0138907,NOM
It was he [MASK] she saw.,0.31217337,NOM
It was he [MASK] she saw.,4.9173446,NOM
It was I [MASK] she saw.,0.14526114,NOM
It was I [MASK] she saw.,5.2523136,NOM
It was they [MASK] she saw.,0.20963469,NOM
It was they [MASK] she saw.,6.8378572,NOM
It was we [MASK] she saw.,0.6503552,NOM
It was we [MASK] she saw.,4.348662,NOM
It is he [MASK] she sent.,9.138347,NOM
It is he [MASK] she sent.,12.517708,NOM
It is I [MASK] she sent.,8.218615,NOM
It is I [MASK] she sent.,12.885389,NOM
It is they [MASK] she sent.,8.198384,NOM
It is they [MASK] she sent.,13.932383,NOM
It is we [MASK] she sent.,8.673233,NOM
It is we [MASK] she sent.,14.26029,NOM
It was he [MASK] she sent.,5.2803903,NOM
It was he [MASK] she sent.,8.432779,NOM
It was I [MASK] she sent.,5.646863,NOM
It was I [MASK] she sent.,9.981865,NOM
It was they [MASK] she sent.,4.3481407,NOM
It was they [MASK] she sent.,9.437805,NOM
It was we [MASK] she sent.,5.8877654,NOM
It was we [MASK] she sent.,10.587046,NOM
It is he [MASK] she stroke.,1.7992154,NOM
It is he [MASK] she stroke.,4.16469,NOM
It is I [MASK] she stroke.,1.253147,NOM
It is I [MASK] she stroke.,4.440364,NOM
It is they [MASK] she stroke.,0.583027,NOM
It is they [MASK] she stroke.,5.4056296,NOM
It is we [MASK] she stroke.,0.7009312,NOM
It is we [MASK] she stroke.,5.4900804,NOM
It was he [MASK] she stroke.,1.2565234,NOM
It was he [MASK] she stroke.,5.0998697,NOM
It was I [MASK] she stroke.,1.5123472,NOM
It was I [MASK] she stroke.,4.2948165,NOM
It was they [MASK] she stroke.,0.44453448,NOM
It was they [MASK] she stroke.,5.8655453,NOM
It was we [MASK] she stroke.,0.97038215,NOM
It was we [MASK] she stroke.,5.5283365,NOM
It is he [MASK] she taught.,1.4111655,NOM
It is he [MASK] she taught.,3.1023147,NOM
It is I [MASK] she taught.,0.81991994,NOM
It is I [MASK] she taught.,5.166275,NOM
It is they [MASK] she taught.,0.506297,NOM
It is they [MASK] she taught.,5.2841463,NOM
It is we [MASK] she taught.,0.44776997,NOM
It is we [MASK] she taught.,5.264935,NOM
It was he [MASK] she taught.,0.6242403,NOM
It was he [MASK] she taught.,3.9765522,NOM
It was I [MASK] she taught.,0.3329188,NOM
It was I [MASK] she taught.,5.1582766,NOM
It was they [MASK] she taught.,0.1974433,NOM
It was they [MASK] she taught.,5.1117167,NOM
It was we [MASK] she taught.,0.30083734,NOM
It was we [MASK] she taught.,5.0273747,NOM
It is he [MASK] she told.,4.182193,NOM
It is he [MASK] she told.,6.7210245,NOM
It is I [MASK] she told.,3.1071587,NOM
It is I [MASK] she told.,7.093988,NOM
It is they [MASK] she told.,5.4816556,NOM
It is they [MASK] she told.,10.70433,NOM
It is we [MASK] she told.,3.4253478,NOM
It is we [MASK] she told.,9.072543,NOM
It was he [MASK] she told.,2.6309376,NOM
It was he [MASK] she told.,4.817365,NOM
It was I [MASK] she told.,1.7295091,NOM
It was I [MASK] she told.,4.9182105,NOM
It was they [MASK] she told.,3.0395083,NOM
It was they [MASK] she told.,7.0177803,NOM
It was we [MASK] she told.,1.8334835,NOM
It was we [MASK] she told.,6.129303,NOM
It is he [MASK] she trusted.,1.4719085,NOM
It is he [MASK] she trusted.,2.6898773,NOM
It is I [MASK] she trusted.,1.6049328,NOM
It is I [MASK] she trusted.,3.8595827,NOM
It is they [MASK] she trusted.,0.98456234,NOM
It is they [MASK] she trusted.,3.5557358,NOM
It is we [MASK] she trusted.,1.1446656,NOM
It is we [MASK] she trusted.,3.727179,NOM
It was he [MASK] she trusted.,0.7252625,NOM
It was he [MASK] she trusted.,2.6915443,NOM
It was I [MASK] she trusted.,0.6553266,NOM
It was I [MASK] she trusted.,3.3405206,NOM
It was they [MASK] she trusted.,0.56626713,NOM
It was they [MASK] she trusted.,3.1815233,NOM
It was we [MASK] she trusted.,0.6292223,NOM
It was we [MASK] she trusted.,3.6021323,NOM
It is he [MASK] she valued.,0.67157775,NOM
It is he [MASK] she valued.,3.1517932,NOM
It is I [MASK] she valued.,0.5180508,NOM
It is I [MASK] she valued.,4.72514,NOM
It is they [MASK] she valued.,0.24195066,NOM
It is they [MASK] she valued.,5.664641,NOM
It is we [MASK] she valued.,0.502663,NOM
It is we [MASK] she valued.,5.0202966,NOM
It was he [MASK] she valued.,0.20540158,NOM
It was he [MASK] she valued.,4.3188467,NOM
It was I [MASK] she valued.,0.07811077,NOM
It was I [MASK] she valued.,5.8592978,NOM
It was they [MASK] she valued.,0.09951153,NOM
It was they [MASK] she valued.,5.6159306,NOM
It was we [MASK] she valued.,0.3730489,NOM
It was we [MASK] she valued.,5.7584896,NOM
It is he [MASK] she wanted.,0.4205036,NOM
It is he [MASK] she wanted.,3.7610865,NOM
It is I [MASK] she wanted.,1.6291329,NOM
It is I [MASK] she wanted.,4.853003,NOM
It is they [MASK] she wanted.,0.15698105,NOM
It is they [MASK] she wanted.,5.5762863,NOM
It is we [MASK] she wanted.,0.7290775,NOM
It is we [MASK] she wanted.,5.21243,NOM
It was he [MASK] she wanted.,0.064898275,NOM
It was he [MASK] she wanted.,5.376789,NOM
It was I [MASK] she wanted.,0.06285691,NOM
It was I [MASK] she wanted.,6.0982084,NOM
It was they [MASK] she wanted.,0.05546263,NOM
It was they [MASK] she wanted.,6.1870556,NOM
It was we [MASK] she wanted.,0.1571916,NOM
It was we [MASK] she wanted.,6.4769864,NOM
It is he [MASK] stroke her.,2.7355678,NOM
It is he [MASK] stroke her.,0.7061713,NOM
It is I [MASK] stroke her.,1.7437315,NOM
It is I [MASK] stroke her.,0.7404853,NOM
It is they [MASK] stroke her.,1.6313245,NOM
It is they [MASK] stroke her.,0.6996314,NOM
It is we [MASK] stroke her.,1.8480687,NOM
It is we [MASK] stroke her.,1.2181814,NOM
It was he [MASK] stroke her.,3.232147,NOM
It was he [MASK] stroke her.,2.6824174,NOM
It was I [MASK] stroke her.,2.826901,NOM
It was I [MASK] stroke her.,1.9757382,NOM
It was they [MASK] stroke her.,1.6214427,NOM
It was they [MASK] stroke her.,1.3512207,NOM
It was we [MASK] stroke her.,2.8216903,NOM
It was we [MASK] stroke her.,3.4251733,NOM
It is she [MASK] stroke him.,2.7766109,NOM
It is she [MASK] stroke him.,0.72571373,NOM
It was she [MASK] stroke him.,3.282616,NOM
It was she [MASK] stroke him.,2.4398704,NOM
It is he [MASK] taught her.,4.225369,NOM
It is he [MASK] taught her.,0.17195952,NOM
It is I [MASK] taught her.,3.4519577,NOM
It is I [MASK] taught her.,0.63909626,NOM
It is they [MASK] taught her.,2.9606624,NOM
It is they [MASK] taught her.,0.5702796,NOM
It is we [MASK] taught her.,4.100919,NOM
It is we [MASK] taught her.,0.8311008,NOM
It was he [MASK] taught her.,2.8172784,NOM
It was he [MASK] taught her.,0.31843224,NOM
It was I [MASK] taught her.,1.7230347,NOM
It was I [MASK] taught her.,0.64735764,NOM
It was they [MASK] taught her.,2.2699003,NOM
It was they [MASK] taught her.,0.50314593,NOM
It was we [MASK] taught her.,2.4158762,NOM
It was we [MASK] taught her.,0.5352378,NOM
It is she [MASK] taught him.,3.827822,NOM
It is she [MASK] taught him.,0.24897711,NOM
It was she [MASK] taught him.,2.4360282,NOM
It was she [MASK] taught him.,0.38634047,NOM
It is he [MASK] told her.,4.1883864,NOM
It is he [MASK] told her.,0.42686576,NOM
It is I [MASK] told her.,4.450245,NOM
It is I [MASK] told her.,1.1836201,NOM
It is they [MASK] told her.,3.3806036,NOM
It is they [MASK] told her.,0.96930355,NOM
It is we [MASK] told her.,6.1202335,NOM
It is we [MASK] told her.,2.5800471,NOM
It was he [MASK] told her.,3.431229,NOM
It was he [MASK] told her.,0.15680465,NOM
It was I [MASK] told her.,2.877836,NOM
It was I [MASK] told her.,0.28640813,NOM
It was they [MASK] told her.,2.564777,NOM
It was they [MASK] told her.,0.32682034,NOM
It was we [MASK] told her.,3.0492897,NOM
It was we [MASK] told her.,0.34051478,NOM
It is she [MASK] told him.,3.90175,NOM
