sen,sur,gap
It was [MASK] that saw her.,12.608696,subj
It was [MASK] that respected her.,11.672225,subj
It was [MASK] that pushed her.,14.6835985,subj
It was [MASK] that pulled her.,15.390922,subj
It was [MASK] that pressed her.,16.941414,subj
It was [MASK] that praised her.,11.158013,subj
It was [MASK] that painted her.,14.246402,subj
It was [MASK] that noticed her.,13.42225,subj
It was [MASK] that needed her.,10.392784,subj
It was [MASK] that missed her.,11.272094,subj
It was [MASK] that love her.,7.4761333,subj
It was [MASK] that like her.,15.057267,subj
It was [MASK] that injured her.,14.318074,subj
It was [MASK] that hurt her.,14.876078,subj
It was [MASK] that hit her.,16.21264,subj
It was [MASK] that heard her.,12.808063,subj
It was [MASK] that hate her.,10.26648,subj
It was [MASK] that greeted her.,16.46335,subj
It was [MASK] that found her.,13.306444,subj
It was [MASK] that feared her.,13.608316,subj
It was [MASK] that drew her.,16.845219,subj
It was [MASK] that called her.,13.517783,subj
It was [MASK] that avoided her.,10.063102,subj
It was [MASK] that advised her.,12.423758,subj
It was [MASK] that admired her.,13.381596,subj
It is [MASK] that wanted her.,9.465639,subj
It is [MASK] that valued her.,7.1046023,subj
It is [MASK] that trusted her.,6.265554,subj
It is [MASK] that told her.,10.070677,subj
It is [MASK] that taught her.,8.397765,subj
It is [MASK] that stroke her.,9.645494,subj
It is [MASK] that sent her.,7.4646626,subj
It is [MASK] that saw her.,7.2922497,subj
It is [MASK] that respected her.,6.4460707,subj
It is [MASK] that pushed her.,8.593121,subj
It is [MASK] that pulled her.,10.1013365,subj
It is [MASK] that pressed her.,13.381715,subj
It is [MASK] that praised her.,8.138935,subj
It is [MASK] that painted her.,8.921982,subj
It is [MASK] that noticed her.,8.960454,subj
It is [MASK] that needed her.,6.644846,subj
It is [MASK] that missed her.,8.2331505,subj
It is [MASK] that love her.,4.835482,subj
It is [MASK] that like her.,12.584634,subj
It is [MASK] that injured her.,9.797717,subj
It is [MASK] that hurt her.,10.730038,subj
It is [MASK] that hit her.,14.8337755,subj
It is [MASK] that heard her.,7.942706,subj
It is [MASK] that hate her.,6.6285696,subj
It is [MASK] that greeted her.,11.656681,subj
It is [MASK] that found her.,6.1161704,subj
It is [MASK] that feared her.,7.486119,subj
It is [MASK] that drew her.,11.40144,subj
It is [MASK] that called her.,8.023057,subj
It is [MASK] that avoided her.,5.632113,subj
It is [MASK] that advised her.,7.8155193,subj
It is [MASK] that admired her.,8.196317,subj
It was [MASK] that wanted her.,16.998388,subj
It was [MASK] that valued her.,18.07783,subj
It was [MASK] that trusted her.,16.880793,subj
It was [MASK] that told her.,16.143728,subj
It was [MASK] that taught her.,16.754574,subj
It was [MASK] that stroke her.,14.813338,subj
It was [MASK] that sent her.,14.871991,subj
It was [MASK] that saw her.,16.577152,subj
It was [MASK] that respected her.,17.991283,subj
It was [MASK] that pushed her.,16.736498,subj
It was [MASK] that pulled her.,16.498394,subj
It was [MASK] that pressed her.,17.024534,subj
It was [MASK] that praised her.,17.446533,subj
It was [MASK] that painted her.,17.11873,subj
It was [MASK] that noticed her.,16.362295,subj
It was [MASK] that needed her.,16.84894,subj
It was [MASK] that missed her.,15.826616,subj
It was [MASK] that loves her.,15.606288,subj
It was [MASK] that likes her.,15.917055,subj
It was [MASK] that injured her.,16.124819,subj
It was [MASK] that hurt her.,16.282204,subj
It was [MASK] that hit her.,15.535879,subj
It was [MASK] that heard her.,15.868515,subj
It was [MASK] that hates her.,15.640823,subj
It was [MASK] that greeted her.,15.897313,subj
It was [MASK] that found her.,16.166662,subj
It was [MASK] that feared her.,17.220001,subj
It was [MASK] that drew her.,16.793926,subj
It was [MASK] that called her.,14.939941,subj
It was [MASK] that avoided her.,17.094316,subj
It was [MASK] that advised her.,16.210331,subj
It was [MASK] that admired her.,18.206156,subj
It is [MASK] that wanted her.,16.112766,subj
It is [MASK] that valued her.,17.444843,subj
It is [MASK] that trusted her.,16.397963,subj
It is [MASK] that told her.,15.231476,subj
It is [MASK] that taught her.,16.250187,subj
It is [MASK] that stroke her.,16.156368,subj
It is [MASK] that sent her.,15.88919,subj
It is [MASK] that saw her.,16.314703,subj
It is [MASK] that respected her.,17.377634,subj
It is [MASK] that pushed her.,16.120192,subj
It is [MASK] that pulled her.,16.14064,subj
It is [MASK] that pressed her.,16.673088,subj
It is [MASK] that praised her.,16.00865,subj
It is [MASK] that painted her.,16.027643,subj
It is [MASK] that noticed her.,16.143255,subj
It is [MASK] that needed her.,15.802186,subj
It is [MASK] that missed her.,15.479618,subj
It is [MASK] that loves her.,15.483134,subj
It is [MASK] that likes her.,16.30985,subj
It is [MASK] that injured her.,14.533841,subj
It is [MASK] that hurt her.,15.974181,subj
It is [MASK] that hit her.,14.900506,subj
It is [MASK] that heard her.,15.540407,subj
It is [MASK] that hates her.,15.510018,subj
It is [MASK] that greeted her.,15.349975,subj
It is [MASK] that found her.,16.384197,subj
It is [MASK] that feared her.,17.026474,subj
It is [MASK] that drew her.,15.562555,subj
It is [MASK] that called her.,14.696898,subj
It is [MASK] that avoided her.,16.758293,subj
It is [MASK] that advised her.,15.714905,subj
It is [MASK] that admired her.,17.621727,subj
It was [MASK] that wanted her.,11.542944,subj
It was [MASK] that valued her.,9.292531,subj
It was [MASK] that trusted her.,7.6901026,subj
It was [MASK] that told her.,11.19402,subj
It was [MASK] that taught her.,9.5264435,subj
It was [MASK] that stroke her.,6.85989,subj
It was [MASK] that sent her.,10.932415,subj
It was [MASK] that saw her.,9.842029,subj
It was [MASK] that respected her.,7.2347045,subj
It was [MASK] that pushed her.,10.78266,subj
It was [MASK] that pulled her.,11.354627,subj
It was [MASK] that pressed her.,12.303877,subj
It was [MASK] that praised her.,7.6095233,subj
It was [MASK] that painted her.,9.646917,subj
It was [MASK] that noticed her.,10.692992,subj
It was [MASK] that needed her.,8.533586,subj
It was [MASK] that missed her.,10.263985,subj
It was [MASK] that love her.,3.5402207,subj
It was [MASK] that like her.,15.198602,subj
It was [MASK] that injured her.,11.204358,subj
It was [MASK] that hurt her.,11.793849,subj
It was [MASK] that hit her.,13.108847,subj
It was [MASK] that heard her.,9.705762,subj
It was [MASK] that hate her.,4.14089,subj
It was [MASK] that greeted her.,12.607183,subj
It was [MASK] that found her.,10.67399,subj
It was [MASK] that feared her.,7.5742764,subj
It was [MASK] that drew her.,11.466601,subj
It was [MASK] that called her.,9.749482,subj
It was [MASK] that avoided her.,6.4872036,subj
It was [MASK] that advised her.,9.549619,subj
It was [MASK] that admired her.,9.782047,subj
It is [MASK] that wanted her.,7.631216,subj
It is [MASK] that valued her.,5.674739,subj
It is [MASK] that trusted her.,5.332178,subj
It is [MASK] that told her.,8.341158,subj
It is [MASK] that taught her.,7.8313837,subj
It is [MASK] that stroke her.,4.8948927,subj
It is [MASK] that sent her.,8.016492,subj
It is [MASK] that saw her.,6.75746,subj
It is [MASK] that respected her.,4.3498797,subj
It is [MASK] that pushed her.,7.8392453,subj
It is [MASK] that pulled her.,8.5454445,subj
It is [MASK] that pressed her.,9.840629,subj
It is [MASK] that praised her.,5.321138,subj
It is [MASK] that painted her.,7.121539,subj
It is [MASK] that noticed her.,7.1987176,subj
It is [MASK] that needed her.,6.9170446,subj
It is [MASK] that missed her.,8.945023,subj
It is [MASK] that love her.,3.0485866,subj
It is [MASK] that like her.,13.727677,subj
It is [MASK] that injured her.,9.175488,subj
It is [MASK] that hurt her.,10.051277,subj
It is [MASK] that hit her.,11.848415,subj
It is [MASK] that heard her.,6.74601,subj
It is [MASK] that hate her.,3.176565,subj
It is [MASK] that greeted her.,9.157445,subj
It is [MASK] that found her.,6.13317,subj
It is [MASK] that feared her.,5.10307,subj
It is [MASK] that drew her.,9.110715,subj
It is [MASK] that called her.,6.5007668,subj
It is [MASK] that avoided her.,4.7816496,subj
It is [MASK] that advised her.,7.3046694,subj
It is [MASK] that admired her.,6.8095217,subj
It was [MASK] that wanted him.,4.6017466,subj
It was [MASK] that valued him.,3.5208433,subj
It was [MASK] that trusted him.,3.7299602,subj
It was [MASK] that told him.,4.8584065,subj
It was [MASK] that taught him.,5.2353244,subj
It was [MASK] that stroke him.,8.742725,subj
It was [MASK] that sent him.,4.7492023,subj
It was [MASK] that saw him.,4.7036777,subj
It was [MASK] that respected him.,3.9545965,subj
It was [MASK] that pushed him.,4.2990932,subj
It was [MASK] that pulled him.,5.072731,subj
It was [MASK] that pressed him.,5.298008,subj
It was [MASK] that praised him.,3.8350873,subj
It was [MASK] that painted him.,5.640499,subj
It was [MASK] that noticed him.,5.053669,subj
It was [MASK] that needed him.,4.797093,subj
It was [MASK] that missed him.,5.072401,subj
It was [MASK] that loves him.,3.5800426,subj
It was [MASK] that likes him.,3.8027225,subj
It was [MASK] that injured him.,5.2169785,subj
It was [MASK] that hurt him.,5.5204196,subj
It was [MASK] that hit him.,6.3158326,subj
It was [MASK] that heard him.,4.8639326,subj
It was [MASK] that hates him.,4.354393,subj
It was [MASK] that greeted him.,5.4936776,subj
It was [MASK] that found him.,5.492294,subj
It was [MASK] that feared him.,4.337,subj
It was [MASK] that drew him.,4.508309,subj
It was [MASK] that called him.,5.2376785,subj
It was [MASK] that avoided him.,3.4566953,subj
It was [MASK] that advised him.,4.264951,subj
It was [MASK] that admired him.,2.8236833,subj
It is [MASK] that wanted him.,4.277791,subj
It is [MASK] that valued him.,4.1096,subj
It is [MASK] that trusted him.,4.6492434,subj
It is [MASK] that told him.,4.073735,subj
It is [MASK] that taught him.,4.9669075,subj
It is [MASK] that stroke him.,9.799626,subj
It is [MASK] that sent him.,4.2463026,subj
It is [MASK] that saw him.,4.872341,subj
It is [MASK] that respected him.,4.731511,subj
It is [MASK] that pushed him.,3.6730497,subj
It is [MASK] that pulled him.,4.746242,subj
It is [MASK] that pressed him.,4.510515,subj
It is [MASK] that praised him.,5.6454077,subj
It is [MASK] that painted him.,4.55749,subj
It is [MASK] that noticed him.,4.024888,subj
It is [MASK] that needed him.,4.955152,subj
It is [MASK] that missed him.,4.9676967,subj
It is [MASK] that loves him.,2.4385107,subj
It is [MASK] that likes him.,3.2188146,subj
It is [MASK] that injured him.,4.943565,subj
It is [MASK] that hurt him.,5.575693,subj
It is [MASK] that hit him.,6.2890463,subj
It is [MASK] that heard him.,3.9038033,subj
It is [MASK] that hates him.,3.9970927,subj
It is [MASK] that greeted him.,4.1275144,subj
It is [MASK] that found him.,4.517641,subj
It is [MASK] that feared him.,4.9970417,subj
It is [MASK] that drew him.,4.3743877,subj
It is [MASK] that called him.,4.172887,subj
It is [MASK] that avoided him.,3.9904099,subj
It is [MASK] that advised him.,3.5168536,subj
It is [MASK] that admired him.,2.9766283,subj
It was [MASK] that wanted her.,4.837293,subj
It was [MASK] that valued her.,3.203207,subj
It was [MASK] that trusted her.,3.9654982,subj
It was [MASK] that told her.,5.3811545,subj
It was [MASK] that taught her.,4.9223533,subj
It was [MASK] that stroke her.,8.120545,subj
It was [MASK] that sent her.,4.742099,subj
It was [MASK] that saw her.,4.9892454,subj
It was [MASK] that respected her.,4.2354445,subj
It was [MASK] that pushed her.,5.111373,subj
It was [MASK] that pulled her.,5.7948246,subj
It was [MASK] that pressed her.,6.121701,subj
It was [MASK] that praised her.,3.7301674,subj
It was [MASK] that painted her.,6.1805363,subj
It was [MASK] that noticed her.,5.6494026,subj
It was [MASK] that needed her.,5.115544,subj
It was [MASK] that missed her.,5.3135905,subj
It was [MASK] that loves her.,3.762496,subj
It was [MASK] that likes her.,4.569017,subj
It was [MASK] that injured her.,5.0919514,subj
It was [MASK] that hurt her.,5.64873,subj
It was [MASK] that hit her.,7.63211,subj
It was [MASK] that heard her.,4.825579,subj
It was [MASK] that hates her.,5.291029,subj
It was [MASK] that greeted her.,6.021377,subj
It was [MASK] that found her.,6.060847,subj
It was [MASK] that feared her.,4.7553253,subj
It was [MASK] that drew her.,5.168274,subj
It was [MASK] that called her.,5.6292715,subj
It was [MASK] that avoided her.,3.212884,subj
It was [MASK] that advised her.,3.8633933,subj
It was [MASK] that admired her.,3.4007018,subj
It is [MASK] that wanted her.,3.5908499,subj
It is [MASK] that valued her.,2.637833,subj
It is [MASK] that trusted her.,3.4526985,subj
It is [MASK] that told her.,3.7224522,subj
It is [MASK] that taught her.,4.017793,subj
It is [MASK] that stroke her.,9.517348,subj
It is [MASK] that sent her.,3.4996862,subj
It is [MASK] that saw her.,3.5434961,subj
It is [MASK] that respected her.,3.315496,subj
It is [MASK] that pushed her.,3.7340825,subj
It is [MASK] that pulled her.,4.8527384,subj
It is [MASK] that pressed her.,4.97962,subj
It is [MASK] that praised her.,3.1777222,subj
It is [MASK] that painted her.,4.2543435,subj
It is [MASK] that noticed her.,3.6625257,subj
It is [MASK] that needed her.,5.084365,subj
It is [MASK] that missed her.,4.025034,subj
It is [MASK] that loves her.,2.4952478,subj
It is [MASK] that likes her.,3.5433168,subj
It is [MASK] that injured her.,3.6462586,subj
It is [MASK] that hurt her.,5.260546,subj
It is [MASK] that hit her.,7.11886,subj
It is [MASK] that heard her.,2.595624,subj
It is [MASK] that hates her.,4.866594,subj
It is [MASK] that greeted her.,3.9559076,subj
It is [MASK] that found her.,3.5970402,subj
It is [MASK] that feared her.,4.4236107,subj
It is [MASK] that drew her.,4.3542075,subj
It is [MASK] that called her.,3.542388,subj
It is [MASK] that avoided her.,2.619735,subj
It is [MASK] that advised her.,2.3297262,subj
It is [MASK] that admired her.,2.1470947,subj
It was [MASK] who wanted her.,13.582259,subj
It was [MASK] who valued her.,12.823411,subj
It was [MASK] who trusted her.,12.860893,subj
It was [MASK] who told her.,12.42626,subj
It was [MASK] who taught her.,10.042668,subj
It was [MASK] who stroke her.,10.011855,subj
It was [MASK] who sent her.,9.496798,subj
It was [MASK] who saw her.,12.857341,subj
It was [MASK] who respected her.,12.904822,subj
It was [MASK] who pushed her.,12.504222,subj
It was [MASK] who pulled her.,13.365912,subj
It was [MASK] who pressed her.,12.935885,subj
It was [MASK] who praised her.,10.596628,subj
It was [MASK] who painted her.,10.272194,subj
It was [MASK] who noticed her.,14.72948,subj
It was [MASK] who needed her.,12.072957,subj
It was [MASK] who missed her.,11.120098,subj
It was [MASK] who love her.,6.8339562,subj
It was [MASK] who like her.,6.6735067,subj
It was [MASK] who injured her.,9.752059,subj
It was [MASK] who hurt her.,10.982538,subj
It was [MASK] who hit her.,13.739291,subj
It was [MASK] who heard her.,13.826811,subj
It was [MASK] who hate her.,7.7926674,subj
It was [MASK] who greeted her.,15.702632,subj
It was [MASK] who found her.,8.690757,subj
It was [MASK] who feared her.,12.391194,subj
It was [MASK] who drew her.,13.391678,subj
It was [MASK] who called her.,12.783389,subj
It was [MASK] who avoided her.,12.073032,subj
It was [MASK] who advised her.,11.66582,subj
It was [MASK] who admired her.,11.746489,subj
It is [MASK] who wanted her.,8.20376,subj
It is [MASK] who valued her.,7.9568586,subj
It is [MASK] who trusted her.,7.582774,subj
It is [MASK] who told her.,8.775194,subj
It is [MASK] who taught her.,7.2613106,subj
It is [MASK] who stroke her.,5.751542,subj
It is [MASK] who sent her.,7.3203244,subj
It is [MASK] who saw her.,8.15837,subj
It is [MASK] who respected her.,7.04462,subj
It is [MASK] who pushed her.,8.867434,subj
It is [MASK] who pulled her.,9.146919,subj
It is [MASK] who pressed her.,9.475959,subj
It is [MASK] who praised her.,8.145418,subj
It is [MASK] who painted her.,11.042679,subj
It is [MASK] who noticed her.,9.719541,subj
It is [MASK] who needed her.,7.0124874,subj
It is [MASK] who missed her.,7.6282187,subj
It is [MASK] who love her.,5.2179008,subj
It is [MASK] who like her.,4.154691,subj
It is [MASK] who injured her.,11.6354685,subj
It is [MASK] who hurt her.,7.3663015,subj
It is [MASK] who hit her.,10.220358,subj
It is [MASK] who heard her.,8.631844,subj
It is [MASK] who hate her.,5.789509,subj
It is [MASK] who greeted her.,9.968585,subj
It is [MASK] who found her.,6.330374,subj
It is [MASK] who feared her.,6.9653068,subj
It is [MASK] who drew her.,8.366966,subj
It is [MASK] who called her.,8.887507,subj
It is [MASK] who avoided her.,7.658395,subj
It is [MASK] who advised her.,8.752612,subj
It is [MASK] who admired her.,7.626933,subj
It was [MASK] who wanted her.,18.080885,subj
It was [MASK] who valued her.,18.30255,subj
It was [MASK] who trusted her.,17.370646,subj
It was [MASK] who told her.,16.081686,subj
It was [MASK] who taught her.,16.615719,subj
It was [MASK] who stroke her.,17.142076,subj
It was [MASK] who sent her.,15.721637,subj
It was [MASK] who saw her.,16.495459,subj
It was [MASK] who respected her.,17.670444,subj
It was [MASK] who pushed her.,16.744612,subj
It was [MASK] who pulled her.,16.398457,subj
It was [MASK] who pressed her.,16.23847,subj
It was [MASK] who praised her.,16.645914,subj
It was [MASK] who painted her.,16.248377,subj
It was [MASK] who noticed her.,16.313656,subj
It was [MASK] who needed her.,17.946463,subj
It was [MASK] who missed her.,16.77493,subj
It was [MASK] who loves her.,16.470781,subj
It was [MASK] who likes her.,16.26977,subj
It was [MASK] who injured her.,15.656866,subj
It was [MASK] who hurt her.,16.729958,subj
It was [MASK] who hit her.,16.17148,subj
It was [MASK] who heard her.,16.198395,subj
It was [MASK] who hates her.,16.292042,subj
It was [MASK] who greeted her.,15.494296,subj
It was [MASK] who found her.,17.03302,subj
It was [MASK] who feared her.,18.493488,subj
It was [MASK] who drew her.,16.345411,subj
It was [MASK] who called her.,14.9975195,subj
It was [MASK] who avoided her.,16.988598,subj
It was [MASK] who advised her.,16.130903,subj
It was [MASK] who admired her.,17.860996,subj
It is [MASK] who wanted her.,17.942692,subj
It is [MASK] who valued her.,18.097334,subj
It is [MASK] who trusted her.,17.465122,subj
It is [MASK] who told her.,16.139894,subj
It is [MASK] who taught her.,17.176758,subj
It is [MASK] who stroke her.,17.963366,subj
It is [MASK] who sent her.,16.613028,subj
It is [MASK] who saw her.,16.263597,subj
It is [MASK] who respected her.,17.520805,subj
It is [MASK] who pushed her.,17.024128,subj
It is [MASK] who pulled her.,16.827389,subj
It is [MASK] who pressed her.,16.35965,subj
It is [MASK] who praised her.,16.03413,subj
It is [MASK] who painted her.,14.810381,subj
It is [MASK] who noticed her.,15.785144,subj
It is [MASK] who needed her.,17.384129,subj
It is [MASK] who missed her.,16.43747,subj
It is [MASK] who loves her.,16.517082,subj
It is [MASK] who likes her.,17.028366,subj
It is [MASK] who injured her.,13.685307,subj
It is [MASK] who hurt her.,17.208157,subj
It is [MASK] who hit her.,15.756043,subj
It is [MASK] who heard her.,15.957659,subj
It is [MASK] who hates her.,16.213146,subj
It is [MASK] who greeted her.,14.660896,subj
It is [MASK] who found her.,16.363516,subj
It is [MASK] who feared her.,18.083492,subj
It is [MASK] who drew her.,17.000559,subj
It is [MASK] who called her.,14.941122,subj
It is [MASK] who avoided her.,17.144365,subj
It is [MASK] who advised her.,15.571303,subj
It is [MASK] who admired her.,17.80567,subj
It was [MASK] who wanted her.,8.369217,subj
It was [MASK] who valued her.,7.446541,subj
It was [MASK] who trusted her.,8.131192,subj
It was [MASK] who told her.,11.08041,subj
It was [MASK] who taught her.,7.6970186,subj
It was [MASK] who stroke her.,2.1793516,subj
It was [MASK] who sent her.,7.904457,subj
It was [MASK] who saw her.,9.918675,subj
It was [MASK] who respected her.,7.222912,subj
It was [MASK] who pushed her.,9.018283,subj
It was [MASK] who pulled her.,10.219058,subj
It was [MASK] who pressed her.,9.956152,subj
It was [MASK] who praised her.,8.046762,subj
It was [MASK] who painted her.,6.336986,subj
It was [MASK] who noticed her.,11.165594,subj
It was [MASK] who needed her.,8.396816,subj
It was [MASK] who missed her.,8.455199,subj
It was [MASK] who love her.,1.47152,subj
It was [MASK] who like her.,3.868184,subj
It was [MASK] who injured her.,7.64878,subj
It was [MASK] who hurt her.,7.441627,subj
It was [MASK] who hit her.,10.425771,subj
It was [MASK] who heard her.,10.746415,subj
It was [MASK] who hate her.,2.212303,subj
It was [MASK] who greeted her.,11.645224,subj
It was [MASK] who found her.,6.6107225,subj
It was [MASK] who feared her.,4.266416,subj
It was [MASK] who drew her.,8.572203,subj
It was [MASK] who called her.,10.341951,subj
It was [MASK] who avoided her.,7.4442835,subj
It was [MASK] who advised her.,9.593583,subj
It was [MASK] who admired her.,7.660183,subj
It is [MASK] who wanted her.,6.0548167,subj
It is [MASK] who valued her.,6.2632008,subj
It is [MASK] who trusted her.,6.487726,subj
It is [MASK] who told her.,8.975705,subj
It is [MASK] who taught her.,7.310206,subj
It is [MASK] who stroke her.,1.6343807,subj
It is [MASK] who sent her.,7.6878104,subj
It is [MASK] who saw her.,7.371992,subj
It is [MASK] who respected her.,5.3976393,subj
It is [MASK] who pushed her.,7.145598,subj
It is [MASK] who pulled her.,7.050025,subj
It is [MASK] who pressed her.,7.552746,subj
It is [MASK] who praised her.,6.256525,subj
It is [MASK] who painted her.,8.4243,subj
It is [MASK] who noticed her.,7.7635927,subj
It is [MASK] who needed her.,6.447324,subj
It is [MASK] who missed her.,7.054072,subj
It is [MASK] who love her.,1.0765188,subj
It is [MASK] who like her.,2.786037,subj
It is [MASK] who injured her.,8.227168,subj
It is [MASK] who hurt her.,5.583103,subj
It is [MASK] who hit her.,7.851853,subj
It is [MASK] who heard her.,7.4350986,subj
It is [MASK] who hate her.,1.4674114,subj
It is [MASK] who greeted her.,8.626433,subj
It is [MASK] who found her.,5.4853005,subj
It is [MASK] who feared her.,4.0694604,subj
It is [MASK] who drew her.,7.5243516,subj
It is [MASK] who called her.,8.287623,subj
It is [MASK] who avoided her.,6.3785915,subj
It is [MASK] who advised her.,8.638606,subj
It is [MASK] who admired her.,6.667125,subj
It was [MASK] who wanted him.,1.8249497,subj
It was [MASK] who valued him.,1.0786889,subj
It was [MASK] who trusted him.,2.1935472,subj
It was [MASK] who told him.,4.549527,subj
It was [MASK] who taught him.,2.685724,subj
It was [MASK] who stroke him.,4.5006876,subj
It was [MASK] who sent him.,3.0606306,subj
It was [MASK] who saw him.,4.250316,subj
It was [MASK] who respected him.,2.3298285,subj
It was [MASK] who pushed him.,2.6768265,subj
It was [MASK] who pulled him.,3.9549897,subj
It was [MASK] who pressed him.,3.8485978,subj
It was [MASK] who praised him.,3.1450248,subj
It was [MASK] who painted him.,1.9095992,subj
It was [MASK] who noticed him.,5.3538337,subj
It was [MASK] who needed him.,3.2011898,subj
It was [MASK] who missed him.,2.6932635,subj
It was [MASK] who loves him.,1.6398649,subj
It was [MASK] who likes him.,2.4980755,subj
It was [MASK] who injured him.,3.0570233,subj
It was [MASK] who hurt him.,2.5995917,subj
It was [MASK] who hit him.,4.2143655,subj
It was [MASK] who heard him.,5.1562905,subj
It was [MASK] who hates him.,2.4259248,subj
It was [MASK] who greeted him.,5.35692,subj
It was [MASK] who found him.,3.6832378,subj
It was [MASK] who feared him.,1.2186044,subj
It was [MASK] who drew him.,1.2652174,subj
It was [MASK] who called him.,3.7485926,subj
It was [MASK] who avoided him.,1.8751978,subj
It was [MASK] who advised him.,3.587614,subj
It was [MASK] who admired him.,1.506593,subj
It is [MASK] who wanted him.,1.5871826,subj
It is [MASK] who valued him.,1.6203778,subj
It is [MASK] who trusted him.,2.0779614,subj
It is [MASK] who told him.,2.784833,subj
It is [MASK] who taught him.,2.6998923,subj
It is [MASK] who stroke him.,7.1469755,subj
It is [MASK] who sent him.,2.8487744,subj
It is [MASK] who saw him.,2.2306833,subj
It is [MASK] who respected him.,2.4325633,subj
It is [MASK] who pushed him.,1.7419384,subj
It is [MASK] who pulled him.,2.1550226,subj
It is [MASK] who pressed him.,1.8605529,subj
It is [MASK] who praised him.,2.4855473,subj
It is [MASK] who painted him.,1.1495109,subj
It is [MASK] who noticed him.,2.4033294,subj
It is [MASK] who needed him.,2.9001272,subj
It is [MASK] who missed him.,2.2460515,subj
It is [MASK] who loves him.,0.9489532,subj
It is [MASK] who likes him.,1.4646833,subj
It is [MASK] who injured him.,2.4337425,subj
It is [MASK] who hurt him.,3.4356935,subj
It is [MASK] who hit him.,2.8086329,subj
It is [MASK] who heard him.,2.6333113,subj
It is [MASK] who hates him.,1.7424417,subj
It is [MASK] who greeted him.,2.7345614,subj
It is [MASK] who found him.,2.4994223,subj
It is [MASK] who feared him.,2.2311559,subj
It is [MASK] who drew him.,1.5193636,subj
It is [MASK] who called him.,2.2914457,subj
It is [MASK] who avoided him.,2.0182157,subj
It is [MASK] who advised him.,2.3320098,subj
It is [MASK] who admired him.,1.780572,subj
It was [MASK] who wanted her.,2.314576,subj
It was [MASK] who valued her.,1.3943422,subj
It was [MASK] who trusted her.,2.5895128,subj
It was [MASK] who told her.,4.5379252,subj
It was [MASK] who taught her.,2.5296543,subj
It was [MASK] who stroke her.,3.6189275,subj
It was [MASK] who sent her.,2.4903977,subj
It was [MASK] who saw her.,4.42928,subj
It was [MASK] who respected her.,2.820936,subj
It was [MASK] who pushed her.,3.4079356,subj
It was [MASK] who pulled her.,4.107436,subj
It was [MASK] who pressed her.,3.8564591,subj
It was [MASK] who praised her.,3.218474,subj
It was [MASK] who painted her.,1.7462782,subj
It was [MASK] who noticed her.,5.760062,subj
It was [MASK] who needed her.,3.4542663,subj
It was [MASK] who missed her.,3.1418169,subj
It was [MASK] who loves her.,1.8570019,subj
It was [MASK] who likes her.,3.2831826,subj
It was [MASK] who injured her.,2.435771,subj
It was [MASK] who hurt her.,2.6804018,subj
It was [MASK] who hit her.,4.1864567,subj
It was [MASK] who heard her.,4.8344345,subj
It was [MASK] who hates her.,3.4094627,subj
It was [MASK] who greeted her.,5.703763,subj
It was [MASK] who found her.,3.5854304,subj
It was [MASK] who feared her.,1.5885211,subj
It was [MASK] who drew her.,1.5140337,subj
It was [MASK] who called her.,3.9332018,subj
It was [MASK] who avoided her.,2.5409534,subj
It was [MASK] who advised her.,3.3261213,subj
It was [MASK] who admired her.,1.8703144,subj
It is [MASK] who wanted her.,1.0831361,subj
It is [MASK] who valued her.,1.0232878,subj
It is [MASK] who trusted her.,1.5973666,subj
It is [MASK] who told her.,2.2749045,subj
It is [MASK] who taught her.,1.7533419,subj
It is [MASK] who stroke her.,5.402372,subj
It is [MASK] who sent her.,2.0655863,subj
It is [MASK] who saw her.,1.4897714,subj
It is [MASK] who respected her.,1.5641782,subj
It is [MASK] who pushed her.,1.7086383,subj
It is [MASK] who pulled her.,1.5041248,subj
It is [MASK] who pressed her.,1.4380734,subj
It is [MASK] who praised her.,1.3656272,subj
It is [MASK] who painted her.,0.58767813,subj
It is [MASK] who noticed her.,2.3293533,subj
It is [MASK] who needed her.,2.3525858,subj
It is [MASK] who missed her.,1.668681,subj
It is [MASK] who loves her.,1.0887232,subj
It is [MASK] who likes her.,1.8989633,subj
It is [MASK] who injured her.,1.3365853,subj
It is [MASK] who hurt her.,2.4128406,subj
It is [MASK] who hit her.,2.1771848,subj
It is [MASK] who heard her.,1.5336885,subj
It is [MASK] who hates her.,2.4465547,subj
It is [MASK] who greeted her.,2.1460614,subj
It is [MASK] who found her.,1.7969745,subj
It is [MASK] who feared her.,1.2286067,subj
It is [MASK] who drew her.,1.1875722,subj
It is [MASK] who called her.,2.0159135,subj
It is [MASK] who avoided her.,1.2508681,subj
It is [MASK] who advised her.,1.2459468,subj
It is [MASK] who admired her.,1.164206,subj
