sen,sur,comp
It was [MASK] who called him.,3.7485926,who
It was [MASK] who drew her.,13.788788,who
It was [MASK] who drew her.,7.4865227,who
It was [MASK] who drew her.,9.864768,who
It was [MASK] who drew her.,4.1716113,who
It was [MASK] who drew her.,13.391678,who
It was [MASK] who drew her.,16.345411,who
It was [MASK] who drew her.,8.572203,who
It was [MASK] who drew her.,1.5140337,who
It was [MASK] who drew him.,3.7129035,who
It was [MASK] who drew him.,1.2652174,who
It was [MASK] who feared her.,13.581528,who
It was [MASK] who feared her.,9.2968025,who
It was [MASK] who feared her.,6.2917733,who
It was [MASK] who feared her.,4.480196,who
It was [MASK] who feared her.,12.391194,who
It was [MASK] who feared her.,18.493488,who
It was [MASK] who feared her.,4.266416,who
It was [MASK] who feared her.,1.5885211,who
It was [MASK] who feared him.,4.407841,who
It was [MASK] who feared him.,1.2186044,who
It was [MASK] who found her.,8.422847,who
It was [MASK] who found her.,4.393015,who
It was [MASK] who found her.,7.216092,who
It was [MASK] who found her.,4.884356,who
It was [MASK] who found her.,8.690757,who
It was [MASK] who found her.,17.03302,who
It was [MASK] who found her.,6.6107225,who
It was [MASK] who found her.,3.5854304,who
It was [MASK] who found him.,5.043113,who
It was [MASK] who found him.,3.6832378,who
It was [MASK] who greeted her.,14.1108885,who
It was [MASK] who greeted her.,9.012283,who
It was [MASK] who greeted her.,10.909946,who
It was [MASK] who greeted her.,6.864809,who
It was [MASK] who greeted her.,15.702632,who
It was [MASK] who greeted her.,15.494296,who
It was [MASK] who greeted her.,11.645224,who
It was [MASK] who greeted her.,5.703763,who
It was [MASK] who greeted him.,6.664234,who
It was [MASK] who greeted him.,5.35692,who
It was [MASK] who hate her.,8.96349,who
It was [MASK] who hate her.,3.5210426,who
It was [MASK] who hate her.,7.7926674,who
It was [MASK] who hate her.,2.212303,who
It was [MASK] who hates her.,4.327391,who
It was [MASK] who hates her.,4.571088,who
It was [MASK] who hates her.,16.292042,who
It was [MASK] who hates her.,3.4094627,who
It was [MASK] who hates him.,4.576685,who
It was [MASK] who hates him.,2.4259248,who
It was [MASK] who he admired.,4.1362686,who
It was [MASK] who he admired.,2.0379398,who
It was [MASK] who he advised.,3.9530728,who
It was [MASK] who he advised.,3.812624,who
It was [MASK] who he avoided.,4.0705433,who
It was [MASK] who he avoided.,2.5692124,who
It was [MASK] who he called.,4.6705217,who
It was [MASK] who he called.,5.6994753,who
It was [MASK] who he drew.,3.6715672,who
It was [MASK] who he drew.,5.375054,who
It was [MASK] who he feared.,3.6600897,who
It was [MASK] who he feared.,1.8248038,who
It was [MASK] who he found.,4.8426123,who
It was [MASK] who he found.,5.224078,who
It was [MASK] who he greeted.,5.853011,who
It was [MASK] who he greeted.,6.0601916,who
It was [MASK] who he hates.,5.4281716,who
It was [MASK] who he hates.,5.677763,who
It was [MASK] who he heard.,5.3497434,who
It was [MASK] who he heard.,6.1823525,who
It was [MASK] who he hit.,3.2386875,who
It was [MASK] who he hit.,6.2962723,who
It was [MASK] who he hurt.,2.3495362,who
It was [MASK] who he hurt.,4.5383677,who
It was [MASK] who he injured.,4.001314,who
It was [MASK] who he injured.,4.3655066,who
It was [MASK] who he likes.,5.4639673,who
It was [MASK] who he likes.,7.02922,who
It was [MASK] who he loves.,3.2666779,who
It was [MASK] who he loves.,3.8210268,who
It was [MASK] who he missed.,4.577287,who
It was [MASK] who he missed.,2.877705,who
It was [MASK] who he needed.,2.9126747,who
It was [MASK] who he needed.,3.4722028,who
It was [MASK] who he noticed.,5.007894,who
It was [MASK] who he noticed.,5.429169,who
It was [MASK] who he painted.,3.916862,who
It was [MASK] who he painted.,3.4785445,who
It was [MASK] who he praised.,4.592697,who
It was [MASK] who he praised.,2.5058877,who
It was [MASK] who he pressed.,4.1560903,who
It was [MASK] who he pressed.,5.5875087,who
It was [MASK] who he pulled.,3.8007421,who
It was [MASK] who he pulled.,5.2509055,who
It was [MASK] who he pushed.,2.9400582,who
It was [MASK] who he pushed.,4.2608395,who
It was [MASK] who he respected.,4.0849648,who
It was [MASK] who he respected.,2.6463258,who
It was [MASK] who he saw.,4.672906,who
It was [MASK] who he saw.,5.479642,who
It was [MASK] who he sent.,4.2317977,who
It was [MASK] who he sent.,4.389182,who
It was [MASK] who he stroke.,3.0609417,who
It was [MASK] who he stroke.,3.6774774,who
It was [MASK] who he taught.,4.5960307,who
It was [MASK] who he taught.,3.8339584,who
It was [MASK] who he told.,4.028584,who
It was [MASK] who he told.,4.3623085,who
It was [MASK] who he trusted.,4.183973,who
It was [MASK] who he trusted.,3.0710814,who
It was [MASK] who he valued.,2.5581884,who
It was [MASK] who he valued.,1.4719255,who
It was [MASK] who he wanted.,2.2966187,who
It was [MASK] who he wanted.,4.493116,who
It was [MASK] who heard her.,12.068963,who
It was [MASK] who heard her.,6.697788,who
It was [MASK] who heard her.,10.0323105,who
It was [MASK] who heard her.,5.83041,who
It was [MASK] who heard her.,13.826811,who
It was [MASK] who heard her.,16.198395,who
It was [MASK] who heard her.,10.746415,who
It was [MASK] who heard her.,4.8344345,who
It was [MASK] who heard him.,6.2344923,who
It was [MASK] who heard him.,5.1562905,who
It was [MASK] who hit her.,10.872301,who
It was [MASK] who hit her.,4.259007,who
It was [MASK] who hit her.,8.364536,who
It was [MASK] who hit her.,3.230524,who
It was [MASK] who hit her.,13.739291,who
It was [MASK] who hit her.,16.17148,who
It was [MASK] who hit her.,10.425771,who
It was [MASK] who hit her.,4.1864567,who
It was [MASK] who hit him.,4.0891123,who
It was [MASK] who hit him.,4.2143655,who
It was [MASK] who hurt her.,10.417811,who
It was [MASK] who hurt her.,4.442956,who
It was [MASK] who hurt her.,7.71031,who
It was [MASK] who hurt her.,3.5359585,who
It was [MASK] who hurt her.,10.982538,who
It was [MASK] who hurt her.,16.729958,who
It was [MASK] who hurt her.,7.441627,who
It was [MASK] who hurt her.,2.6804018,who
It was [MASK] who hurt him.,4.0554147,who
It was [MASK] who hurt him.,2.5995917,who
It was [MASK] who injured her.,9.611735,who
It was [MASK] who injured her.,3.9734259,who
It was [MASK] who injured her.,8.403817,who
It was [MASK] who injured her.,4.430924,who
It was [MASK] who injured her.,9.752059,who
It was [MASK] who injured her.,15.656866,who
It was [MASK] who injured her.,7.64878,who
It was [MASK] who injured her.,2.435771,who
It was [MASK] who injured him.,5.215728,who
It was [MASK] who injured him.,3.0570233,who
It was [MASK] who like her.,8.103636,who
It was [MASK] who like her.,5.0534954,who
It was [MASK] who like her.,6.6735067,who
It was [MASK] who like her.,3.868184,who
It was [MASK] who likes her.,4.436921,who
It was [MASK] who likes her.,4.1981544,who
It was [MASK] who likes her.,16.26977,who
It was [MASK] who likes her.,3.2831826,who
It was [MASK] who likes him.,4.551029,who
It was [MASK] who likes him.,2.4980755,who
It was [MASK] who love her.,9.037572,who
It was [MASK] who love her.,3.8408232,who
It was [MASK] who love her.,6.8339562,who
It was [MASK] who love her.,1.47152,who
It was [MASK] who loves her.,4.964949,who
It was [MASK] who loves her.,4.429861,who
It was [MASK] who loves her.,16.470781,who
It was [MASK] who loves her.,1.8570019,who
It was [MASK] who loves him.,4.57923,who
It was [MASK] who loves him.,1.6398649,who
It was [MASK] who missed her.,11.555455,who
It was [MASK] who missed her.,6.0320363,who
It was [MASK] who missed her.,9.222867,who
It was [MASK] who missed her.,4.889289,who
It was [MASK] who missed her.,11.120098,who
It was [MASK] who missed her.,16.77493,who
It was [MASK] who missed her.,8.455199,who
It was [MASK] who missed her.,3.1418169,who
It was [MASK] who missed him.,4.705578,who
It was [MASK] who missed him.,2.6932635,who
It was [MASK] who needed her.,11.363986,who
It was [MASK] who needed her.,6.868811,who
It was [MASK] who needed her.,8.156239,who
It was [MASK] who needed her.,4.397028,who
It was [MASK] who needed her.,12.072957,who
It was [MASK] who needed her.,17.946463,who
It was [MASK] who needed her.,8.396816,who
It was [MASK] who needed her.,3.4542663,who
It was [MASK] who needed him.,4.1928997,who
It was [MASK] who needed him.,3.2011898,who
It was [MASK] who noticed her.,12.705429,who
It was [MASK] who noticed her.,7.6934214,who
It was [MASK] who noticed her.,9.87852,who
It was [MASK] who noticed her.,6.147894,who
It was [MASK] who noticed her.,14.72948,who
It was [MASK] who noticed her.,16.313656,who
It was [MASK] who noticed her.,11.165594,who
It was [MASK] who noticed her.,5.760062,who
It was [MASK] who noticed him.,6.366153,who
It was [MASK] who noticed him.,5.3538337,who
It was [MASK] who painted her.,11.430018,who
It was [MASK] who painted her.,5.503357,who
It was [MASK] who painted her.,8.657874,who
It was [MASK] who painted her.,4.8293657,who
It was [MASK] who painted her.,10.272194,who
It was [MASK] who painted her.,16.248377,who
It was [MASK] who painted her.,6.336986,who
It was [MASK] who painted her.,1.7462782,who
It was [MASK] who painted him.,4.76666,who
It was [MASK] who painted him.,1.9095992,who
It was [MASK] who praised her.,11.320893,who
It was [MASK] who praised her.,6.0437746,who
It was [MASK] who praised her.,9.339756,who
It was [MASK] who praised her.,5.7278924,who
It was [MASK] who praised her.,10.596628,who
It was [MASK] who praised her.,16.645914,who
It was [MASK] who praised her.,8.046762,who
It was [MASK] who praised her.,3.218474,who
It was [MASK] who praised him.,5.8811684,who
It was [MASK] who praised him.,3.1450248,who
It was [MASK] who pressed her.,11.482097,who
It was [MASK] who pressed her.,5.587995,who
It was [MASK] who pressed her.,9.286324,who
It was [MASK] who pressed her.,4.832242,who
It was [MASK] who pressed her.,12.935885,who
It was [MASK] who pressed her.,16.23847,who
It was [MASK] who pressed her.,9.956152,who
It was [MASK] who pressed her.,3.8564591,who
It was [MASK] who pressed him.,5.2825036,who
It was [MASK] who pressed him.,3.8485978,who
It was [MASK] who pulled her.,11.690224,who
It was [MASK] who pulled her.,5.666994,who
It was [MASK] who pulled her.,9.642317,who
It was [MASK] who pulled her.,4.98252,who
It was [MASK] who pulled her.,13.365912,who
It was [MASK] who pulled her.,16.398457,who
It was [MASK] who pulled her.,10.219058,who
It was [MASK] who pulled her.,4.107436,who
It was [MASK] who pulled him.,5.209128,who
It was [MASK] who pulled him.,3.9549897,who
It was [MASK] who pushed her.,11.348612,who
It was [MASK] who pushed her.,5.1933556,who
It was [MASK] who pushed her.,8.741674,who
It was [MASK] who pushed her.,4.2874107,who
It was [MASK] who pushed her.,12.504222,who
It was [MASK] who pushed her.,16.744612,who
It was [MASK] who pushed her.,9.018283,who
It was [MASK] who pushed her.,3.4079356,who
It was [MASK] who pushed him.,4.240001,who
It was [MASK] who pushed him.,2.6768265,who
It was [MASK] who respected her.,12.887957,who
It was [MASK] who respected her.,8.3618765,who
It was [MASK] who respected her.,7.9542904,who
It was [MASK] who respected her.,4.5524035,who
It was [MASK] who respected her.,12.904822,who
It was [MASK] who respected her.,17.670444,who
It was [MASK] who respected her.,7.222912,who
It was [MASK] who respected her.,2.820936,who
It was [MASK] who respected him.,4.396684,who
It was [MASK] who respected him.,2.3298285,who
It was [MASK] who saw her.,11.214946,who
It was [MASK] who saw her.,5.9244194,who
It was [MASK] who saw her.,8.898127,who
It was [MASK] who saw her.,4.907142,who
It was [MASK] who saw her.,12.857341,who
It was [MASK] who saw her.,16.495459,who
It was [MASK] who saw her.,9.918675,who
It was [MASK] who saw her.,4.42928,who
It was [MASK] who saw him.,5.250102,who
It was [MASK] who saw him.,4.250316,who
It was [MASK] who sent her.,9.67888,who
It was [MASK] who sent her.,4.2933393,who
It was [MASK] who sent her.,8.980193,who
It was [MASK] who sent her.,5.1155643,who
It was [MASK] who sent her.,9.496798,who
It was [MASK] who sent her.,15.721637,who
It was [MASK] who sent her.,7.904457,who
It was [MASK] who sent her.,2.4903977,who
It was [MASK] who sent him.,5.4046745,who
It was [MASK] who sent him.,3.0606306,who
It was [MASK] who she admired.,16.493488,who
It was [MASK] who she admired.,10.79836,who
It was [MASK] who she admired.,10.266025,who
It was [MASK] who she admired.,4.1328254,who
It was [MASK] who she admired.,16.662813,who
It was [MASK] who she admired.,16.890507,who
It was [MASK] who she admired.,9.802595,who
It was [MASK] who she admired.,2.231367,who
It was [MASK] who she advised.,9.66418,who
It was [MASK] who she advised.,4.033689,who
It was [MASK] who she advised.,7.6863313,who
It was [MASK] who she advised.,3.8267107,who
It was [MASK] who she advised.,11.466197,who
It was [MASK] who she advised.,15.866903,who
It was [MASK] who she advised.,9.602876,who
It was [MASK] who she advised.,3.8133492,who
It was [MASK] who she avoided.,14.106831,who
It was [MASK] who she avoided.,8.168864,who
It was [MASK] who she avoided.,9.304882,who
It was [MASK] who she avoided.,4.056485,who
It was [MASK] who she avoided.,14.476409,who
It was [MASK] who she avoided.,15.654479,who
It was [MASK] who she avoided.,8.552021,who
It was [MASK] who she avoided.,2.8312438,who
It was [MASK] who she called.,12.192944,who
It was [MASK] who she called.,5.9944115,who
It was [MASK] who she called.,9.693415,who
It was [MASK] who she called.,4.05954,who
It was [MASK] who she called.,15.540628,who
It was [MASK] who she called.,13.730958,who
It was [MASK] who she called.,12.702652,who
It was [MASK] who she called.,5.3314695,who
It was [MASK] who she drew.,10.199011,who
It was [MASK] who she drew.,5.019982,who
It was [MASK] who she drew.,8.758077,who
It was [MASK] who she drew.,3.3783195,who
It was [MASK] who she drew.,13.16037,who
It was [MASK] who she drew.,14.698995,who
It was [MASK] who she drew.,11.20166,who
It was [MASK] who she drew.,4.838401,who
It was [MASK] who she feared.,16.389942,who
It was [MASK] who she feared.,10.676448,who
It was [MASK] who she feared.,9.887692,who
It was [MASK] who she feared.,3.7228959,who
It was [MASK] who she feared.,17.271168,who
It was [MASK] who she feared.,15.851334,who
It was [MASK] who she feared.,9.364483,who
It was [MASK] who she feared.,1.8170707,who
It was [MASK] who she found.,10.979935,who
It was [MASK] who she found.,5.64983,who
It was [MASK] who she found.,8.385336,who
It was [MASK] who she found.,4.163896,who
It was [MASK] who she found.,13.522827,who
It was [MASK] who she found.,14.08228,who
It was [MASK] who she found.,10.465469,who
It was [MASK] who she found.,4.843816,who
It was [MASK] who she greeted.,13.022741,who
It was [MASK] who she greeted.,7.4525423,who
It was [MASK] who she greeted.,10.382281,who
It was [MASK] who she greeted.,5.3460445,who
It was [MASK] who she greeted.,15.954882,who
It was [MASK] who she greeted.,14.359143,who
It was [MASK] who she greeted.,12.54155,who
It was [MASK] who she greeted.,5.6382256,who
It was [MASK] who she hates.,8.367443,who
It was [MASK] who she hates.,2.8869462,who
It was [MASK] who she hates.,9.381588,who
It was [MASK] who she hates.,4.990392,who
It was [MASK] who she hates.,10.235851,who
It was [MASK] who she hates.,13.771344,who
It was [MASK] who she hates.,10.401499,who
It was [MASK] who she hates.,5.503568,who
It was [MASK] who she heard.,13.339375,who
It was [MASK] who she heard.,7.3861957,who
It was [MASK] who she heard.,9.430267,who
It was [MASK] who she heard.,3.9355645,who
It was [MASK] who she heard.,17.686884,who
It was [MASK] who she heard.,14.375868,who
It was [MASK] who she heard.,12.598096,who
It was [MASK] who she heard.,5.3201103,who
It was [MASK] who she hit.,9.710766,who
It was [MASK] who she hit.,4.2603636,who
It was [MASK] who she hit.,7.8535013,who
It was [MASK] who she hit.,2.3681636,who
It was [MASK] who she hit.,14.324181,who
It was [MASK] who she hit.,15.256045,who
It was [MASK] who she hit.,12.08919,who
It was [MASK] who she hit.,5.695395,who
It was [MASK] who she hurt.,10.98019,who
It was [MASK] who she hurt.,4.5429697,who
It was [MASK] who she hurt.,7.9301496,who
It was [MASK] who she hurt.,2.3203645,who
It was [MASK] who she hurt.,13.353174,who
It was [MASK] who she hurt.,15.637617,who
It was [MASK] who she hurt.,10.209249,who
It was [MASK] who she hurt.,3.9578767,who
It was [MASK] who she injured.,8.9952545,who
It was [MASK] who she injured.,3.6274683,who
It was [MASK] who she injured.,8.301046,who
It was [MASK] who she injured.,3.1347015,who
It was [MASK] who she injured.,11.354882,who
It was [MASK] who she injured.,14.693802,who
It was [MASK] who she injured.,9.954559,who
It was [MASK] who she injured.,3.4501328,who
It was [MASK] who she likes.,9.4845915,who
It was [MASK] who she likes.,3.9817457,who
It was [MASK] who she likes.,9.53635,who
It was [MASK] who she likes.,5.371111,who
It was [MASK] who she likes.,11.464857,who
It was [MASK] who she likes.,14.872004,who
It was [MASK] who she likes.,11.800479,who
It was [MASK] who she likes.,6.684177,who
It was [MASK] who she loves.,8.713868,who
It was [MASK] who she loves.,3.2848816,who
It was [MASK] who she loves.,9.819314,who
It was [MASK] who she loves.,3.6651545,who
It was [MASK] who she loves.,10.189702,who
It was [MASK] who she loves.,14.466521,who
It was [MASK] who she loves.,10.914549,who
It was [MASK] who she loves.,4.3275366,who
It was [MASK] who she missed.,15.5590315,who
It was [MASK] who she missed.,9.827578,who
It was [MASK] who she missed.,10.500796,who
It was [MASK] who she missed.,4.7448688,who
It was [MASK] who she missed.,16.074392,who
It was [MASK] who she missed.,15.601189,who
It was [MASK] who she missed.,9.938327,who
It was [MASK] who she missed.,3.0767002,who
It was [MASK] who she needed.,15.262536,who
It was [MASK] who she needed.,8.583862,who
It was [MASK] who she needed.,9.986832,who
It was [MASK] who she needed.,3.2881825,who
It was [MASK] who she needed.,16.347586,who
It was [MASK] who she needed.,17.139614,who
It was [MASK] who she needed.,10.856931,who
It was [MASK] who she needed.,3.166927,who
It was [MASK] who she noticed.,12.84417,who
It was [MASK] who she noticed.,7.1494937,who
It was [MASK] who she noticed.,10.1616535,who
It was [MASK] who she noticed.,4.551301,who
It was [MASK] who she noticed.,16.506065,who
It was [MASK] who she noticed.,14.742649,who
It was [MASK] who she noticed.,12.834048,who
It was [MASK] who she noticed.,5.4531484,who
It was [MASK] who she painted.,9.564553,who
It was [MASK] who she painted.,3.9918547,who
It was [MASK] who she painted.,8.165761,who
It was [MASK] who she painted.,4.278542,who
It was [MASK] who she painted.,10.447633,who
It was [MASK] who she painted.,14.697268,who
It was [MASK] who she painted.,8.859908,who
It was [MASK] who she painted.,4.227096,who
It was [MASK] who she praised.,11.914289,who
It was [MASK] who she praised.,6.017346,who
It was [MASK] who she praised.,9.386599,who
It was [MASK] who she praised.,4.6034675,who
It was [MASK] who she praised.,11.711464,who
It was [MASK] who she praised.,15.775625,who
It was [MASK] who she praised.,8.63666,who
It was [MASK] who she praised.,2.4578183,who
It was [MASK] who she pressed.,11.090961,who
It was [MASK] who she pressed.,3.9934018,who
It was [MASK] who she pressed.,9.325835,who
It was [MASK] who she pressed.,3.738307,who
It was [MASK] who she pressed.,14.516948,who
It was [MASK] who she pressed.,14.630539,who
It was [MASK] who she pressed.,12.612809,who
It was [MASK] who she pressed.,4.941316,who
It was [MASK] who she pulled.,10.464047,who
It was [MASK] who she pulled.,4.49337,who
It was [MASK] who she pulled.,9.010753,who
It was [MASK] who she pulled.,3.4341524,who
It was [MASK] who she pulled.,14.062222,who
It was [MASK] who she pulled.,14.905726,who
It was [MASK] who she pulled.,11.858116,who
It was [MASK] who she pulled.,4.752524,who
It was [MASK] who she pushed.,10.980944,who
It was [MASK] who she pushed.,4.27835,who
It was [MASK] who she pushed.,8.608101,who
It was [MASK] who she pushed.,2.8555655,who
It was [MASK] who she pushed.,13.430682,who
It was [MASK] who she pushed.,15.741358,who
It was [MASK] who she pushed.,10.8892565,who
It was [MASK] who she pushed.,3.8872392,who
It was [MASK] who she respected.,15.831965,who
It was [MASK] who she respected.,10.197269,who
It was [MASK] who she respected.,9.791997,who
It was [MASK] who she respected.,3.9729555,who
It was [MASK] who she respected.,16.272,who
It was [MASK] who she respected.,16.803549,who
It was [MASK] who she respected.,9.5024395,who
It was [MASK] who she respected.,2.2913973,who
It was [MASK] who she saw.,12.730114,who
It was [MASK] who she saw.,7.187511,who
It was [MASK] who she saw.,9.345645,who
It was [MASK] who she saw.,3.7766643,who
It was [MASK] who she saw.,16.65509,who
It was [MASK] who she saw.,14.602294,who
It was [MASK] who she saw.,12.448665,who
It was [MASK] who she saw.,5.2516756,who
It was [MASK] who she sent.,10.717986,who
It was [MASK] who she sent.,5.2151947,who
It was [MASK] who she sent.,8.486057,who
It was [MASK] who she sent.,3.6252723,who
It was [MASK] who she sent.,13.169075,who
It was [MASK] who she sent.,13.395137,who
It was [MASK] who she sent.,10.503802,who
It was [MASK] who she sent.,3.8774426,who
It was [MASK] who she stroke.,11.244962,who
It was [MASK] who she stroke.,5.514433,who
It was [MASK] who she stroke.,6.937898,who
It was [MASK] who she stroke.,2.9397275,who
It was [MASK] who she stroke.,11.057491,who
It was [MASK] who she stroke.,14.741552,who
It was [MASK] who she stroke.,7.0975895,who
It was [MASK] who she stroke.,2.851576,who
It was [MASK] who she taught.,10.638003,who
It was [MASK] who she taught.,5.5214944,who
It was [MASK] who she taught.,7.287534,who
It was [MASK] who she taught.,5.0012236,who
It was [MASK] who she taught.,10.531829,who
It was [MASK] who she taught.,15.774222,who
It was [MASK] who she taught.,7.17549,who
It was [MASK] who she taught.,3.785756,who
It was [MASK] who she told.,10.8347435,who
It was [MASK] who she told.,4.8848658,who
It was [MASK] who she told.,7.345728,who
It was [MASK] who she told.,3.3821783,who
It was [MASK] who she told.,12.304845,who
It was [MASK] who she told.,15.2162695,who
It was [MASK] who she told.,9.022859,who
It was [MASK] who she told.,3.264791,who
It was [MASK] who she trusted.,16.15824,who
It was [MASK] who she trusted.,10.107608,who
It was [MASK] who she trusted.,9.36349,who
It was [MASK] who she trusted.,3.702164,who
It was [MASK] who she trusted.,16.87044,who
It was [MASK] who she trusted.,16.773617,who
It was [MASK] who she trusted.,9.515692,who
It was [MASK] who she trusted.,2.3631394,who
It was [MASK] who she valued.,15.813152,who
It was [MASK] who she valued.,9.809321,who
It was [MASK] who she valued.,9.562073,who
It was [MASK] who she valued.,3.2408803,who
It was [MASK] who she valued.,16.22959,who
It was [MASK] who she valued.,18.283659,who
It was [MASK] who she valued.,9.321597,who
It was [MASK] who she valued.,1.9427655,who
It was [MASK] who she wanted.,14.442228,who
It was [MASK] who she wanted.,7.6711545,who
It was [MASK] who she wanted.,9.499223,who
It was [MASK] who she wanted.,2.9537292,who
It was [MASK] who she wanted.,17.03196,who
It was [MASK] who she wanted.,17.382277,who
It was [MASK] who she wanted.,12.31289,who
It was [MASK] who she wanted.,4.6090374,who
It was [MASK] who stroke her.,11.961819,who
It was [MASK] who stroke her.,8.362108,who
It was [MASK] who stroke her.,4.75879,who
It was [MASK] who stroke her.,4.9380164,who
It was [MASK] who stroke her.,10.011855,who
It was [MASK] who stroke her.,17.142076,who
It was [MASK] who stroke her.,2.1793516,who
It was [MASK] who stroke her.,3.6189275,who
It was [MASK] who stroke him.,5.1236377,who
It was [MASK] who stroke him.,4.5006876,who
It was [MASK] who taught her.,10.834937,who
It was [MASK] who taught her.,5.655532,who
It was [MASK] who taught her.,9.500453,who
It was [MASK] who taught her.,5.2402678,who
It was [MASK] who taught her.,10.042668,who
It was [MASK] who taught her.,16.615719,who
It was [MASK] who taught her.,7.6970186,who
It was [MASK] who taught her.,2.5296543,who
It was [MASK] who taught him.,4.9691563,who
It was [MASK] who taught him.,2.685724,who
It was [MASK] who told her.,11.657419,who
It was [MASK] who told her.,5.3747745,who
It was [MASK] who told her.,10.859842,who
It was [MASK] who told her.,6.067164,who
It was [MASK] who told her.,12.42626,who
It was [MASK] who told her.,16.081686,who
It was [MASK] who told her.,11.08041,who
It was [MASK] who told her.,4.5379252,who
It was [MASK] who told him.,6.012956,who
It was [MASK] who told him.,4.549527,who
It was [MASK] who trusted her.,13.013058,who
It was [MASK] who trusted her.,7.9824615,who
It was [MASK] who trusted her.,9.106656,who
It was [MASK] who trusted her.,4.980016,who
It was [MASK] who trusted her.,12.860893,who
It was [MASK] who trusted her.,17.370646,who
It was [MASK] who trusted her.,8.131192,who
It was [MASK] who trusted her.,2.5895128,who
It was [MASK] who trusted him.,4.827408,who
It was [MASK] who trusted him.,2.1935472,who
It was [MASK] who valued her.,13.428601,who
It was [MASK] who valued her.,7.8123455,who
It was [MASK] who valued her.,9.122714,who
It was [MASK] who valued her.,4.4630136,who
It was [MASK] who valued her.,12.823411,who
It was [MASK] who valued her.,18.30255,who
It was [MASK] who valued her.,7.446541,who
It was [MASK] who valued her.,1.3943422,who
It was [MASK] who valued him.,4.3196425,who
It was [MASK] who valued him.,1.0786889,who
It was [MASK] who wanted her.,12.413365,who
It was [MASK] who wanted her.,6.8693967,who
It was [MASK] who wanted her.,8.216034,who
It was [MASK] who wanted her.,3.347951,who
It was [MASK] who wanted her.,13.582259,who
It was [MASK] who wanted her.,18.080885,who
It was [MASK] who wanted her.,8.369217,who
It was [MASK] who wanted her.,2.314576,who
It was [MASK] who wanted him.,3.3586206,who
It was [MASK] who wanted him.,1.8249497,who
