idx,sen,sur,case,gap,per,comp,order.gap,order.comp
638,It is [MASK] that avoided her.,4.872296,ACC,subj,3rd-sing-m,that,2,1
639,It is [MASK] that advised her.,5.368284,ACC,subj,3rd-sing-m,that,2,1
640,It is [MASK] that admired her.,4.027828,ACC,subj,3rd-sing-m,that,2,1
641,It was [MASK] who she wanted.,14.442228,ACC,obj,1st-plr,who,1,2
642,It was [MASK] who she valued.,15.813152,ACC,obj,1st-plr,who,1,2
643,It was [MASK] who she trusted.,16.15824,ACC,obj,1st-plr,who,1,2
644,It was [MASK] who she told.,10.8347435,ACC,obj,1st-plr,who,1,2
645,It was [MASK] who she taught.,10.638003,ACC,obj,1st-plr,who,1,2
646,It was [MASK] who she stroke.,11.244962,ACC,obj,1st-plr,who,1,2
647,It was [MASK] who she sent.,10.717986,ACC,obj,1st-plr,who,1,2
648,It was [MASK] who she saw.,12.730114,ACC,obj,1st-plr,who,1,2
649,It was [MASK] who she respected.,15.831965,ACC,obj,1st-plr,who,1,2
650,It was [MASK] who she pushed.,10.980944,ACC,obj,1st-plr,who,1,2
651,It was [MASK] who she pulled.,10.464047,ACC,obj,1st-plr,who,1,2
652,It was [MASK] who she pressed.,11.090961,ACC,obj,1st-plr,who,1,2
653,It was [MASK] who she praised.,11.914289,ACC,obj,1st-plr,who,1,2
654,It was [MASK] who she painted.,9.564553,ACC,obj,1st-plr,who,1,2
655,It was [MASK] who she noticed.,12.84417,ACC,obj,1st-plr,who,1,2
656,It was [MASK] who she needed.,15.262536,ACC,obj,1st-plr,who,1,2
657,It was [MASK] who she missed.,15.5590315,ACC,obj,1st-plr,who,1,2
658,It was [MASK] who she loves.,8.713868,ACC,obj,1st-plr,who,1,2
659,It was [MASK] who she likes.,9.4845915,ACC,obj,1st-plr,who,1,2
660,It was [MASK] who she injured.,8.9952545,ACC,obj,1st-plr,who,1,2
661,It was [MASK] who she hurt.,10.98019,ACC,obj,1st-plr,who,1,2
662,It was [MASK] who she hit.,9.710766,ACC,obj,1st-plr,who,1,2
663,It was [MASK] who she heard.,13.339375,ACC,obj,1st-plr,who,1,2
664,It was [MASK] who she hates.,8.367443,ACC,obj,1st-plr,who,1,2
665,It was [MASK] who she greeted.,13.022741,ACC,obj,1st-plr,who,1,2
666,It was [MASK] who she found.,10.979935,ACC,obj,1st-plr,who,1,2
667,It was [MASK] who she feared.,16.389942,ACC,obj,1st-plr,who,1,2
668,It was [MASK] who she drew.,10.199011,ACC,obj,1st-plr,who,1,2
669,It was [MASK] who she called.,12.192944,ACC,obj,1st-plr,who,1,2
670,It was [MASK] who she avoided.,14.106831,ACC,obj,1st-plr,who,1,2
671,It was [MASK] who she advised.,9.66418,ACC,obj,1st-plr,who,1,2
672,It was [MASK] who she admired.,16.493488,ACC,obj,1st-plr,who,1,2
673,It is [MASK] who she wanted.,12.045672,ACC,obj,1st-plr,who,1,2
674,It is [MASK] who she valued.,11.786475,ACC,obj,1st-plr,who,1,2
675,It is [MASK] who she trusted.,11.549439,ACC,obj,1st-plr,who,1,2
676,It is [MASK] who she told.,8.35137,ACC,obj,1st-plr,who,1,2
677,It is [MASK] who she taught.,7.4850082,ACC,obj,1st-plr,who,1,2
678,It is [MASK] who she stroke.,8.544558,ACC,obj,1st-plr,who,1,2
679,It is [MASK] who she sent.,6.7875533,ACC,obj,1st-plr,who,1,2
680,It is [MASK] who she saw.,9.677333,ACC,obj,1st-plr,who,1,2
681,It is [MASK] who she respected.,11.283681,ACC,obj,1st-plr,who,1,2
682,It is [MASK] who she pushed.,8.195237,ACC,obj,1st-plr,who,1,2
683,It is [MASK] who she pulled.,7.7341614,ACC,obj,1st-plr,who,1,2
684,It is [MASK] who she pressed.,8.135384,ACC,obj,1st-plr,who,1,2
685,It is [MASK] who she praised.,9.928086,ACC,obj,1st-plr,who,1,2
686,It is [MASK] who she painted.,11.401863,ACC,obj,1st-plr,who,1,2
687,It is [MASK] who she noticed.,10.1818905,ACC,obj,1st-plr,who,1,2
688,It is [MASK] who she needed.,11.603981,ACC,obj,1st-plr,who,1,2
689,It is [MASK] who she missed.,13.575285,ACC,obj,1st-plr,who,1,2
690,It is [MASK] who she loves.,10.504895,ACC,obj,1st-plr,who,1,2
691,It is [MASK] who she likes.,10.888128,ACC,obj,1st-plr,who,1,2
692,It is [MASK] who she injured.,10.011824,ACC,obj,1st-plr,who,1,2
693,It is [MASK] who she hurt.,7.8529987,ACC,obj,1st-plr,who,1,2
694,It is [MASK] who she hit.,7.811397,ACC,obj,1st-plr,who,1,2
695,It is [MASK] who she heard.,11.241395,ACC,obj,1st-plr,who,1,2
696,It is [MASK] who she hates.,10.1235695,ACC,obj,1st-plr,who,1,2
697,It is [MASK] who she greeted.,9.145499,ACC,obj,1st-plr,who,1,2
698,It is [MASK] who she found.,8.402108,ACC,obj,1st-plr,who,1,2
699,It is [MASK] who she feared.,12.751538,ACC,obj,1st-plr,who,1,2
700,It is [MASK] who she drew.,8.47222,ACC,obj,1st-plr,who,1,2
701,It is [MASK] who she called.,8.2853565,ACC,obj,1st-plr,who,1,2
702,It is [MASK] who she avoided.,10.364299,ACC,obj,1st-plr,who,1,2
703,It is [MASK] who she advised.,7.8320155,ACC,obj,1st-plr,who,1,2
704,It is [MASK] who she admired.,12.143088,ACC,obj,1st-plr,who,1,2
705,It was [MASK] who she wanted.,7.6711545,ACC,obj,1st-sing,who,1,2
706,It was [MASK] who she valued.,9.809321,ACC,obj,1st-sing,who,1,2
707,It was [MASK] who she trusted.,10.107608,ACC,obj,1st-sing,who,1,2
708,It was [MASK] who she told.,4.8848658,ACC,obj,1st-sing,who,1,2
709,It was [MASK] who she taught.,5.5214944,ACC,obj,1st-sing,who,1,2
710,It was [MASK] who she stroke.,5.514433,ACC,obj,1st-sing,who,1,2
711,It was [MASK] who she sent.,5.2151947,ACC,obj,1st-sing,who,1,2
712,It was [MASK] who she saw.,7.187511,ACC,obj,1st-sing,who,1,2
713,It was [MASK] who she respected.,10.197269,ACC,obj,1st-sing,who,1,2
714,It was [MASK] who she pushed.,4.27835,ACC,obj,1st-sing,who,1,2
715,It was [MASK] who she pulled.,4.49337,ACC,obj,1st-sing,who,1,2
716,It was [MASK] who she pressed.,3.9934018,ACC,obj,1st-sing,who,1,2
717,It was [MASK] who she praised.,6.017346,ACC,obj,1st-sing,who,1,2
718,It was [MASK] who she painted.,3.9918547,ACC,obj,1st-sing,who,1,2
719,It was [MASK] who she noticed.,7.1494937,ACC,obj,1st-sing,who,1,2
720,It was [MASK] who she needed.,8.583862,ACC,obj,1st-sing,who,1,2
721,It was [MASK] who she missed.,9.827578,ACC,obj,1st-sing,who,1,2
722,It was [MASK] who she loves.,3.2848816,ACC,obj,1st-sing,who,1,2
723,It was [MASK] who she likes.,3.9817457,ACC,obj,1st-sing,who,1,2
724,It was [MASK] who she injured.,3.6274683,ACC,obj,1st-sing,who,1,2
725,It was [MASK] who she hurt.,4.5429697,ACC,obj,1st-sing,who,1,2
726,It was [MASK] who she hit.,4.2603636,ACC,obj,1st-sing,who,1,2
727,It was [MASK] who she heard.,7.3861957,ACC,obj,1st-sing,who,1,2
728,It was [MASK] who she hates.,2.8869462,ACC,obj,1st-sing,who,1,2
729,It was [MASK] who she greeted.,7.4525423,ACC,obj,1st-sing,who,1,2
730,It was [MASK] who she found.,5.64983,ACC,obj,1st-sing,who,1,2
731,It was [MASK] who she feared.,10.676448,ACC,obj,1st-sing,who,1,2
732,It was [MASK] who she drew.,5.019982,ACC,obj,1st-sing,who,1,2
733,It was [MASK] who she called.,5.9944115,ACC,obj,1st-sing,who,1,2
734,It was [MASK] who she avoided.,8.168864,ACC,obj,1st-sing,who,1,2
735,It was [MASK] who she advised.,4.033689,ACC,obj,1st-sing,who,1,2
736,It was [MASK] who she admired.,10.79836,ACC,obj,1st-sing,who,1,2
737,It is [MASK] who she wanted.,7.0123367,ACC,obj,1st-sing,who,1,2
738,It is [MASK] who she valued.,7.1482215,ACC,obj,1st-sing,who,1,2
739,It is [MASK] who she trusted.,6.8964763,ACC,obj,1st-sing,who,1,2
740,It is [MASK] who she told.,3.4287076,ACC,obj,1st-sing,who,1,2
741,It is [MASK] who she taught.,3.3364258,ACC,obj,1st-sing,who,1,2
742,It is [MASK] who she stroke.,4.3748016,ACC,obj,1st-sing,who,1,2
743,It is [MASK] who she sent.,2.6545792,ACC,obj,1st-sing,who,1,2
744,It is [MASK] who she saw.,4.97316,ACC,obj,1st-sing,who,1,2
745,It is [MASK] who she respected.,6.3494596,ACC,obj,1st-sing,who,1,2
746,It is [MASK] who she pushed.,2.9398246,ACC,obj,1st-sing,who,1,2
747,It is [MASK] who she pulled.,3.2243958,ACC,obj,1st-sing,who,1,2
748,It is [MASK] who she pressed.,2.687554,ACC,obj,1st-sing,who,1,2
749,It is [MASK] who she praised.,4.625579,ACC,obj,1st-sing,who,1,2
750,It is [MASK] who she painted.,8.631126,ACC,obj,1st-sing,who,1,2
751,It is [MASK] who she noticed.,5.0262094,ACC,obj,1st-sing,who,1,2
752,It is [MASK] who she needed.,5.9279227,ACC,obj,1st-sing,who,1,2
753,It is [MASK] who she missed.,8.019154,ACC,obj,1st-sing,who,1,2
754,It is [MASK] who she loves.,5.7960954,ACC,obj,1st-sing,who,1,2
755,It is [MASK] who she likes.,5.3581576,ACC,obj,1st-sing,who,1,2
756,It is [MASK] who she injured.,7.4566913,ACC,obj,1st-sing,who,1,2
757,It is [MASK] who she hurt.,3.072891,ACC,obj,1st-sing,who,1,2
758,It is [MASK] who she hit.,3.218496,ACC,obj,1st-sing,who,1,2
759,It is [MASK] who she heard.,7.007974,ACC,obj,1st-sing,who,1,2
760,It is [MASK] who she hates.,4.996933,ACC,obj,1st-sing,who,1,2
761,It is [MASK] who she greeted.,3.9491265,ACC,obj,1st-sing,who,1,2
762,It is [MASK] who she found.,4.5858045,ACC,obj,1st-sing,who,1,2
763,It is [MASK] who she feared.,7.685141,ACC,obj,1st-sing,who,1,2
764,It is [MASK] who she drew.,4.2556634,ACC,obj,1st-sing,who,1,2
765,It is [MASK] who she called.,3.3023672,ACC,obj,1st-sing,who,1,2
766,It is [MASK] who she avoided.,5.276677,ACC,obj,1st-sing,who,1,2
767,It is [MASK] who she advised.,3.1774461,ACC,obj,1st-sing,who,1,2
768,It is [MASK] who she admired.,6.9827933,ACC,obj,1st-sing,who,1,2
769,It was [MASK] who she wanted.,9.499223,ACC,obj,3rd-plr,who,1,2
770,It was [MASK] who she valued.,9.562073,ACC,obj,3rd-plr,who,1,2
771,It was [MASK] who she trusted.,9.36349,ACC,obj,3rd-plr,who,1,2
772,It was [MASK] who she told.,7.345728,ACC,obj,3rd-plr,who,1,2
773,It was [MASK] who she taught.,7.287534,ACC,obj,3rd-plr,who,1,2
774,It was [MASK] who she stroke.,6.937898,ACC,obj,3rd-plr,who,1,2
775,It was [MASK] who she sent.,8.486057,ACC,obj,3rd-plr,who,1,2
776,It was [MASK] who she saw.,9.345645,ACC,obj,3rd-plr,who,1,2
777,It was [MASK] who she respected.,9.791997,ACC,obj,3rd-plr,who,1,2
778,It was [MASK] who she pushed.,8.608101,ACC,obj,3rd-plr,who,1,2
779,It was [MASK] who she pulled.,9.010753,ACC,obj,3rd-plr,who,1,2
780,It was [MASK] who she pressed.,9.325835,ACC,obj,3rd-plr,who,1,2
781,It was [MASK] who she praised.,9.386599,ACC,obj,3rd-plr,who,1,2
782,It was [MASK] who she painted.,8.165761,ACC,obj,3rd-plr,who,1,2
783,It was [MASK] who she noticed.,10.1616535,ACC,obj,3rd-plr,who,1,2
784,It was [MASK] who she needed.,9.986832,ACC,obj,3rd-plr,who,1,2
785,It was [MASK] who she missed.,10.500796,ACC,obj,3rd-plr,who,1,2
786,It was [MASK] who she loves.,9.819314,ACC,obj,3rd-plr,who,1,2
787,It was [MASK] who she likes.,9.53635,ACC,obj,3rd-plr,who,1,2
788,It was [MASK] who she injured.,8.301046,ACC,obj,3rd-plr,who,1,2
789,It was [MASK] who she hurt.,7.9301496,ACC,obj,3rd-plr,who,1,2
790,It was [MASK] who she hit.,7.8535013,ACC,obj,3rd-plr,who,1,2
791,It was [MASK] who she heard.,9.430267,ACC,obj,3rd-plr,who,1,2
792,It was [MASK] who she hates.,9.381588,ACC,obj,3rd-plr,who,1,2
793,It was [MASK] who she greeted.,10.382281,ACC,obj,3rd-plr,who,1,2
794,It was [MASK] who she found.,8.385336,ACC,obj,3rd-plr,who,1,2
795,It was [MASK] who she feared.,9.887692,ACC,obj,3rd-plr,who,1,2
796,It was [MASK] who she drew.,8.758077,ACC,obj,3rd-plr,who,1,2
797,It was [MASK] who she called.,9.693415,ACC,obj,3rd-plr,who,1,2
798,It was [MASK] who she avoided.,9.304882,ACC,obj,3rd-plr,who,1,2
799,It was [MASK] who she advised.,7.6863313,ACC,obj,3rd-plr,who,1,2
800,It was [MASK] who she admired.,10.266025,ACC,obj,3rd-plr,who,1,2
801,It is [MASK] who she wanted.,9.933293,ACC,obj,3rd-plr,who,1,2
802,It is [MASK] who she valued.,9.201257,ACC,obj,3rd-plr,who,1,2
803,It is [MASK] who she trusted.,8.514285,ACC,obj,3rd-plr,who,1,2
804,It is [MASK] who she told.,8.671427,ACC,obj,3rd-plr,who,1,2
805,It is [MASK] who she taught.,8.668786,ACC,obj,3rd-plr,who,1,2
806,It is [MASK] who she stroke.,7.2460055,ACC,obj,3rd-plr,who,1,2
807,It is [MASK] who she sent.,8.958819,ACC,obj,3rd-plr,who,1,2
808,It is [MASK] who she saw.,9.190639,ACC,obj,3rd-plr,who,1,2
809,It is [MASK] who she respected.,9.070436,ACC,obj,3rd-plr,who,1,2
810,It is [MASK] who she pushed.,8.800055,ACC,obj,3rd-plr,who,1,2
811,It is [MASK] who she pulled.,8.741298,ACC,obj,3rd-plr,who,1,2
812,It is [MASK] who she pressed.,9.587155,ACC,obj,3rd-plr,who,1,2
813,It is [MASK] who she praised.,9.383576,ACC,obj,3rd-plr,who,1,2
814,It is [MASK] who she painted.,13.010441,ACC,obj,3rd-plr,who,1,2
815,It is [MASK] who she noticed.,9.962595,ACC,obj,3rd-plr,who,1,2
816,It is [MASK] who she needed.,9.265937,ACC,obj,3rd-plr,who,1,2
817,It is [MASK] who she missed.,10.440725,ACC,obj,3rd-plr,who,1,2
818,It is [MASK] who she loves.,9.980905,ACC,obj,3rd-plr,who,1,2
819,It is [MASK] who she likes.,9.943271,ACC,obj,3rd-plr,who,1,2
820,It is [MASK] who she injured.,10.001766,ACC,obj,3rd-plr,who,1,2
821,It is [MASK] who she hurt.,8.0595,ACC,obj,3rd-plr,who,1,2
822,It is [MASK] who she hit.,7.71524,ACC,obj,3rd-plr,who,1,2
823,It is [MASK] who she heard.,11.354467,ACC,obj,3rd-plr,who,1,2
824,It is [MASK] who she hates.,9.269169,ACC,obj,3rd-plr,who,1,2
825,It is [MASK] who she greeted.,10.022479,ACC,obj,3rd-plr,who,1,2
826,It is [MASK] who she found.,8.220587,ACC,obj,3rd-plr,who,1,2
827,It is [MASK] who she feared.,9.84574,ACC,obj,3rd-plr,who,1,2
828,It is [MASK] who she drew.,9.6055565,ACC,obj,3rd-plr,who,1,2
829,It is [MASK] who she called.,9.630813,ACC,obj,3rd-plr,who,1,2
830,It is [MASK] who she avoided.,9.613586,ACC,obj,3rd-plr,who,1,2
831,It is [MASK] who she advised.,9.568739,ACC,obj,3rd-plr,who,1,2
832,It is [MASK] who she admired.,9.814621,ACC,obj,3rd-plr,who,1,2
833,It was [MASK] who he wanted.,2.2966187,ACC,obj,3rd-sing-f,who,1,2
834,It was [MASK] who he valued.,2.5581884,ACC,obj,3rd-sing-f,who,1,2
835,It was [MASK] who he trusted.,4.183973,ACC,obj,3rd-sing-f,who,1,2
836,It was [MASK] who he told.,4.028584,ACC,obj,3rd-sing-f,who,1,2
837,It was [MASK] who he taught.,4.5960307,ACC,obj,3rd-sing-f,who,1,2
838,It was [MASK] who he stroke.,3.0609417,ACC,obj,3rd-sing-f,who,1,2
839,It was [MASK] who he sent.,4.2317977,ACC,obj,3rd-sing-f,who,1,2
840,It was [MASK] who he saw.,4.672906,ACC,obj,3rd-sing-f,who,1,2
841,It was [MASK] who he respected.,4.0849648,ACC,obj,3rd-sing-f,who,1,2
842,It was [MASK] who he pushed.,2.9400582,ACC,obj,3rd-sing-f,who,1,2
843,It was [MASK] who he pulled.,3.8007421,ACC,obj,3rd-sing-f,who,1,2
844,It was [MASK] who he pressed.,4.1560903,ACC,obj,3rd-sing-f,who,1,2
845,It was [MASK] who he praised.,4.592697,ACC,obj,3rd-sing-f,who,1,2
846,It was [MASK] who he painted.,3.916862,ACC,obj,3rd-sing-f,who,1,2
847,It was [MASK] who he noticed.,5.007894,ACC,obj,3rd-sing-f,who,1,2
848,It was [MASK] who he needed.,2.9126747,ACC,obj,3rd-sing-f,who,1,2
849,It was [MASK] who he missed.,4.577287,ACC,obj,3rd-sing-f,who,1,2
850,It was [MASK] who he loves.,3.2666779,ACC,obj,3rd-sing-f,who,1,2
851,It was [MASK] who he likes.,5.4639673,ACC,obj,3rd-sing-f,who,1,2
852,It was [MASK] who he injured.,4.001314,ACC,obj,3rd-sing-f,who,1,2
853,It was [MASK] who he hurt.,2.3495362,ACC,obj,3rd-sing-f,who,1,2
854,It was [MASK] who he hit.,3.2386875,ACC,obj,3rd-sing-f,who,1,2
855,It was [MASK] who he heard.,5.3497434,ACC,obj,3rd-sing-f,who,1,2
856,It was [MASK] who he hates.,5.4281716,ACC,obj,3rd-sing-f,who,1,2
857,It was [MASK] who he greeted.,5.853011,ACC,obj,3rd-sing-f,who,1,2
858,It was [MASK] who he found.,4.8426123,ACC,obj,3rd-sing-f,who,1,2
859,It was [MASK] who he feared.,3.6600897,ACC,obj,3rd-sing-f,who,1,2
860,It was [MASK] who he drew.,3.6715672,ACC,obj,3rd-sing-f,who,1,2
861,It was [MASK] who he called.,4.6705217,ACC,obj,3rd-sing-f,who,1,2
862,It was [MASK] who he avoided.,4.0705433,ACC,obj,3rd-sing-f,who,1,2
863,It was [MASK] who he advised.,3.9530728,ACC,obj,3rd-sing-f,who,1,2
864,It was [MASK] who he admired.,4.1362686,ACC,obj,3rd-sing-f,who,1,2
865,It is [MASK] who he wanted.,4.7811623,ACC,obj,3rd-sing-f,who,1,2
866,It is [MASK] who he valued.,3.4788904,ACC,obj,3rd-sing-f,who,1,2
867,It is [MASK] who he trusted.,5.165778,ACC,obj,3rd-sing-f,who,1,2
868,It is [MASK] who he told.,5.530857,ACC,obj,3rd-sing-f,who,1,2
869,It is [MASK] who he taught.,6.0273323,ACC,obj,3rd-sing-f,who,1,2
870,It is [MASK] who he stroke.,4.6582623,ACC,obj,3rd-sing-f,who,1,2
871,It is [MASK] who he sent.,5.7881055,ACC,obj,3rd-sing-f,who,1,2
872,It is [MASK] who he saw.,5.8313427,ACC,obj,3rd-sing-f,who,1,2
873,It is [MASK] who he respected.,4.873971,ACC,obj,3rd-sing-f,who,1,2
874,It is [MASK] who he pushed.,4.5810957,ACC,obj,3rd-sing-f,who,1,2
875,It is [MASK] who he pulled.,5.381488,ACC,obj,3rd-sing-f,who,1,2
876,It is [MASK] who he pressed.,5.3331695,ACC,obj,3rd-sing-f,who,1,2
877,It is [MASK] who he praised.,4.3713436,ACC,obj,3rd-sing-f,who,1,2
878,It is [MASK] who he painted.,15.813698,ACC,obj,3rd-sing-f,who,1,2
879,It is [MASK] who he noticed.,5.641006,ACC,obj,3rd-sing-f,who,1,2
880,It is [MASK] who he needed.,4.4981294,ACC,obj,3rd-sing-f,who,1,2
881,It is [MASK] who he missed.,5.091788,ACC,obj,3rd-sing-f,who,1,2
882,It is [MASK] who he loves.,2.5795398,ACC,obj,3rd-sing-f,who,1,2
883,It is [MASK] who he likes.,4.2457414,ACC,obj,3rd-sing-f,who,1,2
884,It is [MASK] who he injured.,7.977276,ACC,obj,3rd-sing-f,who,1,2
885,It is [MASK] who he hurt.,3.4111195,ACC,obj,3rd-sing-f,who,1,2
886,It is [MASK] who he hit.,4.5014586,ACC,obj,3rd-sing-f,who,1,2
887,It is [MASK] who he heard.,9.06507,ACC,obj,3rd-sing-f,who,1,2
888,It is [MASK] who he hates.,4.1721096,ACC,obj,3rd-sing-f,who,1,2
889,It is [MASK] who he greeted.,6.388232,ACC,obj,3rd-sing-f,who,1,2
890,It is [MASK] who he found.,5.513836,ACC,obj,3rd-sing-f,who,1,2
891,It is [MASK] who he feared.,4.352703,ACC,obj,3rd-sing-f,who,1,2
892,It is [MASK] who he drew.,5.9729295,ACC,obj,3rd-sing-f,who,1,2
893,It is [MASK] who he called.,5.6873627,ACC,obj,3rd-sing-f,who,1,2
894,It is [MASK] who he avoided.,5.1017623,ACC,obj,3rd-sing-f,who,1,2
895,It is [MASK] who he advised.,5.7533894,ACC,obj,3rd-sing-f,who,1,2
896,It is [MASK] who he admired.,4.312712,ACC,obj,3rd-sing-f,who,1,2
897,It was [MASK] who she wanted.,2.9537292,ACC,obj,3rd-sing-m,who,1,2
898,It was [MASK] who she valued.,3.2408803,ACC,obj,3rd-sing-m,who,1,2
899,It was [MASK] who she trusted.,3.702164,ACC,obj,3rd-sing-m,who,1,2
900,It was [MASK] who she told.,3.3821783,ACC,obj,3rd-sing-m,who,1,2
901,It was [MASK] who she taught.,5.0012236,ACC,obj,3rd-sing-m,who,1,2
902,It was [MASK] who she stroke.,2.9397275,ACC,obj,3rd-sing-m,who,1,2
903,It was [MASK] who she sent.,3.6252723,ACC,obj,3rd-sing-m,who,1,2
904,It was [MASK] who she saw.,3.7766643,ACC,obj,3rd-sing-m,who,1,2
905,It was [MASK] who she respected.,3.9729555,ACC,obj,3rd-sing-m,who,1,2
906,It was [MASK] who she pushed.,2.8555655,ACC,obj,3rd-sing-m,who,1,2
907,It was [MASK] who she pulled.,3.4341524,ACC,obj,3rd-sing-m,who,1,2
908,It was [MASK] who she pressed.,3.738307,ACC,obj,3rd-sing-m,who,1,2
909,It was [MASK] who she praised.,4.6034675,ACC,obj,3rd-sing-m,who,1,2
910,It was [MASK] who she painted.,4.278542,ACC,obj,3rd-sing-m,who,1,2
911,It was [MASK] who she noticed.,4.551301,ACC,obj,3rd-sing-m,who,1,2
912,It was [MASK] who she needed.,3.2881825,ACC,obj,3rd-sing-m,who,1,2
913,It was [MASK] who she missed.,4.7448688,ACC,obj,3rd-sing-m,who,1,2
914,It was [MASK] who she loves.,3.6651545,ACC,obj,3rd-sing-m,who,1,2
915,It was [MASK] who she likes.,5.371111,ACC,obj,3rd-sing-m,who,1,2
916,It was [MASK] who she injured.,3.1347015,ACC,obj,3rd-sing-m,who,1,2
917,It was [MASK] who she hurt.,2.3203645,ACC,obj,3rd-sing-m,who,1,2
918,It was [MASK] who she hit.,2.3681636,ACC,obj,3rd-sing-m,who,1,2
919,It was [MASK] who she heard.,3.9355645,ACC,obj,3rd-sing-m,who,1,2
920,It was [MASK] who she hates.,4.990392,ACC,obj,3rd-sing-m,who,1,2
921,It was [MASK] who she greeted.,5.3460445,ACC,obj,3rd-sing-m,who,1,2
922,It was [MASK] who she found.,4.163896,ACC,obj,3rd-sing-m,who,1,2
923,It was [MASK] who she feared.,3.7228959,ACC,obj,3rd-sing-m,who,1,2
924,It was [MASK] who she drew.,3.3783195,ACC,obj,3rd-sing-m,who,1,2
925,It was [MASK] who she called.,4.05954,ACC,obj,3rd-sing-m,who,1,2
926,It was [MASK] who she avoided.,4.056485,ACC,obj,3rd-sing-m,who,1,2
927,It was [MASK] who she advised.,3.8267107,ACC,obj,3rd-sing-m,who,1,2
928,It was [MASK] who she admired.,4.1328254,ACC,obj,3rd-sing-m,who,1,2
929,It is [MASK] who she wanted.,5.190557,ACC,obj,3rd-sing-m,who,1,2
930,It is [MASK] who she valued.,3.6866646,ACC,obj,3rd-sing-m,who,1,2
931,It is [MASK] who she trusted.,3.8253183,ACC,obj,3rd-sing-m,who,1,2
932,It is [MASK] who she told.,5.035878,ACC,obj,3rd-sing-m,who,1,2
933,It is [MASK] who she taught.,6.129863,ACC,obj,3rd-sing-m,who,1,2
934,It is [MASK] who she stroke.,4.723453,ACC,obj,3rd-sing-m,who,1,2
935,It is [MASK] who she sent.,5.1081133,ACC,obj,3rd-sing-m,who,1,2
936,It is [MASK] who she saw.,4.509008,ACC,obj,3rd-sing-m,who,1,2
937,It is [MASK] who she respected.,3.8842814,ACC,obj,3rd-sing-m,who,1,2
938,It is [MASK] who she pushed.,4.1132636,ACC,obj,3rd-sing-m,who,1,2
939,It is [MASK] who she pulled.,4.4107437,ACC,obj,3rd-sing-m,who,1,2
940,It is [MASK] who she pressed.,4.3608317,ACC,obj,3rd-sing-m,who,1,2
941,It is [MASK] who she praised.,4.6624503,ACC,obj,3rd-sing-m,who,1,2
942,It is [MASK] who she painted.,7.9783554,ACC,obj,3rd-sing-m,who,1,2
943,It is [MASK] who she noticed.,4.6444774,ACC,obj,3rd-sing-m,who,1,2
944,It is [MASK] who she needed.,4.223293,ACC,obj,3rd-sing-m,who,1,2
945,It is [MASK] who she missed.,4.5717745,ACC,obj,3rd-sing-m,who,1,2
946,It is [MASK] who she loves.,3.1165357,ACC,obj,3rd-sing-m,who,1,2
947,It is [MASK] who she likes.,4.499142,ACC,obj,3rd-sing-m,who,1,2
948,It is [MASK] who she injured.,5.030813,ACC,obj,3rd-sing-m,who,1,2
949,It is [MASK] who she hurt.,3.4534438,ACC,obj,3rd-sing-m,who,1,2
950,It is [MASK] who she hit.,3.0293303,ACC,obj,3rd-sing-m,who,1,2
951,It is [MASK] who she heard.,6.830703,ACC,obj,3rd-sing-m,who,1,2
952,It is [MASK] who she hates.,3.9411902,ACC,obj,3rd-sing-m,who,1,2
953,It is [MASK] who she greeted.,4.811227,ACC,obj,3rd-sing-m,who,1,2
954,It is [MASK] who she found.,4.1270323,ACC,obj,3rd-sing-m,who,1,2
955,It is [MASK] who she feared.,3.8656514,ACC,obj,3rd-sing-m,who,1,2
956,It is [MASK] who she drew.,4.809573,ACC,obj,3rd-sing-m,who,1,2
957,It is [MASK] who she called.,4.633308,ACC,obj,3rd-sing-m,who,1,2
958,It is [MASK] who she avoided.,4.366442,ACC,obj,3rd-sing-m,who,1,2
959,It is [MASK] who she advised.,5.0263133,ACC,obj,3rd-sing-m,who,1,2
960,It is [MASK] who she admired.,3.8273575,ACC,obj,3rd-sing-m,who,1,2
961,It was [MASK] who wanted her.,12.413365,ACC,subj,1st-plr,who,2,2
962,It was [MASK] who valued her.,13.428601,ACC,subj,1st-plr,who,2,2
963,It was [MASK] who trusted her.,13.013058,ACC,subj,1st-plr,who,2,2
964,It was [MASK] who told her.,11.657419,ACC,subj,1st-plr,who,2,2
965,It was [MASK] who taught her.,10.834937,ACC,subj,1st-plr,who,2,2
966,It was [MASK] who stroke her.,11.961819,ACC,subj,1st-plr,who,2,2
967,It was [MASK] who sent her.,9.67888,ACC,subj,1st-plr,who,2,2
968,It was [MASK] who saw her.,11.214946,ACC,subj,1st-plr,who,2,2
969,It was [MASK] who respected her.,12.887957,ACC,subj,1st-plr,who,2,2
970,It was [MASK] who pushed her.,11.348612,ACC,subj,1st-plr,who,2,2
971,It was [MASK] who pulled her.,11.690224,ACC,subj,1st-plr,who,2,2
972,It was [MASK] who pressed her.,11.482097,ACC,subj,1st-plr,who,2,2
973,It was [MASK] who praised her.,11.320893,ACC,subj,1st-plr,who,2,2
974,It was [MASK] who painted her.,11.430018,ACC,subj,1st-plr,who,2,2
975,It was [MASK] who noticed her.,12.705429,ACC,subj,1st-plr,who,2,2
976,It was [MASK] who needed her.,11.363986,ACC,subj,1st-plr,who,2,2
977,It was [MASK] who missed her.,11.555455,ACC,subj,1st-plr,who,2,2
978,It was [MASK] who love her.,9.037572,ACC,subj,1st-plr,who,2,2
