idx,sen,comp,sur,case,order.case
484,It was we [MASK] taught her.,who,0.5352378,NOM,2
485,It is we [MASK] respected her.,who,0.49569973,NOM,2
486,It was we [MASK] missed her.,who,0.4786574,NOM,2
487,It is we [MASK] feared her.,who,0.4749763,NOM,2
488,It is we [MASK] trusted her.,who,0.46902102,NOM,2
489,It was we [MASK] needed her.,who,0.46366313,NOM,2
490,It was we [MASK] wanted her.,who,0.4532667,NOM,2
491,It is we [MASK] greeted her.,who,0.4351975,NOM,2
492,It was we [MASK] pressed her.,who,0.43437248,NOM,2
493,It was we [MASK] saw her.,who,0.42864406,NOM,2
494,It is we [MASK] needed her.,who,0.4272949,NOM,2
495,It was we [MASK] avoided her.,who,0.42494357,NOM,2
496,It is we [MASK] praised her.,who,0.39845827,NOM,2
497,It is we [MASK] valued her.,who,0.3962374,NOM,2
498,It was we [MASK] told her.,who,0.34051478,NOM,2
499,It was we [MASK] trusted her.,who,0.31733453,NOM,2
500,It was we [MASK] noticed her.,who,0.3172067,NOM,2
501,It was we [MASK] respected her.,who,0.3143955,NOM,2
502,It is we [MASK] sent her.,who,0.30305898,NOM,2
503,It was we [MASK] valued her.,who,0.2933319,NOM,2
504,It was we [MASK] feared her.,who,0.28075334,NOM,2
505,It was we [MASK] admired her.,who,0.2694828,NOM,2
506,It was we [MASK] advised her.,who,0.25332135,NOM,2
507,It was we [MASK] called her.,who,0.2454406,NOM,2
508,It was we [MASK] sent her.,who,0.22627823,NOM,2
509,It was we [MASK] praised her.,who,0.22448325,NOM,2
510,It was we [MASK] painted her.,who,0.20402378,NOM,2
511,It is we [MASK] painted her.,who,0.19971563,NOM,2
512,It was we [MASK] greeted her.,who,0.12649214,NOM,2
513,It is me [MASK] she sent.,that,12.461328,ACC,1
514,It was me [MASK] stroke her.,that,11.685068,ACC,1
515,It was me [MASK] she sent.,that,10.642831,ACC,1
516,It was me [MASK] she advised.,that,10.219636,ACC,1
517,It is me [MASK] she advised.,that,9.51549,ACC,1
518,It is me [MASK] she pressed.,that,8.206319,ACC,1
519,It is me [MASK] stroke her.,that,7.6836786,ACC,1
520,It is me [MASK] she greeted.,that,6.192773,ACC,1
521,It is me [MASK] she told.,that,5.842691,ACC,1
522,It is me [MASK] she called.,that,4.822594,ACC,1
523,It was me [MASK] she called.,that,4.321235,ACC,1
524,It was me [MASK] she told.,that,3.8653235,ACC,1
525,It was me [MASK] greeted her.,that,3.6927946,ACC,1
526,It is me [MASK] she heard.,that,3.6694648,ACC,1
527,It was me [MASK] praised her.,that,3.3900168,ACC,1
528,It was me [MASK] she pressed.,that,3.2653,ACC,1
529,It was me [MASK] called her.,that,2.939058,ACC,1
530,It is me [MASK] she praised.,that,2.8580155,ACC,1
531,It is me [MASK] greeted her.,that,2.7555482,ACC,1
532,It was me [MASK] painted her.,that,2.5775502,ACC,1
533,It was me [MASK] avoided her.,that,2.533102,ACC,1
534,It was me [MASK] advised her.,that,2.522845,ACC,1
535,It is me [MASK] she noticed.,that,2.440381,ACC,1
536,It was me [MASK] admired her.,that,2.4122634,ACC,1
537,It was me [MASK] sent her.,that,2.4095678,ACC,1
538,It is me [MASK] painted her.,that,2.4035785,ACC,1
539,It was me [MASK] told her.,that,2.3884661,ACC,1
540,It is me [MASK] avoided her.,that,2.3817356,ACC,1
541,It is me [MASK] likes her.,that,2.3379245,ACC,1
542,It was me [MASK] trusted her.,that,2.2386532,ACC,1
543,It was me [MASK] found her.,that,2.2081285,ACC,1
544,It was me [MASK] respected her.,that,2.1765897,ACC,1
545,It is me [MASK] she pushed.,that,2.1702998,ACC,1
546,It is me [MASK] called her.,that,2.1428652,ACC,1
547,It is me [MASK] loves her.,that,2.1404784,ACC,1
548,It was me [MASK] likes her.,that,2.1391962,ACC,1
549,It was me [MASK] noticed her.,that,2.1366606,ACC,1
550,It was me [MASK] saw her.,that,2.1347826,ACC,1
551,It was me [MASK] hates her.,that,2.1340325,ACC,1
552,It is me [MASK] admired her.,that,2.1322062,ACC,1
553,It was me [MASK] loves her.,that,2.114063,ACC,1
554,It is me [MASK] found her.,that,2.1134043,ACC,1
555,It is me [MASK] praised her.,that,2.1033034,ACC,1
556,It is me [MASK] sent her.,that,2.0754058,ACC,1
557,It is me [MASK] respected her.,that,2.0479007,ACC,1
558,It was me [MASK] valued her.,that,1.9866196,ACC,1
559,It is me [MASK] valued her.,that,1.9588865,ACC,1
560,It is me [MASK] hates her.,that,1.9135193,ACC,1
561,It was me [MASK] she stroke.,that,1.8994594,ACC,1
562,It is me [MASK] she feared.,that,1.8949093,ACC,1
563,It is me [MASK] saw her.,that,1.8861423,ACC,1
564,It was me [MASK] she hurt.,that,1.8800814,ACC,1
565,It is me [MASK] noticed her.,that,1.8479993,ACC,1
566,It was me [MASK] needed her.,that,1.8438115,ACC,1
567,It was me [MASK] feared her.,that,1.8236314,ACC,1
568,It is me [MASK] trusted her.,that,1.7893457,ACC,1
569,It is me [MASK] hit her.,that,1.7190025,ACC,1
570,It was me [MASK] heard her.,that,1.717313,ACC,1
571,It was me [MASK] wanted her.,that,1.7157929,ACC,1
572,It is me [MASK] needed her.,that,1.6937797,ACC,1
573,It was me [MASK] missed her.,that,1.6595402,ACC,1
574,It is me [MASK] missed her.,that,1.6237926,ACC,1
575,It was me [MASK] hit her.,that,1.5662758,ACC,1
576,It is me [MASK] hurt her.,that,1.5537686,ACC,1
577,It was me [MASK] pressed her.,that,1.5194352,ACC,1
578,It is me [MASK] told her.,that,1.5061672,ACC,1
579,It is me [MASK] feared her.,that,1.4996525,ACC,1
580,It is me [MASK] heard her.,that,1.4932117,ACC,1
581,It is me [MASK] taught her.,that,1.4567558,ACC,1
582,It is me [MASK] wanted her.,that,1.395156,ACC,1
583,It was me [MASK] taught her.,that,1.3027424,ACC,1
584,It was me [MASK] she greeted.,that,1.2097342,ACC,1
585,It is me [MASK] she stroke.,that,1.1793809,ACC,1
586,It is me [MASK] pressed her.,that,1.1442916,ACC,1
587,It was me [MASK] pushed her.,that,1.0878519,ACC,1
588,It is me [MASK] advised her.,that,1.0078131,ACC,1
589,It was me [MASK] hurt her.,that,1.0076237,ACC,1
590,It is me [MASK] injured her.,that,0.973993,ACC,1
591,It was me [MASK] she pulled.,that,0.9509076,ACC,1
592,It was me [MASK] she pushed.,that,0.9041885,ACC,1
593,It is me [MASK] pushed her.,that,0.8686876,ACC,1
594,It was me [MASK] injured her.,that,0.8214774,ACC,1
595,It was me [MASK] she praised.,that,0.795245,ACC,1
596,It was me [MASK] pulled her.,that,0.7803326,ACC,1
597,It is me [MASK] drew her.,that,0.6635069,ACC,1
598,It is me [MASK] pulled her.,that,0.64305615,ACC,1
599,It was me [MASK] she saw.,that,0.59666586,ACC,1
600,It was me [MASK] she noticed.,that,0.5806358,ACC,1
601,It was me [MASK] drew her.,that,0.5697392,ACC,1
602,It is me [MASK] she hurt.,that,0.52362424,ACC,1
603,It was me [MASK] she hit.,that,0.5152351,ACC,1
604,It is me [MASK] she pulled.,that,0.50840706,ACC,1
605,It was me [MASK] she heard.,that,0.48123592,ACC,1
606,It is me [MASK] she taught.,that,0.4615985,ACC,1
607,It was me [MASK] she found.,that,0.44721296,ACC,1
608,It is me [MASK] she saw.,that,0.43534786,ACC,1
609,It is me [MASK] she hit.,that,0.42050657,ACC,1
610,It is me [MASK] she admired.,that,0.41051,ACC,1
611,It is me [MASK] she injured.,that,0.38635382,ACC,1
612,It is me [MASK] she drew.,that,0.36947045,ACC,1
613,It was me [MASK] she injured.,that,0.36918697,ACC,1
614,It is me [MASK] she trusted.,that,0.35543624,ACC,1
615,It was me [MASK] she feared.,that,0.30474663,ACC,1
616,It is me [MASK] she avoided.,that,0.2933105,ACC,1
617,It was me [MASK] she taught.,that,0.25288573,ACC,1
618,It is me [MASK] she found.,that,0.25146347,ACC,1
619,It is me [MASK] she respected.,that,0.24863942,ACC,1
620,It was me [MASK] she trusted.,that,0.24773064,ACC,1
621,It was me [MASK] she avoided.,that,0.2314962,ACC,1
622,It is me [MASK] she painted.,that,0.21840106,ACC,1
623,It was me [MASK] she painted.,that,0.2107804,ACC,1
624,It was me [MASK] she likes.,that,0.18069912,ACC,1
625,It was me [MASK] she hates.,that,0.17815615,ACC,1
626,It is me [MASK] she hates.,that,0.17176259,ACC,1
627,It was me [MASK] she respected.,that,0.15227336,ACC,1
628,It is me [MASK] she valued.,that,0.12750462,ACC,1
629,It is me [MASK] she missed.,that,0.12257319,ACC,1
630,It was me [MASK] she missed.,that,0.108731,ACC,1
631,It was me [MASK] she drew.,that,0.10799348,ACC,1
632,It was me [MASK] she loves.,that,0.0940463,ACC,1
633,It was me [MASK] she admired.,that,0.09380227,ACC,1
634,It is me [MASK] she loves.,that,0.0902304,ACC,1
635,It is me [MASK] she wanted.,that,0.06562946,ACC,1
636,It is me [MASK] she likes.,that,0.062306233,ACC,1
637,It is me [MASK] she needed.,that,0.046207983,ACC,1
638,It was me [MASK] she valued.,that,0.039598957,ACC,1
639,It was me [MASK] she wanted.,that,0.023616806,ACC,1
640,It was me [MASK] she needed.,that,0.012167775,ACC,1
641,It is me [MASK] she sent.,who,17.026278,ACC,1
642,It was me [MASK] she sent.,who,14.859629,ACC,1
643,It was me [MASK] she advised.,who,13.964815,ACC,1
644,It is me [MASK] she advised.,who,13.905253,ACC,1
645,It is me [MASK] she pressed.,who,12.264728,ACC,1
646,It was me [MASK] stroke her.,who,11.182398,ACC,1
647,It is me [MASK] she told.,who,9.840447,ACC,1
648,It is me [MASK] she greeted.,who,9.321754,ACC,1
649,It is me [MASK] she heard.,who,9.313285,ACC,1
650,It is me [MASK] she praised.,who,9.004204,ACC,1
651,It was me [MASK] she called.,who,8.3786545,ACC,1
652,It is me [MASK] she called.,who,8.016224,ACC,1
653,It is me [MASK] she noticed.,who,7.9161468,ACC,1
654,It was me [MASK] she needed.,who,7.461768,ACC,1
655,It is me [MASK] she drew.,who,7.2901525,ACC,1
656,It was me [MASK] she saw.,who,7.246388,ACC,1
657,It was me [MASK] she wanted.,who,7.0259743,ACC,1
658,It was me [MASK] she told.,who,6.761318,ACC,1
659,It is me [MASK] stroke her.,who,6.6680164,ACC,1
660,It is me [MASK] she feared.,who,6.570534,ACC,1
661,It was me [MASK] she heard.,who,6.4371004,ACC,1
662,It is me [MASK] she saw.,who,6.350437,ACC,1
663,It was me [MASK] she drew.,who,6.148094,ACC,1
664,It was me [MASK] she pressed.,who,6.045577,ACC,1
665,It was me [MASK] she valued.,who,6.028115,ACC,1
666,It is me [MASK] she wanted.,who,6.010969,ACC,1
667,It is me [MASK] she likes.,who,5.997388,ACC,1
668,It is me [MASK] she needed.,who,5.995165,ACC,1
669,It was me [MASK] she noticed.,who,5.972597,ACC,1
670,It is me [MASK] she pushed.,who,5.967714,ACC,1
671,It was me [MASK] she painted.,who,5.865357,ACC,1
672,It is me [MASK] she painted.,who,5.5901594,ACC,1
673,It was me [MASK] she likes.,who,5.5176797,ACC,1
674,It was me [MASK] she loves.,who,5.448689,ACC,1
675,It was me [MASK] she pulled.,who,5.2542996,ACC,1
676,It was me [MASK] she taught.,who,5.246743,ACC,1
677,It is me [MASK] she loves.,who,5.2131753,ACC,1
678,It is me [MASK] she admired.,who,5.182426,ACC,1
679,It was me [MASK] she admired.,who,5.142316,ACC,1
680,It was me [MASK] she found.,who,5.1019626,ACC,1
681,It is me [MASK] she taught.,who,5.088606,ACC,1
682,It is me [MASK] she pulled.,who,5.0864015,ACC,1
683,It was me [MASK] she praised.,who,5.0602193,ACC,1
684,It was me [MASK] she hurt.,who,4.9585958,ACC,1
685,It is me [MASK] she valued.,who,4.949854,ACC,1
686,It is me [MASK] she found.,who,4.9498134,ACC,1
687,It was me [MASK] she stroke.,who,4.7743173,ACC,1
688,It is me [MASK] she missed.,who,4.507802,ACC,1
689,It was me [MASK] she pushed.,who,4.3720274,ACC,1
690,It was me [MASK] she missed.,who,4.3279114,ACC,1
691,It is me [MASK] she stroke.,who,4.3204293,ACC,1
692,It was me [MASK] she respected.,who,4.106749,ACC,1
693,It is me [MASK] she respected.,who,4.0226226,ACC,1
694,It was me [MASK] she hates.,who,4.0100384,ACC,1
695,It was me [MASK] she feared.,who,3.974401,ACC,1
696,It is me [MASK] she hates.,who,3.7615454,ACC,1
697,It is me [MASK] she hurt.,who,3.5284295,ACC,1
698,It was me [MASK] she hit.,who,3.4653401,ACC,1
699,It is me [MASK] she hit.,who,3.406746,ACC,1
700,It is me [MASK] she trusted.,who,3.272072,ACC,1
701,It was me [MASK] she trusted.,who,3.2334678,ACC,1
702,It was me [MASK] she avoided.,who,3.1532722,ACC,1
703,It is me [MASK] she avoided.,who,3.1103919,ACC,1
704,It is me [MASK] she injured.,who,2.92371,ACC,1
705,It was me [MASK] she injured.,who,2.5893936,ACC,1
706,It was me [MASK] she greeted.,who,2.3025737,ACC,1
707,It was me [MASK] drew her.,who,1.6416976,ACC,1
708,It is me [MASK] pulled her.,who,1.5029199,ACC,1
709,It is me [MASK] drew her.,who,1.4761002,ACC,1
710,It is me [MASK] advised her.,who,1.3685544,ACC,1
711,It is me [MASK] hurt her.,who,1.2742901,ACC,1
712,It was me [MASK] pulled her.,who,1.272437,ACC,1
713,It was me [MASK] injured her.,who,1.240972,ACC,1
714,It is me [MASK] pushed her.,who,1.1656137,ACC,1
715,It was me [MASK] hurt her.,who,1.1034168,ACC,1
716,It is me [MASK] injured her.,who,1.0567894,ACC,1
717,It was me [MASK] taught her.,who,0.9815943,ACC,1
718,It was me [MASK] pushed her.,who,0.9252196,ACC,1
719,It is me [MASK] pressed her.,who,0.90312386,ACC,1
720,It is me [MASK] told her.,who,0.8511582,ACC,1
721,It is me [MASK] taught her.,who,0.79073435,ACC,1
722,It is me [MASK] wanted her.,who,0.7114452,ACC,1
723,It is me [MASK] missed her.,who,0.6791744,ACC,1
724,It is me [MASK] heard her.,who,0.67237157,ACC,1
725,It is me [MASK] feared her.,who,0.65979797,ACC,1
726,It was me [MASK] pressed her.,who,0.62863636,ACC,1
727,It was me [MASK] hit her.,who,0.6068411,ACC,1
728,It was me [MASK] missed her.,who,0.6061134,ACC,1
729,It is me [MASK] hit her.,who,0.58861136,ACC,1
730,It is me [MASK] needed her.,who,0.54843044,ACC,1
731,It was me [MASK] heard her.,who,0.5402227,ACC,1
732,It was me [MASK] wanted her.,who,0.53074175,ACC,1
733,It is me [MASK] trusted her.,who,0.52746785,ACC,1
734,It was me [MASK] feared her.,who,0.48873946,ACC,1
735,It is me [MASK] noticed her.,who,0.48392394,ACC,1
736,It was me [MASK] needed her.,who,0.47615597,ACC,1
737,It is me [MASK] saw her.,who,0.46656033,ACC,1
738,It is me [MASK] hates her.,who,0.44828764,ACC,1
739,It is me [MASK] valued her.,who,0.44729513,ACC,1
740,It is me [MASK] called her.,who,0.44230342,ACC,1
741,It was me [MASK] valued her.,who,0.42535403,ACC,1
742,It is me [MASK] respected her.,who,0.42487282,ACC,1
743,It is me [MASK] sent her.,who,0.40137497,ACC,1
744,It is me [MASK] praised her.,who,0.39952636,ACC,1
745,It was me [MASK] told her.,who,0.39884302,ACC,1
746,It is me [MASK] admired her.,who,0.39841202,ACC,1
747,It is me [MASK] found her.,who,0.38779357,ACC,1
748,It was me [MASK] saw her.,who,0.38284352,ACC,1
749,It was me [MASK] loves her.,who,0.38141766,ACC,1
750,It was me [MASK] noticed her.,who,0.3785865,ACC,1
751,It was me [MASK] hates her.,who,0.3768114,ACC,1
752,It was me [MASK] likes her.,who,0.37562284,ACC,1
753,It is me [MASK] loves her.,who,0.37413946,ACC,1
754,It was me [MASK] respected her.,who,0.36683834,ACC,1
755,It was me [MASK] found her.,who,0.3570364,ACC,1
756,It was me [MASK] trusted her.,who,0.35301068,ACC,1
757,It is me [MASK] avoided her.,who,0.32516176,ACC,1
758,It is me [MASK] likes her.,who,0.3205983,ACC,1
759,It is me [MASK] painted her.,who,0.31139302,ACC,1
760,It was me [MASK] sent her.,who,0.31079206,ACC,1
761,It was me [MASK] admired her.,who,0.30507147,ACC,1
762,It was me [MASK] advised her.,who,0.28385794,ACC,1
763,It was me [MASK] avoided her.,who,0.27935314,ACC,1
764,It was me [MASK] painted her.,who,0.27532586,ACC,1
765,It is me [MASK] greeted her.,who,0.24336866,ACC,1
766,It was me [MASK] called her.,who,0.23259878,ACC,1
767,It was me [MASK] praised her.,who,0.14654632,ACC,1
768,It was me [MASK] greeted her.,who,0.118074626,ACC,1
769,It is I [MASK] she sent.,that,8.218615,NOM,2
770,It is I [MASK] she advised.,that,7.7634244,NOM,2
771,It is I [MASK] she pressed.,that,7.652651,NOM,2
772,It was I [MASK] she advised.,that,5.8284855,NOM,2
773,It was I [MASK] she sent.,that,5.646863,NOM,2
774,It is I [MASK] she noticed.,that,5.2044024,NOM,2
775,It is I [MASK] she needed.,that,4.99323,NOM,2
776,It was I [MASK] greeted her.,that,4.594872,NOM,2
777,It is I [MASK] told her.,that,4.450245,NOM,2
778,It is I [MASK] she greeted.,that,4.375791,NOM,2
779,It was I [MASK] called her.,that,4.051774,NOM,2
780,It is I [MASK] called her.,that,4.049308,NOM,2
781,It is I [MASK] she hurt.,that,3.9227314,NOM,2
782,It is I [MASK] noticed her.,that,3.8680782,NOM,2
783,It is I [MASK] sent her.,that,3.6131876,NOM,2
784,It was I [MASK] advised her.,that,3.5747736,NOM,2
785,It is I [MASK] taught her.,that,3.4519577,NOM,2
786,It was I [MASK] praised her.,that,3.39938,NOM,2
787,It was I [MASK] noticed her.,that,3.3354187,NOM,2
788,It is I [MASK] she hit.,that,3.3271003,NOM,2
789,It is I [MASK] painted her.,that,3.3102999,NOM,2
790,It is I [MASK] greeted her.,that,3.287103,NOM,2
791,It was I [MASK] avoided her.,that,3.206564,NOM,2
792,It was I [MASK] sent her.,that,3.1350267,NOM,2
793,It is I [MASK] she told.,that,3.1071587,NOM,2
794,It is I [MASK] she injured.,that,3.0768743,NOM,2
795,It is I [MASK] hates her.,that,3.0697403,NOM,2
796,It is I [MASK] loves her.,that,2.998593,NOM,2
797,It is I [MASK] valued her.,that,2.9698608,NOM,2
798,It is I [MASK] needed her.,that,2.9123647,NOM,2
799,It was I [MASK] told her.,that,2.877836,NOM,2
800,It is I [MASK] praised her.,that,2.842956,NOM,2
801,It was I [MASK] stroke her.,that,2.826901,NOM,2
802,It was I [MASK] loves her.,that,2.8114882,NOM,2
803,It was I [MASK] saw her.,that,2.7967036,NOM,2
804,It is I [MASK] she heard.,that,2.7590706,NOM,2
805,It was I [MASK] painted her.,that,2.7573721,NOM,2
806,It was I [MASK] valued her.,that,2.735044,NOM,2
807,It was I [MASK] feared her.,that,2.6928442,NOM,2
808,It was I [MASK] likes her.,that,2.6806846,NOM,2
809,It was I [MASK] hates her.,that,2.6632729,NOM,2
810,It was I [MASK] found her.,that,2.6452973,NOM,2
811,It is I [MASK] saw her.,that,2.6357548,NOM,2
812,It is I [MASK] wanted her.,that,2.627049,NOM,2
813,It is I [MASK] found her.,that,2.624638,NOM,2
814,It was I [MASK] needed her.,that,2.578496,NOM,2
815,It is I [MASK] heard her.,that,2.5522118,NOM,2
816,It was I [MASK] she hurt.,that,2.5494747,NOM,2
817,It is I [MASK] advised her.,that,2.5435865,NOM,2
818,It was I [MASK] respected her.,that,2.517646,NOM,2
819,It is I [MASK] respected her.,that,2.4841385,NOM,2
820,It is I [MASK] likes her.,that,2.4780645,NOM,2
821,It was I [MASK] trusted her.,that,2.466549,NOM,2
822,It is I [MASK] she called.,that,2.464388,NOM,2
823,It is I [MASK] trusted her.,that,2.4150581,NOM,2
824,It is I [MASK] missed her.,that,2.411522,NOM,2
825,It is I [MASK] avoided her.,that,2.358541,NOM,2
826,It was I [MASK] pressed her.,that,2.3007948,NOM,2
827,It is I [MASK] feared her.,that,2.2923927,NOM,2
828,It was I [MASK] admired her.,that,2.2644408,NOM,2
829,It is I [MASK] pushed her.,that,2.2063723,NOM,2
830,It is I [MASK] admired her.,that,2.127204,NOM,2
831,It was I [MASK] pushed her.,that,2.0431077,NOM,2
832,It was I [MASK] hit her.,that,1.9935416,NOM,2
833,It is I [MASK] hurt her.,that,1.9578303,NOM,2
834,It was I [MASK] wanted her.,that,1.9547294,NOM,2
835,It is I [MASK] injured her.,that,1.9517132,NOM,2
836,It was I [MASK] she injured.,that,1.7613413,NOM,2
837,It is I [MASK] stroke her.,that,1.7437315,NOM,2
838,It is I [MASK] pressed her.,that,1.7362833,NOM,2
839,It was I [MASK] she told.,that,1.7295091,NOM,2
840,It was I [MASK] taught her.,that,1.7230347,NOM,2
841,It is I [MASK] hit her.,that,1.7101531,NOM,2
842,It was I [MASK] heard her.,that,1.6901038,NOM,2
843,It was I [MASK] missed her.,that,1.6750026,NOM,2
844,It is I [MASK] she likes.,that,1.6670164,NOM,2
845,It was I [MASK] injured her.,that,1.6564847,NOM,2
846,It was I [MASK] she hit.,that,1.6442866,NOM,2
847,It is I [MASK] she wanted.,that,1.6291329,NOM,2
848,It is I [MASK] she pushed.,that,1.6288744,NOM,2
849,It was I [MASK] hurt her.,that,1.6176218,NOM,2
850,It is I [MASK] she trusted.,that,1.6049328,NOM,2
851,It was I [MASK] she greeted.,that,1.5907025,NOM,2
852,It is I [MASK] she feared.,that,1.5602696,NOM,2
853,It is I [MASK] drew her.,that,1.5586741,NOM,2
854,It was I [MASK] she stroke.,that,1.5123472,NOM,2
855,It is I [MASK] pulled her.,that,1.4406788,NOM,2
856,It was I [MASK] pulled her.,that,1.3860226,NOM,2
857,It was I [MASK] she pressed.,that,1.3496085,NOM,2
858,It was I [MASK] she called.,that,1.3220205,NOM,2
859,It was I [MASK] drew her.,that,1.2853065,NOM,2
860,It is I [MASK] she stroke.,that,1.253147,NOM,2
861,It is I [MASK] she praised.,that,1.2294097,NOM,2
862,It is I [MASK] she respected.,that,1.1340876,NOM,2
863,It is I [MASK] she missed.,that,1.0969998,NOM,2
864,It is I [MASK] she admired.,that,0.96518695,NOM,2
865,It is I [MASK] she painted.,that,0.9310545,NOM,2
866,It is I [MASK] she loves.,that,0.90170103,NOM,2
867,It is I [MASK] she avoided.,that,0.85487187,NOM,2
868,It is I [MASK] she pulled.,that,0.835134,NOM,2
869,It is I [MASK] she taught.,that,0.81991994,NOM,2
870,It is I [MASK] she saw.,that,0.7337198,NOM,2
871,It was I [MASK] she feared.,that,0.71688986,NOM,2
872,It is I [MASK] she found.,that,0.6658689,NOM,2
873,It was I [MASK] she trusted.,that,0.6553266,NOM,2
874,It is I [MASK] she hates.,that,0.6297569,NOM,2
875,It was I [MASK] she likes.,that,0.5256162,NOM,2
876,It is I [MASK] she valued.,that,0.5180508,NOM,2
877,It was I [MASK] she hates.,that,0.50562096,NOM,2
878,It was I [MASK] she pushed.,that,0.49457392,NOM,2
879,It is I [MASK] she drew.,that,0.44608095,NOM,2
880,It was I [MASK] she praised.,that,0.41182935,NOM,2
881,It was I [MASK] she heard.,that,0.40161783,NOM,2
882,It was I [MASK] she loves.,that,0.38765106,NOM,2
883,It was I [MASK] she avoided.,that,0.35648847,NOM,2
884,It was I [MASK] she taught.,that,0.3329188,NOM,2
885,It was I [MASK] she painted.,that,0.307688,NOM,2
886,It was I [MASK] she pulled.,that,0.2967087,NOM,2
887,It was I [MASK] she noticed.,that,0.29300693,NOM,2
888,It was I [MASK] she respected.,that,0.29125667,NOM,2
889,It was I [MASK] she found.,that,0.22967093,NOM,2
890,It was I [MASK] she admired.,that,0.1509317,NOM,2
891,It was I [MASK] she missed.,that,0.15039608,NOM,2
892,It was I [MASK] she drew.,that,0.14712526,NOM,2
893,It was I [MASK] she saw.,that,0.14526114,NOM,2
894,It was I [MASK] she valued.,that,0.07811077,NOM,2
895,It was I [MASK] she wanted.,that,0.06285691,NOM,2
896,It was I [MASK] she needed.,that,0.04921079,NOM,2
897,It is I [MASK] she sent.,who,12.885389,NOM,2
898,It is I [MASK] she advised.,who,11.035377,NOM,2
899,It was I [MASK] she sent.,who,9.981865,NOM,2
900,It is I [MASK] she pressed.,who,9.732022,NOM,2
901,It was I [MASK] she advised.,who,9.615112,NOM,2
902,It is I [MASK] she noticed.,who,9.281168,NOM,2
903,It is I [MASK] she needed.,who,8.654098,NOM,2
904,It was I [MASK] she needed.,who,7.236686,NOM,2
905,It is I [MASK] she told.,who,7.093988,NOM,2
906,It is I [MASK] she likes.,who,6.395801,NOM,2
907,It was I [MASK] she drew.,who,6.1923256,NOM,2
908,It was I [MASK] she wanted.,who,6.0982084,NOM,2
909,It is I [MASK] she heard.,who,5.9177833,NOM,2
910,It is I [MASK] she greeted.,who,5.9134774,NOM,2
911,It was I [MASK] she valued.,who,5.8592978,NOM,2
912,It is I [MASK] she drew.,who,5.8100953,NOM,2
913,It is I [MASK] she missed.,who,5.645458,NOM,2
914,It was I [MASK] she missed.,who,5.570366,NOM,2
915,It was I [MASK] she admired.,who,5.4611754,NOM,2
916,It is I [MASK] she called.,who,5.4599543,NOM,2
917,It is I [MASK] she hurt.,who,5.414844,NOM,2
918,It was I [MASK] she heard.,who,5.3150754,NOM,2
919,It is I [MASK] she hit.,who,5.289972,NOM,2
920,It was I [MASK] she saw.,who,5.2523136,NOM,2
921,It is I [MASK] she taught.,who,5.166275,NOM,2
922,It was I [MASK] she taught.,who,5.1582766,NOM,2
923,It was I [MASK] she likes.,who,5.007178,NOM,2
924,It is I [MASK] she painted.,who,4.970723,NOM,2
925,It was I [MASK] she told.,who,4.9182105,NOM,2
926,It is I [MASK] she injured.,who,4.903707,NOM,2
927,It is I [MASK] she wanted.,who,4.853003,NOM,2
928,It is I [MASK] she feared.,who,4.843878,NOM,2
929,It is I [MASK] she saw.,who,4.836992,NOM,2
930,It was I [MASK] she called.,who,4.7910705,NOM,2
931,It is I [MASK] she valued.,who,4.72514,NOM,2
932,It was I [MASK] she found.,who,4.708092,NOM,2
933,It was I [MASK] she painted.,who,4.6655316,NOM,2
934,It is I [MASK] she praised.,who,4.5562773,NOM,2
935,It is I [MASK] she admired.,who,4.5365868,NOM,2
936,It is I [MASK] she pulled.,who,4.4876795,NOM,2
937,It is I [MASK] she respected.,who,4.4611473,NOM,2
938,It was I [MASK] she pulled.,who,4.4465384,NOM,2
939,It is I [MASK] she stroke.,who,4.440364,NOM,2
940,It is I [MASK] she loves.,who,4.4359293,NOM,2
941,It was I [MASK] she respected.,who,4.3889775,NOM,2
942,It is I [MASK] she found.,who,4.3517923,NOM,2
943,It is I [MASK] she avoided.,who,4.321307,NOM,2
944,It was I [MASK] she stroke.,who,4.2948165,NOM,2
945,It is I [MASK] she pushed.,who,4.077478,NOM,2
946,It was I [MASK] she noticed.,who,3.9958334,NOM,2
947,It was I [MASK] she loves.,who,3.9677825,NOM,2
948,It is I [MASK] she hates.,who,3.876909,NOM,2
949,It is I [MASK] she trusted.,who,3.8595827,NOM,2
950,It was I [MASK] she avoided.,who,3.8561168,NOM,2
951,It was I [MASK] she praised.,who,3.636424,NOM,2
952,It was I [MASK] she hurt.,who,3.4498637,NOM,2
953,It was I [MASK] she trusted.,who,3.3405206,NOM,2
954,It was I [MASK] she pressed.,who,3.2152696,NOM,2
955,It was I [MASK] she pushed.,who,3.1829627,NOM,2
956,It was I [MASK] she feared.,who,3.1811604,NOM,2
957,It was I [MASK] she hit.,who,3.0840223,NOM,2
958,It was I [MASK] she hates.,who,3.018981,NOM,2
959,It was I [MASK] she injured.,who,2.9211524,NOM,2
960,It is I [MASK] heard her.,who,2.8233142,NOM,2
961,It is I [MASK] noticed her.,who,1.9962493,NOM,2
962,It was I [MASK] stroke her.,who,1.9757382,NOM,2
963,It is I [MASK] missed her.,who,1.6494048,NOM,2
964,It is I [MASK] wanted her.,who,1.3480773,NOM,2
965,It was I [MASK] she greeted.,who,1.3063835,NOM,2
